source,language,package,function,n_calls,n_deposits
dataverse,python,scipy,save_npz,2,2
dataverse,python,scipy,linalg.svd,2,2
dataverse,python,scikit-learn,AffinityPropagation,2,2
dataverse,python,scikit-learn,RegressorMixin,2,2
dataverse,python,scikit-learn,HashingVectorizer,2,2
dataverse,python,scikit-learn,PredefinedSplit,2,2
dataverse,python,scikit-learn,learning_curve,2,2
dataverse,python,scikit-learn,MLPRegressor,2,2
dataverse,python,scikit-learn,NuSVC,2,2
dataverse,python,scikit-learn,joblib,2,2
dataverse,python,scikit-learn,as_float_array,2,2
dataverse,r,scico,scale_fill_scico,2,2
dataverse,r,ggpubr,get_legend,2,2
dataverse,r,dplyr,case_match,2,2
dataverse,r,Amelia,mi.meld,2,2
dataverse,r,logr,log_open,2,2
dataverse,r,logr,log_code,2,2
dataverse,r,logr,log_close,2,2
dataverse,r,quanteda,dfm_group,2,2
dataverse,r,performance,check_collinearity,2,2
dataverse,python,bias,avgbias,2,2
dataverse,python,bias,sebias,2,2
dataverse,python,output,stdout,2,2
dataverse,python,output,voting_classifier_stdout,2,2
dataverse,python,altair,vconcat,2,2
dataverse,python,seaborn,diverging_palette,2,2
dataverse,python,progressbar,ETA,2,2
dataverse,r,collapse,fmax,2,2
dataverse,r,fst,write_fst,2,2
dataverse,r,collapse,fmean,2,2
dataverse,r,sf,st_nearest_feature,2,2
dataverse,r,lubridate,intersect,2,2
dataverse,r,geobr,read_country,2,2
dataverse,r,zipcodeR,zip_code_db,2,2
dataverse,r,purrr,map_dfc,2,2
dataverse,r,rlang,na_int,2,2
dataverse,r,rlang,na_lgl,2,2
dataverse,r,tibble,as_tibble_row,2,2
dataverse,r,posterior,quantile2,2,2
dataverse,r,tokenizers,tokenize_sentences,2,2
dataverse,stata,plotbeta,plotbeta,2,2
dataverse,python,networkx,katz_centrality,2,2
dataverse,python,nbconvert,ExecutePreprocessor,2,2
dataverse,python,nbformat,read,2,2
dataverse,python,nbformat,write,2,2
dataverse,python,nltk,ToktokTokenizer,2,2
dataverse,python,nltk,regexp_tokenize,2,2
dataverse,python,torch,tanh,2,2
dataverse,python,scikit-learn,utils,2,2
dataverse,python,scikit-learn,StratifiedGroupKFold,2,2
dataverse,r,dplyr,add_row,2,2
dataverse,python,bokeh,output_file,2,2
dataverse,python,bokeh,show,2,2
dataverse,python,seqeval,classification_report,2,2
dataverse,python,tensorflow,truncated_normal,2,2
dataverse,python,tensorflow,nn.dropout,2,2
dataverse,r,rstudioapi,versionInfo,2,2
dataverse,r,raster,getValues,2,2
dataverse,r,stm,textProcessor,2,2
dataverse,r,stm,estimateEffect,2,2
dataverse,python,seaborn,FacetGrid,2,2
dataverse,python,torch,Sigmoid,2,2
dataverse,r,viridis,scale_color_viridis,2,2
dataverse,r,ROCR,performance,2,2
dataverse,r,ROCR,prediction,2,2
dataverse,r,gtable,rbind_gtable,2,2
dataverse,python,jacobian,pack_asymptotic_jacobians,2,2
dataverse,python,jacobian,unpack_asymptotic_jacobians,2,2
dataverse,python,jacobian,get_H_U,2,2
dataverse,python,utils,factor,2,2
dataverse,python,jacobian,unpack_vectors,2,2
dataverse,python,Shapely,MultiPoint,2,2
dataverse,stata,bacondecomp,B,2,2
dataverse,r,textstem,stem_words,2,2
dataverse,r,ipumsr,read_ipums_micro,2,2
dataverse,r,mc2d,rbern,2,2
dataverse,stata,msp,msp,2,2
dataverse,r,caret,createDataPartition,2,2
dataverse,r,quanteda,tokens_compound,2,2
dataverse,r,quanteda,phrase,2,2
dataverse,python,scipy,optimize.root,2,2
dataverse,python,sequence-jacobian,grids,2,2
dataverse,python,sequence-jacobian,interpolate,2,2
dataverse,stata,csipolate,csipolate,2,2
dataverse,python,nltk,data.load,2,2
dataverse,r,jtools,export_summs,2,2
dataverse,python,transformers,BitsAndBytesConfig,2,2
dataverse,python,peft,PeftModel,2,2
dataverse,python,trl,SFTTrainer,2,2
dataverse,python,trl,DataCollatorForCompletionOnlyLM,2,2
dataverse,python,trl,SFTConfig,2,2
dataverse,python,wandb,finish,2,2
dataverse,r,sf,st_collection_extract,2,2
dataverse,stata,alogit,alogit,2,2
dataverse,r,dplyr,data_frame,2,2
dataverse,r,stringr,str_split_1,2,2
dataverse,r,gtExtras,gt_img_multi_rows,2,2
dataverse,r,gt,cols_width,2,2
dataverse,python,matplotlib-venn,venn3,2,2
dataverse,python,tensorflow,train.AdamOptimizer,2,2
dataverse,python,six,cPickle,2,2
dataverse,python,tensorflow,losses.softmax_cross_entropy,2,2
dataverse,python,preprocessor,set_options,2,2
dataverse,python,preprocessor,clean,2,2
dataverse,r,broom,augment,2,2
dataverse,python,autograd,jacobian,2,2
dataverse,r,readr,read_lines,2,2
dataverse,python,gensim,simple_preprocess,2,2
dataverse,r,mitools,MIcombine,2,2
dataverse,python,gensim,models.ldamodel.LdaModel,2,2
dataverse,python,nltk,TweetTokenizer,2,2
dataverse,r,ggpubr,ggdensity,2,2
dataverse,r,purrr,transpose,2,2
dataverse,r,gstat,gstat,2,2
dataverse,r,plm,is.pbalanced,2,2
dataverse,r,lwgeom,st_transform_proj,2,2
dataverse,stata,weaver,div,2,2
dataverse,r,rstan,rstan_options,2,2
dataverse,r,mgcv,bam,2,2
dataverse,r,geomander,adjacency,2,2
dataverse,r,Hmisc,describe,2,2
dataverse,python,tensorflow,set_seed,2,2
dataverse,python,groq,Groq,2,2
dataverse,python,numpy,warnings.filterwarnings,2,2
dataverse,r,plotly,ggplotly,2,2
dataverse,python,pymarc,MARCReader,2,2
dataverse,r,Matching,ks.boot,2,2
dataverse,r,extrafont,fonts,2,2
dataverse,python,pyLDAvis,save_html,2,2
dataverse,r,rstan,stan_model,2,2
dataverse,r,sp,SpatialPolygons,2,2
dataverse,python,stanza,Pipeline,2,2
dataverse,python,pandas,assert_frame_equal,5410,1
dataverse,python,pandas,assert_series_equal,3819,1
dataverse,python,pandas,assert_index_equal,2295,1
dataverse,python,pandas,assert_numpy_array_equal,1604,1
dataverse,python,pandas,assert_produces_warning,915,1
dataverse,python,pandas,assert_equal,579,1
dataverse,python,pandas,array,525,1
dataverse,stata,orse,orse,508,1
dataverse,python,pandas,assert_almost_equal,405,1
dataverse,r,reghelper,beta,379,1
dataverse,python,tensorflow,variable_scope,347,1
dataverse,python,pytest,mark.xfail,339,1
dataverse,python,pandas,box_expected,318,1
dataverse,python,otree,db.models.StringField,305,1
dataverse,python,pandas,ensure_clean,304,1
dataverse,python,pytest,warns,298,1
dataverse,r,ggplot2,alpha,287,1
dataverse,python,numpy,assert_,276,1
dataverse,python,otree,db.models.PositiveIntegerField,273,1
zenodo,python,tensorflow,math.exp,264,1
dataverse,python,pytest,mark.skipif,262,1
dataverse,python,otree,db.models.DecimalField,245,1
dataverse,stata,clemao_io,clemao1,242,1
dataverse,python,pandas,assert_extension_array_equal,242,1
dataverse,python,pytest,fixture,229,1
dataverse,python,pandas,MultiIndex,227,1
dataverse,python,otree,db.models.IntegerField,219,1
dataverse,python,pytest,mark.filterwarnings,214,1
dataverse,r,Rcpp,cppFunction,213,1
dataverse,python,pandas,assert_categorical_equal,212,1
dataverse,stata,clemao_io,clemio1,209,1
dataverse,python,numpy,assert_array_equal,204,1
dataverse,python,tidypolars4sci,col,199,1
dataverse,python,pandas,Period,199,1
dataverse,python,pytest,importorskip,192,1
dataverse,r,collapse,ftransform,182,1
dataverse,python,otree,db.models.BooleanField,178,1
zenodo,stata,project,project,158,1
zenodo,python,networkx,average_clustering,156,1
dataverse,python,tensorflow,to_float,150,1
dataverse,python,numpy,assert_array_almost_equal,149,1
dataverse,python,pandas,skip_if_no,149,1
dataverse,python,SCons,Util.CLVar,148,1
dataverse,python,tensorflow,test.main,144,1
dataverse,r,collapse,fsubset,139,1
zenodo,python,torch,unsqueeze,136,1
dataverse,r,APCI,temp_model,135,1
dataverse,python,numpy,can_cast,133,1
zenodo,stata,reghdfe,reghdfe5,132,1
dataverse,python,pandas,CategoricalIndex,128,1
zenodo,stata,akdensity,akdensity0,126,1
zenodo,r,qs2,qs_read,124,1
dataverse,python,pandas,timedelta_range,123,1
dataverse,python,pandas,close,120,1
dataverse,r,dynlm,dynlm,118,1
dataverse,python,torch,rand,117,1
dataverse,python,pandas,decode,110,1
dataverse,r,APCI,cohortdeviation,109,1
dataverse,r,plyr,empty,109,1
dataverse,python,numpy,ma.median,108,1
dataverse,python,SCons,Action.Action,107,1
dataverse,python,openpyxl,Serialisable,107,1
dataverse,r,collapse,fselect,107,1
zenodo,python,definitions,tfp,103,1
zenodo,python,definitions,lab,103,1
dataverse,python,pandas,encode,103,1
dataverse,r,collapse,qDT,103,1
dataverse,python,pandas,NaT,99,1
dataverse,python,numpy,ma.array,98,1
dataverse,r,ggthemes,theme_wsj,96,1
dataverse,python,pandas,TimedeltaIndex,96,1
zenodo,stata,eret2,eret2,95,1
dataverse,python,tensorly,tensor,90,1
zenodo,python,state,MATx,89,1
dataverse,python,pandas,assert_sp_array_equal,88,1
dataverse,python,SCons,Util.is_List,87,1
dataverse,python,cupy,get_default_memory_pool,87,1
dataverse,python,numpy,assert_raises,86,1
dataverse,python,numpy,busday_offset,86,1
dataverse,r,SUNGEO,smart_round,84,1
dataverse,python,torch,allclose,83,1
dataverse,python,scikit-learn,assert_array_equal,83,1
dataverse,r,modules,use,83,1
zenodo,stata,pathutil,pathutil,82,1
zenodo,python,state,TATx,81,1
dataverse,python,numpy,iterable,80,1
dataverse,python,numpy,suppress_warnings,79,1
dataverse,r,insight,get_df,77,1
dataverse,python,SCons,Errors.UserError,77,1
zenodo,stata,clustse,clustse,76,1
dataverse,python,DeezyMatch,finetune,76,1
dataverse,r,srvyr,survey_mean,75,1
dataverse,python,cupy,get_default_pinned_memory_pool,75,1
dataverse,python,openpyxl,Typed,74,1
dataverse,python,scikit-learn,assert_array_almost_equal,74,1
dataverse,python,Django,migrations,74,1
zenodo,python,state,kx,73,1
dataverse,python,matplotlib,_api,73,1
dataverse,r,dplyr,sym,72,1
dataverse,python,SCons,Util.is_String,72,1
dataverse,python,pandas,is_list_like,72,1
dataverse,python,utils,safeWrite,72,1
zenodo,stata,strgroup,levenshtein,70,1
dataverse,stata,tictoc,tic,70,1
zenodo,stata,valuesof,valuesof,69,1
dataverse,r,spdep,dnearneigh,69,1
dataverse,r,spdep,nbdists,69,1
dataverse,python,tidypolars4sci,map,69,1
dataverse,python,torch,reshape,69,1
dataverse,stata,gologit2,gsvy,69,1
dataverse,r,quanteda,as.wfm,69,1
dataverse,stata,tictoc,toc,69,1
dataverse,python,detectron2,Instances,68,1
dataverse,python,tensorflow,squeeze,68,1
dataverse,python,pandas,lib,67,1
dataverse,python,tensorflow,logging.info,67,1
zenodo,r,chron,chron,66,1
dataverse,python,regex,fullmatch,66,1
zenodo,python,networkx,dijkstra_path_length,64,1
dataverse,python,pytest,mark.skip,64,1
dataverse,python,openpyxl,Integer,64,1
dataverse,python,pandas,makeTimeSeries,64,1
zenodo,python,state,MUOx,63,1
dataverse,python,otree,db.models.CurrencyField,63,1
dataverse,stata,inequal7,inequal7,63,1
dataverse,r,expss,val_lab,62,1
dataverse,python,openpyxl,Bool,62,1
dataverse,python,openpyxl,Sequence,62,1
dataverse,python,tensorflow,tile,62,1
zenodo,python,otree,db.models.PositiveIntegerField,61,1
dataverse,python,numpy,promote_types,61,1
dataverse,python,pandas,makeTimeDataFrame,61,1
dataverse,python,pandas,is_scalar,60,1
dataverse,python,pandas,makeDataFrame,60,1
zenodo,python,auxiliary,check_is_string,59,1
dataverse,r,expss,num_lab,59,1
dataverse,python,openpyxl,Alias,59,1
dataverse,python,pandas,RangeIndex,59,1
zenodo,r,staggered,staggered_cs,58,1
zenodo,python,auxiliary,time_string,58,1
zenodo,r,qs2,qs_save,58,1
zenodo,python,six,string_types,58,1
dataverse,python,scikit-learn,assert_almost_equal,58,1
dataverse,stata,conindex,conindex,58,1
zenodo,python,nltk,python_2_unicode_compatible,57,1
dataverse,python,openpyxl,String,57,1
dataverse,python,pandas,register_option,57,1
dataverse,python,pandas,SubclassedDataFrame,57,1
zenodo,python,otree,db.models.FloatField,56,1
dataverse,python,numpy,math.factorial,56,1
zenodo,python,networkx,MultiGraph,55,1
zenodo,python,state,update,55,1
dataverse,python,bokeh,TextInput,55,1
dataverse,python,detectron2,Boxes,54,1
dataverse,python,pandas,is_integer_dtype,54,1
dataverse,python,tensorly,dot,54,1
dataverse,python,utils,getContent,54,1
zenodo,python,otree,db.models.StringField,53,1
dataverse,python,openpyxl,ExtensionList,53,1
dataverse,python,pandas,pandas_dtype,53,1
zenodo,r,car,recode,52,1
dataverse,python,pandas,DatetimeArray,52,1
dataverse,python,pandas,makeCustomDataframe,52,1
dataverse,python,tensorflow,gfile.GFile,52,1
zenodo,python,simulations,MonteCarlo,51,1
zenodo,python,simulations,data_generator,51,1
dataverse,python,detectron2,ShapeSpec,51,1
dataverse,python,pandas,IntervalIndex,51,1
dataverse,python,scikit-learn,assert_allclose,51,1
dataverse,r,estimatr,extract.iv_robust,51,1
dataverse,python,numpy,datetime_as_string,50,1
dataverse,python,pandas,take_nd,50,1
dataverse,r,MKinfer,boot.t.test,50,1
dataverse,r,tibble,as_data_frame,50,1
zenodo,r,data.table,is.data.table,49,1
dataverse,python,numpy,rec.array,49,1
dataverse,python,pandas,ArrayLike,49,1
dataverse,python,pandas,is_bool_dtype,49,1
dataverse,python,object-detection,standard_fields,49,1
zenodo,python,definitions,Omega,48,1
zenodo,python,tensorflow,reduce_mean,48,1
zenodo,python,CherryPy,log,48,1
zenodo,stata,regaxis,regaxis,48,1
dataverse,python,torch,functional,48,1
dataverse,python,numpy,putmask,48,1
dataverse,python,numpy,assert_warns,48,1
dataverse,python,pandas,is_object_dtype,48,1
dataverse,python,pandas,equalContents,48,1
dataverse,python,tensorflow,train.Example,48,1
dataverse,python,pandas,ABCSeries,47,1
dataverse,python,pandas,Float64Index,47,1
dataverse,python,scipy,issparse,47,1
dataverse,python,pandas,convert_rows_list_to_csv_str,47,1
zenodo,python,auxiliary,get_memory_usage,46,1
dataverse,r,Hmisc,wtd.table,46,1
dataverse,python,matplotlib,Triangulation,46,1
dataverse,python,pandas,TimedeltaArray,46,1
dataverse,python,tensorflow,train.Features,46,1
dataverse,python,tensorflow,where,46,1
zenodo,python,state,MLOx,45,1
zenodo,python,state,TOCx,45,1
dataverse,python,detectron2,CfgNode,45,1
dataverse,stata,timestamp,timestamp,45,1
dataverse,python,pandas,is_categorical_dtype,45,1
dataverse,python,tensorly,set_backend,45,1
dataverse,python,detectron2,PathManager,44,1
dataverse,stata,stpm2_standsurv,stpm2_standsurv,44,1
dataverse,python,matplotlib,image_comparison,44,1
dataverse,python,pandas,is_extension_array_dtype,44,1
dataverse,python,pandas,ExtensionArray,44,1
dataverse,python,numpy,may_share_memory,43,1
dataverse,python,numpy,shares_memory,43,1
dataverse,python,pandas,isin,43,1
dataverse,python,tensorflow,cond,43,1
dataverse,python,tensorflow,rank,43,1
dataverse,r,collapse,roworder,43,1
zenodo,python,definitions,gr_tfp,42,1
zenodo,python,definitions,gr_lab,42,1
dataverse,python,bokeh,Select,42,1
dataverse,r,yarrr,piratepal,42,1
dataverse,python,matplotlib,same_color,42,1
dataverse,python,pandas,get_option,42,1
dataverse,python,pandas,round_trip_pickle,42,1
dataverse,python,google-api-python-client,text_format,42,1
dataverse,python,tensorflow,greater,42,1
dataverse,r,data.table,fcase,41,1
zenodo,r,recipes,update_role,40,1
zenodo,python,definitions,sigma,40,1
dataverse,r,estimatr,lh_robust,40,1
dataverse,r,signs,signs,40,1
dataverse,python,pandas,is_float_dtype,40,1
dataverse,python,pyarrow,array,40,1
dataverse,python,scikit-learn,assert_raises,40,1
dataverse,python,object-detection,ops,40,1
dataverse,python,cudf,concat,40,1
dataverse,r,sciplot,se,40,1
dataverse,stata,synth,Synth,40,1
dataverse,python,tidypolars4sci,str_replace_all,39,1
dataverse,stata,movestay,movestay,39,1
dataverse,python,SCons,Warnings.warn,39,1
dataverse,python,matplotlib,cbook,39,1
dataverse,python,pandas,is_dtype_equal,39,1
dataverse,python,scipy,affine_transform,39,1
dataverse,r,qwraps2,mean_sd,39,1
dataverse,python,quantecon,tauchen,39,1
zenodo,python,bld,project_paths_join,38,1
zenodo,python,torch,linalg.norm,38,1
dataverse,stata,radiusmatch,radiusmatch,38,1
dataverse,python,detectron2,LazyCall,38,1
dataverse,r,data.table,between,38,1
dataverse,python,numpy,nextafter,38,1
dataverse,python,pandas,pprint_thing,38,1
dataverse,python,pandas,DatetimeTZDtype,38,1
dataverse,python,scikit-learn,assert_raise_message,38,1
zenodo,python,nltk,Tree,37,1
dataverse,r,meta,metacor,37,1
dataverse,stata,wtp,wtp,37,1
dataverse,python,numpy,indices,37,1
dataverse,python,numpy,bool_,37,1
dataverse,python,regex,finditer,37,1
dataverse,stata,rdpower,rdpower,37,1
dataverse,python,mock,patch.object,37,1
dataverse,python,trans,trans,37,1
zenodo,python,functions,linint3_noextrap,36,1
zenodo,python,tensorflow,concat,36,1
dataverse,python,SCons,Builder.Builder,36,1
dataverse,python,pandas,ExtensionDtype,36,1
dataverse,python,pandas,doc,36,1
dataverse,python,pandas,is_timedelta64_dtype,36,1
zenodo,r,did,aggte,35,1
zenodo,python,auxiliary,check_is_positive,35,1
zenodo,r,data.table,merge.data.table,35,1
dataverse,python,torch,jit.script,35,1
dataverse,python,openpyxl,NoneSet,35,1
dataverse,python,pandas,iNaT,35,1
dataverse,python,pandas,DtypeObj,35,1
dataverse,python,scipy,moment,35,1
dataverse,python,tensorly,mean,35,1
dataverse,stata,spmon,spmon,35,1
zenodo,python,parameters,policy,34,1
zenodo,python,definitions,Theta,34,1
dataverse,python,bokeh,Div,34,1
dataverse,python,numpy,uint64,34,1
dataverse,python,pandas,Dtype,34,1
dataverse,python,scikit-learn,assert_warns_message,34,1
dataverse,python,tensorflow,to_int32,34,1
dataverse,python,tensorflow,get_collection,34,1
dataverse,python,tensorly,sum,34,1
zenodo,stata,mads,mads,33,1
zenodo,python,auxiliary,check_is_integer,33,1
zenodo,r,data.table,setorder,33,1
dataverse,python,SCons,Errors.InternalError,33,1
dataverse,python,pytest,mark.style,33,1
dataverse,python,openpyxl,Set,33,1
dataverse,python,pandas,is_datetime64tz_dtype,33,1
dataverse,python,pandas,import_optional_dependency,33,1
dataverse,python,scikit-learn,datasets,33,1
dataverse,python,scikit-learn,assert_warns,33,1
dataverse,python,tensorflow,gfile.Open,33,1
dataverse,r,testthat,expect_true,33,1
zenodo,stata,tidy,gather,32,1
zenodo,python,networkx,draw_networkx_edges,32,1
zenodo,python,core,ReverseCrossFittingEstimator,32,1
dataverse,python,jax,ones,32,1
dataverse,r,bigstatsr,FBM,32,1
dataverse,python,matplotlib,ticker.MultipleLocator,32,1
dataverse,python,pandas,PeriodArray,32,1
dataverse,python,pandas,ABCDataFrame,32,1
dataverse,python,scipy,Delaunay,32,1
dataverse,python,scipy,somersd,32,1
dataverse,python,tensorly,norm,32,1
dataverse,stata,reghdfe,reghdfe5,32,1
dataverse,python,tidypolars4sci,case_when,31,1
dataverse,python,config,directories,31,1
dataverse,python,pytest,mark.backend,31,1
dataverse,python,numpy,array2string,31,1
dataverse,python,pandas,is_numeric_dtype,31,1
dataverse,python,pandas,assert_dict_equal,31,1
dataverse,python,pandas,is_datetime64_dtype,31,1
dataverse,python,scikit-learn,NotFittedError,31,1
dataverse,r,testthat,expect_false,31,1
zenodo,python,numpy,math.factorial,30,1
zenodo,python,definitions,MATplus,30,1
zenodo,python,nose,SkipTest,30,1
dataverse,python,pandas,cache_readonly,30,1
dataverse,python,pandas,offsets,30,1
dataverse,python,scipy,brunnermunzel,30,1
dataverse,python,tensorflow,get_default_graph,30,1
dataverse,python,google-api-python-client,descriptor,30,1
dataverse,python,google-api-python-client,message,30,1
dataverse,python,google-api-python-client,reflection,30,1
dataverse,python,google-api-python-client,symbol_database,30,1
dataverse,stata,firthfit,firthfit,30,1
dataverse,stata,summtab,summtab,30,1
zenodo,python,tensorflow,reshape,29,1
zenodo,python,jax,PRNGKey,29,1
dataverse,python,detectron2,configurable,29,1
dataverse,python,matplotlib,is_interactive,29,1
dataverse,python,numpy,minimum.reduce,29,1
dataverse,python,numpy,poly,29,1
dataverse,python,pandas,extract_array,29,1
dataverse,python,scipy,geometric_transform,29,1
dataverse,python,tensorflow,slice,29,1
dataverse,python,tensorflow,train.create_global_step,29,1
dataverse,python,cupy,asnumpy,29,1
dataverse,python,Markov,Stationary,29,1
zenodo,python,tensorflow,zeros_like,28,1
zenodo,r,collapse,funique,28,1
zenodo,r,groundhog,meta.groundhog,28,1
zenodo,python,jax,split,28,1
dataverse,stata,randomselect,randomselect,28,1
dataverse,python,polars,col,28,1
dataverse,python,numpy,int16,28,1
dataverse,python,numpy,complex64,28,1
dataverse,python,pandas,PeriodDtype,28,1
dataverse,python,pandas,PerformanceWarning,28,1
dataverse,stata,laplacereg,laplacereg,28,1
dataverse,python,object-detection,test_case,28,1
dataverse,python,object-detection,shape_utils,28,1
dataverse,python,tensorflow,greater_equal,28,1
dataverse,python,tensorflow,VarLenFeature,28,1
dataverse,r,coin,pvalue,28,1
dataverse,r,raster,values,28,1
zenodo,stata,marktouse,marktouse,27,1
zenodo,python,auxiliary,check_is_flag,27,1
zenodo,stata,utest,utest,27,1
dataverse,r,benchmarkme,get_sys_details,27,1
dataverse,python,detectron2,BoxMode,27,1
dataverse,python,SCons,Util.splitext,27,1
dataverse,stata,margeff,margeff,27,1
dataverse,python,numpy,uint32,27,1
dataverse,python,pandas,needs_i8_conversion,27,1
dataverse,python,pandas,is_string_dtype,27,1
dataverse,stata,paramed,paramed,27,1
dataverse,python,ek,compute_hat_equ_carbon,27,1
dataverse,python,object-detection,box_list,27,1
dataverse,python,tensorflow,global_variables,27,1
dataverse,r,collapse,funique,27,1
zenodo,python,jax,debug.print,26,1
zenodo,python,state,MLFx,26,1
zenodo,r,DBI,dbSendQuery,26,1
zenodo,r,DBI,dbFetch,26,1
zenodo,r,DBI,dbClearResult,26,1
