ecosystem,package,version,version_source,n_deposits
cran,ggstance,0.3.6,renv_lock,2
cran,ggstance,0.3.7,renv_lock,2
cran,ggstance,0.3.5,renv_lock,1
cran,ggstats,0.6.0,renv_lock,2
cran,ggstats,0.8.0,description,1
cran,ggstats,0.5.1,renv_lock,1
cran,ggstats,0.8.0,renv_lock,1
cran,ggtext,0.1.2,renv_lock,6
cran,ggtext,0.1.1,renv_lock,1
cran,ggthemes,4.2.4,renv_lock,9
cran,ggthemes,5.1.0,renv_lock,7
cran,ggthemes,4.2.4,description,5
cran,ggthemes,4.2.0,description,3
cran,ggthemes,5.2.0,renv_lock,2
cran,ggthemes,5.1.0,description,1
cran,ggthemes,3.5.0,description,1
cran,gh,1.4.1,renv_lock,4
cran,gh,1.4.1,description,3
cran,gh,1.5.0,renv_lock,2
cran,gh,1.3.0,description,2
cran,gh,1.4.0,renv_lock,2
cran,gh,1.5.0,description,1
cran,gh,1.4.1,install,1
cran,gh,1.3.0,renv_lock,1
cran,git2r,0.33.0,description,1
cran,gitcreds,0.1.2,renv_lock,8
cran,gitcreds,0.1.2,description,4
cran,gitcreds,0.1.1,description,2
cran,gitcreds,0.1.1,renv_lock,1
cran,gitcreds,0.1.2,install,1
cran,gld,2.6.8,renv_lock,3
cran,gld,2.6.6,renv_lock,2
cran,gld,2.6.7,renv_lock,1
cran,glm.predict,4.2-0,renv_lock,1
cran,glm.predict,4.2-0,description,1
cran,glmmTMB,0.2.3,renv_lock,2
cran,glmnet,4.1-8,renv_lock,10
cran,glmnet,4.1-10,renv_lock,7
cran,glmnet,4.1-8,description,5
cran,glmnet,4.1-3,renv_lock,2
cran,glmnet,4.1-1,description,2
cran,glmnet,4.1-7,renv_lock,2
cran,glmnet,4.1-3,description,1
cran,glmnet,4.1-1,renv_lock,1
cran,glmnet,2.0-18,install,1
cran,glmnet,4.1-10,install,1
cran,glmnet,4.1-9,description,1
cran,globals,0.16.3,renv_lock,11
cran,globals,0.18.0,renv_lock,8
cran,globals,0.16.2,renv_lock,8
cran,globals,0.19.1,renv_lock,6
cran,globals,0.19.0,renv_lock,4
cran,globals,0.14.0,renv_lock,3
cran,globals,0.16.1,renv_lock,2
cran,globals,0.15.0,renv_lock,2
cran,globals,0.16.3,description,2
cran,globals,0.17.0,renv_lock,2
cran,globals,0.18.0,description,1
cran,globals,0.14.0,description,1
cran,globals,0.15.0,description,1
cran,globals,0.16.2,description,1
cran,globals,0.19.1,description,1
cran,glue,1.8.0,renv_lock,62
cran,glue,1.6.2,renv_lock,36
cran,glue,1.7.0,renv_lock,24
cran,glue,1.6.2,description,13
cran,glue,1.8.0,description,7
cran,glue,1.4.2,renv_lock,7
cran,glue,1.7.0,description,6
cran,glue,1.8.1,renv_lock,3
cran,glue,1.2.0,description,3
cran,glue,1.3.1,renv_lock,2
cran,glue,1.6.0,renv_lock,2
cran,glue,1.4.2,install,1
cran,glue,1.5.0,renv_lock,1
cran,glue,1.4.1,description,1
cran,glue,1.4.2,description,1
cran,glue,1.3.1,description,1
cran,glue,1.6.0,description,1
cran,glue,1.4.0,description,1
cran,glue,1.7.0,install,1
cran,gmodels,2.18.1,description,3
cran,gmp,0.7-5,renv_lock,2
cran,gmp,0.7-4,description,1
cran,gmp,0.6-2,renv_lock,1
cran,gmp,0.7-5,description,1
cran,gmp,0.7-3,description,1
cran,gmp,0.7-5.1,renv_lock,1
cran,gmp,0.7-2,description,1
cran,gnm,1.1-5,renv_lock,1
cran,goftest,1.2-2,renv_lock,2
cran,goftest,1.2-3,renv_lock,2
cran,googlePolylines,0.7.2,description,1
cran,googledrive,2.1.1,renv_lock,45
cran,googledrive,2.1.2,renv_lock,19
cran,googledrive,2.0.0,renv_lock,12
cran,googledrive,2.0.0,description,5
cran,googledrive,2.1.1,description,5
cran,googledrive,2.1.0,renv_lock,4
cran,googledrive,1.0.1,renv_lock,2
cran,googledrive,2.1.2,description,2
cran,googlesheets4,1.1.1,renv_lock,45
cran,googlesheets4,1.1.2,renv_lock,19
cran,googlesheets4,1.0.0,renv_lock,10
cran,googlesheets4,1.1.1,description,5
cran,googlesheets4,1.1.0,renv_lock,4
cran,googlesheets4,1.0.1,description,3
cran,googlesheets4,1.0.0,description,2
cran,googlesheets4,1.0.1,renv_lock,2
cran,googlesheets4,0.3.0,renv_lock,2
cran,googlesheets4,1.1.2,description,2
cran,gower,1.0.2,renv_lock,6
cran,gower,1.0.1,renv_lock,5
cran,gower,0.2.2,renv_lock,2
cran,gower,1.0.2,description,2
cran,gower,1.0.1,description,2
cran,gower,1.0.0,description,1
cran,gower,1.0.0,renv_lock,1
cran,gower,0.2.2,description,1
cran,gplots,3.2.0,renv_lock,3
cran,gplots,3.1.3,renv_lock,2
cran,gplots,3.1.3.1,renv_lock,1
cran,gplots,3.1.3,description,1
cran,gplots,3.2.0,description,1
cran,grDevices,4.1.1,description,1
cran,graphics,4.1.1,description,1
cran,graphlayouts,1.1.1,renv_lock,1
cran,grateful,0.2.10,renv_lock,1
cran,grateful,0.2.10,description,1
cran,gratia,0.2-8,renv_lock,1
cran,gretlR,0.1.4,renv_lock,1
cran,grf,2.4.0,renv_lock,1
cran,grf,2.5.0,description,1
cran,grf,2.3.1,install,1
cran,grf,2.5.0,renv_lock,1
cran,grf,2.0.2,renv_lock,1
cran,grf,1.2.0,renv_lock,1
cran,grf,2.3.2,install,1
cran,grid,4.1.1,description,1
cran,gridExtra,2.3,renv_lock,78
cran,gridExtra,2.3,description,20
cran,gridExtra,2.2.1,description,2
cran,gridExtra,2.3,install,2
cran,gridExtra,0.9.1,description,1
cran,gridGraphics,0.5-1,renv_lock,6
cran,gridSVG,1.7-5,description,1
cran,gridpattern,1.3.1,renv_lock,3
cran,gridtext,0.1.5,renv_lock,6
cran,gridtext,0.1.4,renv_lock,1
cran,gss,2.2-10,renv_lock,1
cran,gstat,2.0-8,renv_lock,1
cran,gstat,2.0-5,description,1
cran,gstat,2.0-8,description,1
cran,gsubfn,0.7,renv_lock,1
cran,gsynth,1.2.1,renv_lock,1
cran,gsynth,1.1.7,description,1
cran,gsynth,1.0.2,install,1
cran,gsynth,1.0,description,1
cran,gsynth,1.0.9,description,1
cran,gt,1.0.0,renv_lock,3
cran,gt,0.9.0,renv_lock,3
cran,gt,1.3.0,renv_lock,2
cran,gt,0.8.0,description,2
cran,gt,0.3.1,renv_lock,1
cran,gt,1.1.0,renv_lock,1
cran,gt,0.11.0,renv_lock,1
cran,gt,0.2.0.5,description,1
cran,gt,0.10.1,install,1
cran,gt,0.11.1,description,1
cran,gt,0.10.0,renv_lock,1
cran,gt,0.11.0,install,1
cran,gtable,0.3.6,renv_lock,65
cran,gtable,0.3.0,renv_lock,19
cran,gtable,0.3.4,renv_lock,18
cran,gtable,0.3.5,renv_lock,16
cran,gtable,0.3.3,renv_lock,8
cran,gtable,0.3.4,description,8
cran,gtable,0.3.0,description,8
cran,gtable,0.3.6,description,6
cran,gtable,0.2.0,description,4
cran,gtable,0.3.1,renv_lock,4
cran,gtable,0.3.1,description,3
cran,gtable,0.3.5,description,2
cran,gtable,0.3.6,install,1
cran,gtable,0.3.3,description,1
cran,gtools,3.9.5,renv_lock,17
cran,gtools,3.9.4,renv_lock,8
cran,gtools,3.9.4,description,4
cran,gtools,3.8.2,renv_lock,2
cran,gtools,3.9.2,renv_lock,2
cran,gtools,3.9.3,renv_lock,2
cran,gtools,3.8.2,description,2
cran,gtools,3.9.5,description,1
cran,gtools,3.9.2,description,1
cran,gtools,3.8.1,description,1
cran,gtsummary,2.2.0,renv_lock,1
cran,gtsummary,1.7.2,renv_lock,1
cran,gtsummary,2.5.0,renv_lock,1
cran,gtsummary,1.7.2,install,1
cran,gurobi,12.0-2,renv_lock,1
cran,h2o,3.40.0.4,renv_lock,1
cran,halloween,1.0.0,description,50
cran,hapr,0.0.0.9000,description,1
cran,hardhat,1.4.2,renv_lock,4
cran,hardhat,1.4.0,renv_lock,3
cran,hardhat,1.2.0,renv_lock,2
cran,hardhat,1.3.0,renv_lock,2
cran,hardhat,1.4.2,description,2
cran,hardhat,0.2.0,description,1
cran,hardhat,1.4.3,renv_lock,1
cran,hardhat,0.1.6,description,1
cran,hardhat,1.3.0,description,1
cran,hardhat,0.1.6,renv_lock,1
cran,hardhat,1.4.1,description,1
cran,hash,2.2.6.3,renv_lock,1
cran,haven,2.5.4,renv_lock,42
cran,haven,2.5.5,renv_lock,28
cran,haven,2.5.3,renv_lock,11
cran,haven,2.4.3,renv_lock,7
cran,haven,2.5.4,description,6
cran,haven,2.5.0,renv_lock,5
cran,haven,2.5.5,description,4
cran,haven,2.5.2,renv_lock,4
cran,haven,2.4.3,description,4
cran,haven,2.3.1,renv_lock,3
cran,haven,2.5.4,install,3
cran,haven,2.5.1,description,2
cran,haven,2.5.3,description,2
cran,haven,2.4.1,renv_lock,2
cran,haven,2.5.1,renv_lock,2
cran,haven,2.3.1,description,2
cran,haven,2.2.0,renv_lock,1
cran,haven,1.1.0,install,1
cran,haven,2.2.0,description,1
cran,haven,2.5.2,description,1
cran,haven,2.5.3,install,1
cran,haven,2.3.0,install,1
cran,haven,2.5.1,install,1
cran,haven,1.1.1,description,1
cran,haven,2.4.2,renv_lock,1
cran,haven,2.5.0,description,1
cran,haven,2.1.0,install,1
cran,haven,2.1.1,renv_lock,1
cran,hbal,f9c21e858df8347bf25c7dc48cab534340b90805,install,1
cran,hbamr,1.0.1,description,1
cran,hdm,0.3.2,renv_lock,2
cran,here,1.0.1,renv_lock,32
cran,here,1.0.2,renv_lock,8
cran,here,0.1,renv_lock,2
cran,here,1.0.1,description,1
cran,hexbin,1.28.5,description,1
cran,hexbin,1.28.4,renv_lock,1
cran,hexbin,1.28.2,description,1
cran,highr,0.11,renv_lock,63
cran,highr,0.10,renv_lock,27
cran,highr,0.9,renv_lock,16
cran,highr,0.10,description,9
cran,highr,0.11,description,9
cran,highr,0.12,renv_lock,6
cran,highr,0.8,renv_lock,5
cran,highr,0.8,description,3
cran,highr,0.9,description,3
cran,highr,0.6,description,2
cran,highr,0.12,description,1
cran,highr,0.11,install,1
cran,highs,1.10.0-3,renv_lock,1
cran,hipread,0.2.4,renv_lock,1
cran,hlc,0.1.0,description,1
cran,hms,1.1.3,renv_lock,75
cran,hms,1.1.4,renv_lock,25
cran,hms,1.1.3,description,11
cran,hms,1.1.1,renv_lock,9
cran,hms,1.1.2,renv_lock,5
cran,hms,1.1.0,renv_lock,5
cran,hms,1.1.2,description,4
cran,hms,0.5.3,renv_lock,3
cran,hms,1.1.0,description,2
cran,hms,1.1.1,description,2
cran,hms,1.1.4,description,2
cran,hms,0.5.3,description,2
cran,hms,1.0.0,description,1
cran,hms,1.0.0,renv_lock,1
cran,hms,1.1.3,install,1
cran,hms,0.5.1,renv_lock,1
cran,hms,0.4.2,description,1
cran,hot.deck,1.2,renv_lock,2
cran,hot.deck,1.2,description,1
cran,housingData,0.3.0,renv_lock,1
cran,hrbrthemes,0.8.7,renv_lock,2
cran,hrbrthemes,0.8.0,description,1
cran,htmlTable,2.4.3,renv_lock,10
cran,htmlTable,2.4.1,renv_lock,5
cran,htmlTable,2.4.1,description,3
cran,htmlTable,2.4.2,renv_lock,3
cran,htmlTable,2.0.1,renv_lock,2
cran,htmlTable,2.4.0,description,1
cran,htmlTable,2.2.1,renv_lock,1
cran,htmlTable,1.12,description,1
cran,htmlTable,2.2.1,description,1
cran,htmlTable,2.5.0,renv_lock,1
cran,htmlTable,2.1.0,description,1
cran,htmlTable,2.4.2,description,1
cran,htmlTable,2.4.0,renv_lock,1
cran,htmlTable,2.4.3,description,1
cran,htmltools,0.5.8.1,renv_lock,49
cran,htmltools,0.5.9,renv_lock,20
cran,htmltools,0.5.2,renv_lock,8
cran,htmltools,0.5.5,renv_lock,8
cran,htmltools,0.5.6,renv_lock,7
cran,htmltools,0.5.8.1,description,6
cran,htmltools,0.5.4,description,5
cran,htmltools,0.5.4,renv_lock,5
cran,htmltools,0.5.1.1,renv_lock,4
cran,htmltools,0.5.7,renv_lock,4
cran,htmltools,0.5.3,renv_lock,3
cran,htmltools,0.5.2,description,3
cran,htmltools,0.5.7,description,3
cran,htmltools,0.5.8,renv_lock,3
cran,htmltools,0.3.6,renv_lock,2
cran,htmltools,0.5.9,description,2
cran,htmltools,0.5.6.1,description,2
cran,htmltools,0.5.0,renv_lock,2
cran,htmltools,0.5.6.1,renv_lock,2
cran,htmltools,0.4.0,description,1
cran,htmltools,0.5.0,description,1
cran,htmltools,0.5.8.1,install,1
cran,htmltools,0.5.6,description,1
cran,htmltools,0.5.1.1,description,1
cran,htmltools,0.3.6,description,1
cran,htmlwidgets,1.6.4,renv_lock,36
cran,htmlwidgets,1.6.2,renv_lock,9
cran,htmlwidgets,1.5.4,renv_lock,5
cran,htmlwidgets,1.6.4,description,5
cran,htmlwidgets,1.5.3,renv_lock,3
cran,htmlwidgets,1.6.2,description,3
cran,htmlwidgets,1.5.1,renv_lock,2
cran,htmlwidgets,1.5.3,description,2
cran,htmlwidgets,1.5.4,description,2
cran,htmlwidgets,1.6.4,install,1
cran,htmlwidgets,1.3,renv_lock,1
cran,htmlwidgets,1.6.1,description,1
cran,htmlwidgets,1.5.1,description,1
cran,htmlwidgets,1.2,description,1
cran,htmlwidgets,1.6.1,renv_lock,1
cran,httpcode,0.3.0,description,2
cran,httpcode,0.3.0,renv_lock,1
cran,httpgd,2.0.2,renv_lock,1
cran,httpgd,2.0.2,description,1
cran,httpuv,1.6.16,renv_lock,9
cran,httpuv,1.6.15,renv_lock,7
cran,httpuv,1.6.15,description,3
cran,httpuv,1.6.6,renv_lock,2
cran,httpuv,1.6.17,renv_lock,2
cran,httpuv,1.6.9,renv_lock,2
cran,httpuv,1.6.11,renv_lock,2
cran,httpuv,1.5.2,renv_lock,2
cran,httpuv,1.6.12,install,1
cran,httpuv,1.6.5,description,1
cran,httpuv,1.6.14,renv_lock,1
cran,httpuv,1.6.14,description,1
cran,httpuv,1.6.13,renv_lock,1
cran,httpuv,1.6.3,renv_lock,1
cran,httpuv,1.6.16,description,1
cran,httpuv,1.6.12,renv_lock,1
cran,httpuv,1.5.5,renv_lock,1
cran,httpuv,1.5.2,description,1
cran,httpuv,1.6.11,description,1
cran,httpuv,1.6.15,install,1
cran,httr,1.4.7,renv_lock,72
cran,httr,1.4.2,renv_lock,12
cran,httr,1.4.7,description,12
cran,httr,1.4.8,renv_lock,10
cran,httr,1.4.6,renv_lock,5
cran,httr,1.4.2,description,4
cran,httr,1.4.4,renv_lock,3
cran,httr,1.4.3,renv_lock,3
cran,httr,1.4.1,renv_lock,2
cran,httr,1.4.4,description,2
cran,httr,1.4.5,renv_lock,1
cran,httr,1.4.1,description,1
cran,httr,1.4.5,description,1
cran,httr,1.4.7,install,1
cran,httr,1.4.8,description,1
cran,httr2,1.1.0,description,2
cran,httr2,1.2.2,renv_lock,2
cran,httr2,1.1.2,renv_lock,2
cran,httr2,1.0.3,renv_lock,1
cran,httr2,1.2.2,description,1
cran,httr2,0.2.3,renv_lock,1
cran,httr2,1.0.2,description,1
cran,httr2,1.1.0,install,1
cran,httr2,1.0.1,renv_lock,1
cran,httr2,1.1.0,renv_lock,1
cran,httr2,1.0.7,description,1
cran,httr2,0.2.2,renv_lock,1
cran,humaniformat,0.6.0,renv_lock,2
cran,hunspell,3.0.1,renv_lock,1
cran,hunspell,3.0.6,renv_lock,1
cran,hutils,2.0.0,renv_lock,1
cran,huxtable,5.5.2,renv_lock,2
cran,huxtable,5.5.3,description,1
cran,huxtable,5.4.0,renv_lock,1
cran,huxtable,5.5.2,description,1
cran,hypergeo,1.2-14,renv_lock,1
cran,icpsrdata,0.6.1,description,1
cran,icpsrdata,0.6.1,renv_lock,1
cran,idealstan,0.99,renv_lock,1
cran,ids,1.0.1,renv_lock,81
cran,ids,1.0.1,description,11
cran,igoR,0.1.5,description,1
cran,igraph,2.0.3,renv_lock,8
cran,igraph,2.1.4,renv_lock,7
cran,igraph,1.5.1,renv_lock,1
cran,igraph,2.3.3,renv_lock,1
cran,igraph,2.2.1,renv_lock,1
cran,igraph,2.3.0,renv_lock,1
cran,igraph,1.3.4,description,1
cran,igraph,1.4.0,renv_lock,1
cran,igraph,2.1.2,description,1
cran,igraph,1.2.6,install,1
cran,igraph,1.5.0.1,renv_lock,1
cran,igraph,1.3.4,renv_lock,1
cran,igraph,1.2.8,renv_lock,1
cran,igraph,1.6.0,renv_lock,1
cran,iml,0.11.3,renv_lock,1
cran,iml,0.11.3,description,1
cran,imputeTS,3.3,renv_lock,1
cran,ineq,0.2-13,description,1
cran,ineq,0.2-13,renv_lock,1
cran,infdisauction,2025.07.15,description,1
cran,infer,1.0.7,description,1
cran,infer,1.0.7,renv_lock,1
cran,infer,1.0.0,renv_lock,1
cran,infer,1.0.0,description,1
cran,ini,0.3.1,renv_lock,9
cran,ini,0.3.1,description,5
cran,ini,0.3.1,install,1
cran,inline,0.3.19,renv_lock,9
cran,inline,0.3.21,renv_lock,6
cran,inline,0.3.19,description,2
cran,insight,1.4.6,renv_lock,5
cran,insight,1.3.0,renv_lock,4
cran,insight,1.4.2,renv_lock,3
cran,insight,0.19.10,renv_lock,3
cran,insight,0.20.4,renv_lock,3
cran,insight,1.3.1,renv_lock,3
cran,insight,1.4.4,renv_lock,3
cran,insight,1.2.0,renv_lock,3
cran,insight,0.5.0,renv_lock,2
cran,insight,0.19.6,description,2
cran,insight,0.20.1,renv_lock,2
cran,insight,0.20.2,renv_lock,2
cran,insight,1.4.5,renv_lock,1
cran,insight,0.19.3,renv_lock,1
cran,insight,1.0.2,renv_lock,1
cran,insight,0.15.0,renv_lock,1
cran,insight,0.20.5,renv_lock,1
cran,insight,0.19.8,renv_lock,1
cran,insight,0.14.5,renv_lock,1
cran,insight,0.20.3,renv_lock,1
cran,insight,0.19.7,renv_lock,1
cran,insight,1.1.0,renv_lock,1
cran,insight,0.18.8,renv_lock,1
cran,insight,0.19.2,renv_lock,1
cran,insight,1.5.2,renv_lock,1
cran,insight,0.18.8,description,1
cran,insight,0.19.5,renv_lock,1
cran,insight,0.19.6,renv_lock,1
cran,insight,0.20.5,description,1
cran,insight,0.19.8,description,1
cran,insight,1.0.1,renv_lock,1
cran,insight,0.19.0,renv_lock,1
cran,insight,1.0.1,description,1
cran,insight,0.19.0,description,1
cran,interactionTest,1.2,description,1
cran,interactions,1.2.0,renv_lock,1
cran,interactions,1.1.5,renv_lock,1
cran,interflex,1.2.6,renv_lock,4
cran,interflex,1.2.8,renv_lock,1
cran,interflex,1.1.4,description,1
cran,intergraph,2.0-2,renv_lock,1
cran,intergraph,2.0.2,install,1
cran,intergraph,2.0-2,description,1
cran,interp,1.1-3,renv_lock,2
cran,interp,1.1-3,description,2
cran,interp,1.0-33,description,1
cran,interp,1.1-6,renv_lock,1
cran,intervals,0.15.2,description,2
cran,intervals,0.15.2,renv_lock,1
cran,inum,1.0-5,renv_lock,1
cran,invalidpkg,1.0.0,description,1
cran,iotools,0.3-5,renv_lock,1
cran,ipfp,1.0.2,renv_lock,1
cran,ipred,0.9-15,renv_lock,7
cran,ipred,0.9-14,renv_lock,3
cran,ipred,0.9-15,description,3
cran,ipred,0.9-12,description,2
cran,ipred,0.9-13,renv_lock,2
cran,ipred,0.9-12,renv_lock,1
cran,ipred,0.9-14,description,1
cran,ipred,0.9-11,renv_lock,1
cran,ipumsr,0.8.2,renv_lock,1
cran,irr,0.84.1,renv_lock,2
cran,ismev,1.43,renv_lock,1
cran,isoband,0.2.7,renv_lock,85
cran,isoband,0.3.0,renv_lock,24
cran,isoband,0.2.7,description,16
cran,isoband,0.2.5,renv_lock,11
cran,isoband,0.2.4,renv_lock,5
cran,isoband,0.2.5,description,3
cran,isoband,0.3.0,description,2
cran,isoband,0.2.2,renv_lock,2
cran,isoband,0.2.2,description,1
cran,isoband,0.2.4,description,1
cran,isoband,0.2.7,install,1
cran,isoband,0.2.6,renv_lock,1
cran,isoband,0.2.3,description,1
cran,isoband,0.2.1,description,1
cran,iterators,1.0.14,renv_lock,44
cran,iterators,1.0.14,description,13
cran,iterators,1.0.13,renv_lock,4
cran,iterators,1.0.13,description,4
cran,iterators,1.0.14,install,3
cran,iterators,1.0.12,renv_lock,2
cran,iterators,1.0.12,description,1
cran,itertools,0.1-3,description,3
cran,itertools,0.1-3,renv_lock,1
cran,itsadug,2.3,renv_lock,2
cran,ivdesc,1.0.0,description,1
cran,ivpack,1.2,description,1
cran,ivreg,0.6-3,install,1
cran,ivreg,0.6-2,renv_lock,1
cran,ivreg,0.6-5,renv_lock,1
cran,ivreg,0.6-6,renv_lock,1
cran,jamie,1.0.0,description,39
cran,janeaustenr,1.0.0,renv_lock,5
cran,janeaustenr,1.0.0,description,2
cran,janeaustenr,0.1.5,renv_lock,1
cran,janitor,2.2.1,renv_lock,11
cran,janitor,2.2.0,renv_lock,11
cran,janitor,2.1.0,renv_lock,2
cran,janitor,2.2.0,description,1
cran,janitor,2.2.1,description,1
cran,jmvcore,2.6.3,renv_lock,1
cran,jmvcore,2.7.7,renv_lock,1
cran,jomo,2.7-6,renv_lock,7
cran,jpeg,0.1-10,renv_lock,9
cran,jpeg,0.1-11,renv_lock,4
cran,jpeg,0.1-8.1,description,3
cran,jpeg,0.1-8.1,renv_lock,3
cran,jpeg,0.1-9,description,2
cran,jpeg,0.1-10,description,2
cran,jpeg,0.1-9,renv_lock,2
cran,jqr,1.2.3,description,1
cran,jqr,1.1.0,description,1
cran,jquerylib,0.1.4,renv_lock,106
cran,jquerylib,0.1.4,description,19
cran,jquerylib,0.1.3,renv_lock,1
cran,jquerylib,0.1.4,install,1
cran,jsonify,1.2.2,renv_lock,8
cran,jsonify,1.2.3,renv_lock,3
cran,jsonify,1.2.2,description,1
cran,jsonify,1.1.1,description,1
cran,jsonlite,2.0.0,renv_lock,46
cran,jsonlite,1.8.8,renv_lock,22
cran,jsonlite,1.8.7,renv_lock,16
cran,jsonlite,1.7.2,renv_lock,9
cran,jsonlite,1.8.4,renv_lock,8
cran,jsonlite,1.8.9,renv_lock,8
cran,jsonlite,1.8.0,renv_lock,6
cran,jsonlite,1.8.4,description,5
cran,jsonlite,2.0.0,description,4
cran,jsonlite,1.8.8,description,4
cran,jsonlite,1.7.2,description,3
cran,jsonlite,1.8.9,description,3
cran,jsonlite,1.9.1,renv_lock,3
cran,jsonlite,1.8.7,description,3
cran,jsonlite,1.7.1,renv_lock,2
cran,jsonlite,1.6,renv_lock,2
cran,jsonlite,1.8.0,description,1
cran,jsonlite,1.9.0,renv_lock,1
cran,jsonlite,1.8.8,install,1
cran,jsonlite,1.7.2,install,1
cran,jsonlite,1.6.1,description,1
cran,jsonlite,1.7.0,description,1
cran,jsonvalidate,1.1.0,description,1
cran,jsonvalidate,1.3.2,description,1
cran,jtools,2.3.0,renv_lock,2
cran,jtools,2.1.4,renv_lock,1
cran,jtools,2.2.2,install,1
cran,jtools,2.3.1,renv_lock,1
cran,juicyjuice,0.1.0,renv_lock,11
cran,juicyjuice,0.1.0,description,3
cran,kSamples,1.2-10,renv_lock,1
cran,kableExtra,1.4.0,renv_lock,38
cran,kableExtra,1.3.4,renv_lock,14
cran,kableExtra,1.3.4,description,5
cran,kableExtra,1.3.4,install,3
cran,kableExtra,1.4.0,description,2
cran,kableExtra,1.4.1,renv_lock,1
cran,kableExtra,1.4.0,install,1
cran,kableExtra,1.3.2,install,1
cran,katex,1.4.0,description,1
cran,kernlab,0.9-33,renv_lock,5
cran,kernlab,0.9-32,renv_lock,2
cran,kernlab,0.9-33,description,1
cran,kernlab,0.9-32,description,1
cran,kevin,1.0.0,description,39
cran,keyATM,0.5.2,renv_lock,1
cran,kinship2,1.9.6.2,description,1
cran,kit,0.0.21,renv_lock,1
cran,klaR,1.7-3,description,1
cran,knitr,1.50,renv_lock,28
cran,knitr,1.51,renv_lock,18
cran,knitr,1.49,renv_lock,12
cran,knitr,1.48,renv_lock,10
cran,knitr,1.43,renv_lock,9
cran,knitr,1.45,renv_lock,8
cran,knitr,1.44,renv_lock,5
cran,knitr,1.39,renv_lock,5
cran,knitr,1.49,description,4
cran,knitr,1.45,description,3
cran,knitr,1.33,renv_lock,3
cran,knitr,1.42,renv_lock,3
cran,knitr,1.41,renv_lock,3
cran,knitr,1.37,renv_lock,3
cran,knitr,1.51,description,3
cran,knitr,1.50,description,2
cran,knitr,1.41,description,2
cran,knitr,1.36,renv_lock,2
cran,knitr,1.42,description,2
cran,knitr,1.44,description,2
cran,knitr,1.46,renv_lock,2
cran,knitr,1.29,renv_lock,2
cran,knitr,1.25,renv_lock,2
cran,knitr,1.15.1,description,1
cran,knitr,1.47,renv_lock,1
cran,knitr,1.48,description,1
cran,knitr,1.41,install,1
cran,knitr,1.29,description,1
cran,knitr,1.20,description,1
cran,knitr,1.48,install,1
cran,knitr,1.33,install,1
cran,knitr,1.34,description,1
cran,knitr,1.28,description,1
cran,knitr,1.37,description,1
cran,knitr,1.31,renv_lock,1
cran,knitr,1.49,install,1
cran,knitr,1.38,description,1
cran,knitr,1.40,renv_lock,1
cran,knitr,1.31,description,1
cran,ks,1.14.0,description,1
cran,ks,1.14.0,renv_lock,1
cran,ks,1.14.1,renv_lock,1
cran,kyotil,2024.1-30,renv_lock,1
cran,l1hbal,1.2.1,description,1
cran,label.switching,1.8,renv_lock,1
cran,labeling,0.4.3,renv_lock,94
cran,labeling,0.4.2,renv_lock,34
cran,labeling,0.4.3,description,13
cran,labeling,0.4.2,description,11
cran,labeling,0.3,description,7
cran,labeling,0.3,renv_lock,4
cran,labeling,0.4.3,install,1
cran,labelled,2.12.0,renv_lock,4
cran,labelled,2.13.0,renv_lock,4
cran,labelled,2.14.1,renv_lock,2
cran,labelled,2.14.0,renv_lock,2
cran,labelled,2.13.0,description,1
cran,labelled,2.14.1,description,1
cran,labelled,2.12.0,description,1
cran,labelled,2.9.0,renv_lock,1
cran,labelled,2.11.0,renv_lock,1
cran,labelled,2.16.0,renv_lock,1
cran,laeken,0.5.3,renv_lock,1
cran,laeken,0.5.2,renv_lock,1
cran,lambda.r,1.2.4,renv_lock,1
cran,languageserver,0.3.16,description,3
cran,languageserver,0.0.0.9000,description,3
cran,languageserver,0.3.16,renv_lock,2
cran,lars,1.3,renv_lock,1
cran,latentnet,2.10.5,install,1
cran,latentnet,2.7.1,description,1
cran,later,1.4.2,renv_lock,7
cran,later,1.3.2,renv_lock,6
cran,later,1.3.0,renv_lock,5
cran,later,1.3.0,description,3
cran,later,1.3.1,renv_lock,3
cran,later,1.3.2,description,2
cran,later,1.4.8,renv_lock,2
cran,later,0.8.0,renv_lock,2
cran,later,1.4.1,renv_lock,2
cran,later,1.4.4,renv_lock,2
cran,later,1.4.1,description,2
cran,later,1.4.5,renv_lock,2
cran,later,1.3.1,description,1
cran,later,1.0.0,description,1
cran,later,1.3.2,install,1
cran,later,1.1.0.1,renv_lock,1
cran,later,1.4.5,description,1
cran,latex2exp,0.9.6,renv_lock,4
cran,latex2exp,0.9.6,description,2
cran,latex2exp,0.9.8,renv_lock,2
cran,latex2exp,0.5.0,description,1
cran,latex2exp,0.9.4,renv_lock,1
cran,latex2exp,0.5.0,renv_lock,1
cran,latex2exp,0.9.6,install,1
cran,lattice,0.22-6,renv_lock,40
cran,lattice,0.22-7,renv_lock,27
cran,lattice,0.20-45,renv_lock,19
cran,lattice,0.21-8,renv_lock,15
cran,lattice,0.20-44,renv_lock,7
cran,lattice,0.21-9,renv_lock,6
cran,lattice,0.22-9,renv_lock,6
cran,lattice,0.20-45,description,3
cran,lattice,0.20-41,renv_lock,3
cran,lattice,0.22-5,renv_lock,3
cran,lattice,0.21-8,description,3
cran,lattice,0.22-7,description,2
cran,lattice,0.20-35,description,2
