ecosystem,package,version,version_source,n_deposits
cran,processx,3.4.4,renv_lock,2
cran,processx,3.5.3,renv_lock,2
cran,processx,3.7.0,renv_lock,2
cran,processx,3.5.2,description,2
cran,processx,3.4.3,description,1
cran,processx,3.4.5,description,1
cran,processx,3.4.2,description,1
cran,processx,3.8.4,install,1
cran,processx,3.4.5,renv_lock,1
cran,processx,3.8.4,description,1
cran,processx,3.9.0,renv_lock,1
cran,processx,3.5.3,description,1
cran,prodlim,2019.11.13,renv_lock,4
cran,prodlim,2025.04.28,renv_lock,4
cran,prodlim,2024.06.25,renv_lock,3
cran,prodlim,2024.06.25,description,2
cran,prodlim,2019.11.13,description,2
cran,prodlim,2023.03.31,renv_lock,1
cran,prodlim,2023.08.28,renv_lock,1
cran,prodlim,2023.08.28,description,1
cran,prodlim,2026.03.11,description,1
cran,prodlim,2026.03.11,renv_lock,1
cran,profileModel,0.6.1,description,1
cran,profmem,0.6.0,description,1
cran,profmem,0.6.0,renv_lock,1
cran,profmem,0.7.0,description,1
cran,profvis,0.3.8,renv_lock,4
cran,profvis,0.4.0,description,3
cran,profvis,0.4.0,renv_lock,3
cran,profvis,0.3.7,renv_lock,2
cran,profvis,0.3.6,description,1
cran,profvis,0.3.8,install,1
cran,profvis,0.3.8,description,1
cran,profvis,0.3.7,description,1
cran,progress,1.2.3,renv_lock,82
cran,progress,1.2.2,renv_lock,42
cran,progress,1.2.2,description,13
cran,progress,1.2.3,description,9
cran,progress,1.2.3,install,1
cran,progress,1.1.2,description,1
cran,progress,1.2.2,install,1
cran,progressr,0.18.0,renv_lock,4
cran,progressr,0.14.0,renv_lock,3
cran,progressr,0.15.1,renv_lock,3
cran,progressr,0.13.0,renv_lock,2
cran,progressr,0.15.1,description,2
cran,progressr,0.11.0,renv_lock,1
cran,progressr,0.9.0,description,1
cran,progressr,0.14.0,description,1
cran,progressr,0.9.0,renv_lock,1
cran,progressr,0.18.0,description,1
cran,progressr,0.10.0,description,1
cran,progresstest,1.0.0,description,3
cran,progresstestcpp,1.0.0,description,2
cran,projoint,1.0.6,renv_lock,1
cran,projpred,2.0.2,renv_lock,1
cran,promises,1.2.0.1,renv_lock,6
cran,promises,1.3.2,renv_lock,6
cran,promises,1.2.1,renv_lock,5
cran,promises,1.5.0,renv_lock,4
cran,promises,1.3.3,renv_lock,4
cran,promises,1.3.0,renv_lock,3
cran,promises,1.2.0.1,description,3
cran,promises,1.0.1,renv_lock,2
cran,promises,1.3.2,description,2
cran,promises,1.4.0,renv_lock,2
cran,promises,1.2.1,description,2
cran,promises,1.3.0,description,1
cran,promises,1.1.0,description,1
cran,promises,1.5.0,description,1
cran,promises,1.3.2,install,1
cran,proto,1.0.0,renv_lock,1
cran,protolite,2.2.0,description,1
cran,protolite,2.1,description,1
cran,proxy,0.4-27,renv_lock,35
cran,proxy,0.4-29,renv_lock,10
cran,proxy,0.4-27,description,7
cran,proxy,0.4-26,renv_lock,4
cran,proxy,0.4-26,description,2
cran,proxy,0.4-27,install,1
cran,proxy,0.4-23,description,1
cran,proxy,0.4-28,renv_lock,1
cran,proxyC,0.5.2,description,1
cran,proxyC,0.2.0,renv_lock,1
cran,ps,1.9.1,renv_lock,36
cran,ps,1.7.5,renv_lock,17
cran,ps,1.6.0,renv_lock,12
cran,ps,1.7.6,renv_lock,12
cran,ps,1.7.7,renv_lock,7
cran,ps,1.7.2,description,5
cran,ps,1.8.1,renv_lock,5
cran,ps,1.9.1,description,4
cran,ps,1.7.5,description,4
cran,ps,1.7.2,renv_lock,4
cran,ps,1.9.0,renv_lock,4
cran,ps,1.7.6,description,3
cran,ps,1.6.0,description,3
cran,ps,1.8.1,description,2
cran,ps,1.3.4,renv_lock,2
cran,ps,1.3.0,renv_lock,2
cran,ps,1.8.0,renv_lock,2
cran,ps,1.9.3,renv_lock,2
cran,ps,1.7.1,renv_lock,2
cran,ps,1.7.0,renv_lock,1
cran,ps,1.7.6,install,1
cran,ps,1.9.2,renv_lock,1
cran,ps,1.3.2,description,1
cran,ps,1.8.0,description,1
cran,ps,1.7.4,renv_lock,1
cran,ps,1.5.0,description,1
cran,ps,1.3.3,description,1
cran,pscl,1.5.9,renv_lock,3
cran,pscl,1.5.5.1,renv_lock,1
cran,pscl,1.5.5,install,1
cran,pscl2,1.04.4,description,1
cran,pso,1.0.4,renv_lock,1
cran,pspm,1.0,description,1
cran,psy,1.2,renv_lock,2
cran,psy,1.2,description,2
cran,psych,2.2.9,renv_lock,2
cran,psych,2.2.9,description,2
cran,psych,1.8.12,renv_lock,2
cran,psych,2.3.3,renv_lock,2
cran,psych,2.5.3,renv_lock,1
cran,psych,2.4.3,renv_lock,1
cran,psych,2.4.12,renv_lock,1
cran,psych,1.9.12,description,1
cran,psych,2.6.3,renv_lock,1
cran,psych,2.5.6,renv_lock,1
cran,psych,2.2.5,renv_lock,1
cran,psychotools,0.7-4,renv_lock,1
cran,psychotree,0.16-1,renv_lock,1
cran,punitroots,0.0-2,description,1
cran,purrr,1.0.2,renv_lock,41
cran,purrr,1.0.4,renv_lock,20
cran,purrr,0.3.4,renv_lock,17
cran,purrr,1.0.1,renv_lock,15
cran,purrr,1.0.2,description,13
cran,purrr,1.2.1,renv_lock,12
cran,purrr,1.1.0,renv_lock,10
cran,purrr,0.3.4,description,7
cran,purrr,1.2.0,renv_lock,6
cran,purrr,1.2.2,renv_lock,4
cran,purrr,1.0.1,description,4
cran,purrr,1.0.2,install,2
cran,purrr,1.2.1,description,2
cran,purrr,1.2.0,description,1
cran,purrr,0.3.2,renv_lock,1
cran,purrr,1.1.0,install,1
cran,purrr,0.3.3,renv_lock,1
cran,purrr,0.3.3,description,1
cran,purrr,0.3.5,renv_lock,1
cran,purrr,0.2.5,description,1
cran,purrr,1.2.0,install,1
cran,purrr,1.0.4,description,1
cran,purrr,1.0.0,description,1
cran,pwr,1.3-0,renv_lock,2
cran,pwtest,0.0.0.9000,description,2
cran,pwtest,0.0.0.9000,renv_lock,1
cran,qap,0.1-2,description,1
cran,qap,0.1-2,renv_lock,1
cran,qdapDictionaries,1.0.7,renv_lock,1
cran,qgam,1.3.0,renv_lock,1
cran,qpdf,1.1,renv_lock,1
cran,qpdf,1.3.3,renv_lock,1
cran,qpdf,1.4.1,renv_lock,1
cran,qrng,0.0-10,description,1
cran,qrng,0.0-11,renv_lock,1
cran,qs,0.25.2,renv_lock,1
cran,qs,0.27.2,renv_lock,1
cran,qs,0.27.3,renv_lock,1
cran,qs2,0.1.5,renv_lock,1
cran,quadprog,1.5-8,renv_lock,16
cran,quadprog,1.5-8,description,6
cran,qualtRics,3.2.2,renv_lock,1
cran,quanteda,4.2.0,renv_lock,3
cran,quanteda,3.2.1,install,2
cran,quanteda,3.0.0,install,2
cran,quanteda,3.1.0,renv_lock,1
cran,quanteda,4.0.2,renv_lock,1
cran,quanteda,3.0.0,renv_lock,1
cran,quanteda,1.3.0,description,1
cran,quanteda,3.3.1,renv_lock,1
cran,quanteda,1.1.1,install,1
cran,quanteda,3.2.1,description,1
cran,quanteda,1.5.1,install,1
cran,quanteda,0.99,install,1
cran,quanteda,0.8.0-3,install,1
cran,quanteda.corpora,0.9.2,renv_lock,1
cran,quanteda.dictionaries,0.4,renv_lock,1
cran,quanteda.textmodels,0.9.10,description,1
cran,quanteda.textmodels,0.9.4,install,1
cran,quanteda.textplots,0.96.1,description,1
cran,quanteda.textstats,0.97.2,description,1
cran,quanteda.textstats,0.94.1,renv_lock,1
cran,quantmod,0.4.28,renv_lock,2
cran,quantmod,0.4.26,renv_lock,2
cran,quantmod,0.4.25,description,2
cran,quantmod,0.4.24,renv_lock,1
cran,quantmod,0.4.18,renv_lock,1
cran,quantreg,6.1,renv_lock,18
cran,quantreg,5.97,renv_lock,8
cran,quantreg,5.97,description,4
cran,quantreg,6.00,renv_lock,3
cran,quantreg,5.98,renv_lock,3
cran,quantreg,5.95,renv_lock,3
cran,quantreg,5.94,renv_lock,3
cran,quantreg,5.94,description,2
cran,quantreg,6.00,description,1
cran,quantreg,5.99.1,renv_lock,1
cran,quantreg,5.88,description,1
cran,quantreg,5.61,description,1
cran,quantreg,5.88,renv_lock,1
cran,quantreg,5.99.1,description,1
cran,quantreg,5.83,description,1
cran,quantreg,5.29,description,1
cran,quantreg,5.55,description,1
cran,quantreg,5.85,renv_lock,1
cran,quantreg,5.36,description,1
cran,quantreg,5.96,renv_lock,1
cran,quantreg,5.93,renv_lock,1
cran,questionr,0.7.8,renv_lock,2
cran,questionr,0.7.8,description,1
cran,quickmatch,0.2.1,description,1
cran,quickmatch,0.2.1,renv_lock,1
cran,qval,0.0.0.9000,description,1
cran,qvcalc,1.0.3,description,1
cran,qvcalc,1.0.3,renv_lock,1
cran,rBayesianOptimization,1.1.0,description,1
cran,rBayesianOptimization,1.1.0,renv_lock,1
cran,rJava,1.0-11,renv_lock,1
cran,rJava,1.0-5,renv_lock,1
cran,radarchart,0.3.1,renv_lock,1
cran,radiant,1.6.1,install,1
cran,ragg,1.4.0,renv_lock,18
cran,ragg,1.5.0,renv_lock,16
cran,ragg,1.2.5,renv_lock,13
cran,ragg,1.3.3,renv_lock,8
cran,ragg,1.3.2,renv_lock,7
cran,ragg,1.3.0,renv_lock,4
cran,ragg,1.5.0,description,2
cran,ragg,1.5.2,renv_lock,2
cran,ragg,1.2.5,description,2
cran,ragg,1.3.3,description,2
cran,ragg,1.2.6,description,2
cran,ragg,1.5.1,renv_lock,1
cran,ragg,1.4.0,description,1
cran,ragg,1.2.2,description,1
cran,ragg,1.3.2,install,1
cran,ragg,1.2.7,description,1
cran,ragg,1.2.6,renv_lock,1
cran,ragg,1.2.7,renv_lock,1
cran,ragg,0.1.3,renv_lock,1
cran,randomForest,4.7-1.2,renv_lock,4
cran,randomForest,4.7-1.2,description,2
cran,randomForest,4.7-1.1,install,1
cran,randomForest,4.7-1.1,description,1
cran,randomForest,4.6-14,description,1
cran,randomForest,4.7-1.1,renv_lock,1
cran,randomizr,1.0.0,renv_lock,2
cran,randomizr,0.22.0,renv_lock,1
cran,randomizr,1.0.0,install,1
cran,randtoolbox,2.0.4,description,1
cran,randtoolbox,2.0.4,renv_lock,1
cran,ranger,0.17.0,renv_lock,7
cran,ranger,0.17.0,description,2
cran,ranger,0.15.1,renv_lock,1
cran,ranger,0.12.1,description,1
cran,ranger,0.12.1,renv_lock,1
cran,ranger,0.13.1,description,1
cran,ranger,0.13.1,renv_lock,1
cran,ranger,0.18.0,renv_lock,1
cran,rankdist,1.1.4,renv_lock,1
cran,rankingQ,0.1.0,renv_lock,1
cran,rapidjsonr,1.2.0,renv_lock,8
cran,rapidjsonr,1.2.1,renv_lock,3
cran,rapidjsonr,1.2.0,description,2
cran,rappdirs,0.3.3,renv_lock,99
cran,rappdirs,0.3.3,description,18
cran,rappdirs,0.3.4,renv_lock,14
cran,rappdirs,0.3.4,description,1
cran,rappdirs,0.3.3,install,1
cran,raster,3.6-32,renv_lock,8
cran,raster,3.6-26,install,2
cran,raster,3.1-5,description,2
cran,raster,3.6-26,renv_lock,2
cran,raster,3.6-31,renv_lock,1
cran,raster,3.6-31,description,1
cran,raster,3.5-15,renv_lock,1
cran,raster,3.6-26,description,1
cran,raster,3.6-23,renv_lock,1
cran,raster,3.5-21,install,1
cran,raster,3.4-5,description,1
cran,raster,3.6-30,description,1
cran,raster,3.6-30,renv_lock,1
cran,rasterVis,0.51.6,renv_lock,1
cran,rbenchmark,1.0.0,description,1
cran,rbenchmark,1.0.0,renv_lock,1
cran,rbibutils,2.3,renv_lock,16
cran,rbibutils,2.4.1,renv_lock,10
cran,rbibutils,2.2.16,renv_lock,6
cran,rbibutils,2.4,renv_lock,4
cran,rbibutils,2.2.13,description,2
cran,rbibutils,2.2.7,description,2
cran,rbibutils,2.2.13,renv_lock,2
cran,rbibutils,2.2.15,renv_lock,2
cran,rbibutils,2.2.15,description,2
cran,rbibutils,2.2.11,renv_lock,1
cran,rbibutils,2.3,description,1
cran,rbibutils,2.4,description,1
cran,rbibutils,2.2.7,renv_lock,1
cran,rblm,0.3,description,1
cran,rbounds,2.1,description,1
cran,rcartocolor,2.0.0,description,1
cran,rcdd,1.6,renv_lock,1
cran,rcmdcheck,1.4.0,renv_lock,9
cran,rcmdcheck,1.4.0,description,5
cran,rcmdcheck,1.4.0,install,1
cran,rcmdcheck,1.3.3,description,1
cran,rdd,0.57,description,2
cran,rdd,0.57,renv_lock,1
cran,rddensity,2.4,description,1
cran,rddensity,2.6,description,1
cran,rdlocrand,0.5,description,1
cran,rdrobust,2.2,description,3
cran,rdrobust,3.0.0,renv_lock,2
cran,rdrobust,2.2,renv_lock,2
cran,rdrobust,3.0.0,description,2
cran,rdrobust,2.0.2,description,1
cran,rdrobust,2.0.1,install,1
cran,rdrobust,2.1.1,description,1
cran,rdrobust,0.93,install,1
cran,rdrobust,0.99.1,install,1
cran,re2,0.1.4,renv_lock,1
cran,reactR,0.6.1,renv_lock,6
cran,reactR,0.4.4,renv_lock,3
cran,reactR,0.5.0,renv_lock,1
cran,reactR,0.6.1,description,1
cran,reactR,0.6.0,renv_lock,1
cran,reactable,0.4.4,renv_lock,9
cran,reactable,0.4.5,renv_lock,2
cran,reactable,0.4.4,description,1
cran,readODS,2.3.1,renv_lock,1
cran,readODS,1.7.0,renv_lock,1
cran,readme,2.0,description,1
cran,readr,2.1.5,renv_lock,58
cran,readr,2.1.4,renv_lock,22
cran,readr,2.1.6,renv_lock,10
cran,readr,2.2.0,renv_lock,10
cran,readr,2.1.4,description,7
cran,readr,2.1.5,description,7
cran,readr,2.1.1,renv_lock,4
cran,readr,2.1.2,renv_lock,4
cran,readr,1.4.0,renv_lock,4
cran,readr,1.3.1,renv_lock,4
cran,readr,2.1.5,install,3
cran,readr,2.0.1,renv_lock,2
cran,readr,1.3.1,description,2
cran,readr,2.0.1,description,2
cran,readr,2.1.3,renv_lock,1
cran,readr,2.1.3,description,1
cran,readr,2.1.4,install,1
cran,readr,2.0.0,renv_lock,1
cran,readr,2.0.2,renv_lock,1
cran,readr,2.2.0,description,1
cran,readr,1.4.0,description,1
cran,readr,2.1.0,renv_lock,1
cran,readr,2.1.2,description,1
cran,readr,2.1.6,description,1
cran,readr,1.1.1,description,1
cran,readr,2.1.1,description,1
cran,readstata13,0.10.1,description,5
cran,readstata13,0.10.1,renv_lock,4
cran,readstata13,0.11.0,renv_lock,3
cran,readstata13,0.10.0,description,2
cran,readstata13,0.9.2,description,2
cran,readstata13,0.11.0,description,1
cran,readstata13,0.10.0,install,1
cran,readstata13,0.10.0,renv_lock,1
cran,readtext,0.81,renv_lock,1
cran,readxl,1.4.5,renv_lock,39
cran,readxl,1.4.3,renv_lock,38
cran,readxl,1.3.1,renv_lock,17
cran,readxl,1.3.1,description,8
cran,readxl,1.4.3,description,7
cran,readxl,1.4.2,renv_lock,5
cran,readxl,1.4.3,install,4
cran,readxl,1.5.0,renv_lock,3
cran,readxl,1.4.5,description,3
cran,readxl,1.4.1,description,2
cran,readxl,1.4.0,renv_lock,2
cran,readxl,1.4.1,renv_lock,2
cran,readxl,1.1.0,description,1
cran,readxl,1.4.0,description,1
cran,readxl,1.4.2,description,1
cran,recipes,1.3.1,renv_lock,5
cran,recipes,1.1.0,description,2
cran,recipes,1.1.0,renv_lock,2
cran,recipes,0.2.0,description,1
cran,recipes,1.0.10,renv_lock,1
cran,recipes,1.0.9,install,1
cran,recipes,1.3.1,description,1
cran,recipes,1.0.4,renv_lock,1
cran,recipes,0.1.17,description,1
cran,recipes,0.1.17,renv_lock,1
cran,recipes,1.0.8,description,1
cran,recipes,1.0.8,renv_lock,1
cran,recipes,0.1.16,renv_lock,1
cran,recipes,1.0.1,renv_lock,1
cran,recipes,1.0.6,renv_lock,1
cran,redist,4.0.1,install,1
cran,redist,5.0.0.1,renv_lock,1
cran,redist,4.0.1,renv_lock,1
cran,redist,4.2.0,renv_lock,1
cran,redistmetrics,1.0.7,renv_lock,1
cran,redistmetrics,1.0.2,renv_lock,1
cran,redistmetrics,1.0.9,renv_lock,1
cran,reformulas,0.4.1,renv_lock,10
cran,reformulas,0.4.4,renv_lock,8
cran,reformulas,0.4.0,renv_lock,4
cran,reformulas,0.4.3.1,renv_lock,2
cran,reformulas,0.4.3,renv_lock,1
cran,reformulas,0.4.0,description,1
cran,reformulas,0.4.4,description,1
cran,reformulas,0.4.2,renv_lock,1
cran,regexhelpeR,1.1.0,renv_lock,1
cran,registry,0.5-1,renv_lock,2
cran,registry,0.5-1,description,1
cran,regweight,1.0.2,renv_lock,1
cran,relaimpo,2.2-7,renv_lock,1
cran,reldist,1.7-2,renv_lock,1
cran,relimp,1.0-5,renv_lock,1
cran,rem,1.2.6,description,1
cran,rematch,2.0.0,renv_lock,72
cran,rematch,1.0.1,renv_lock,33
cran,rematch,1.0.1,description,12
cran,rematch,2.0.0,description,9
cran,rematch,2.0.0,install,1
cran,rematch2,2.1.2,renv_lock,91
cran,rematch2,2.1.2,description,18
cran,remotes,2.5.0,renv_lock,21
cran,remotes,2.5.0,description,8
cran,remotes,2.4.2,renv_lock,4
cran,remotes,2.4.2.1,description,4
cran,remotes,2.4.0,description,2
cran,remotes,2.4.2.1,renv_lock,2
cran,remotes,2.4.2,description,2
cran,remotes,2.4.2.1,install,2
cran,remotes,2.1.0,renv_lock,2
cran,remotes,2.5.0,install,1
cran,remotes,2.4.0,renv_lock,1
cran,renv,1.0.0,description,50
cran,renv,1.1.4,renv_lock,19
cran,renv,1.1.5,renv_lock,18
cran,renv,1.0.7,renv_lock,12
cran,renv,1.0.11,renv_lock,11
cran,renv,1.1.7,renv_lock,10
cran,renv,1.1.5,description,9
cran,renv,1.0.5,renv_lock,7
cran,renv,1.0.3,renv_lock,6
cran,renv,1.1.4,description,6
cran,renv,1.0.11,description,6
cran,renv,1.0.7,description,6
cran,renv,1.1.8,renv_lock,5
cran,renv,1.0.3,description,4
cran,renv,1.0.5,description,4
cran,renv,1.1.7,description,4
cran,renv,0.15.4,renv_lock,4
cran,renv,0.16.0,renv_lock,3
cran,renv,1.0.2,renv_lock,3
cran,renv,0.15.5,renv_lock,3
cran,renv,0.17.3,renv_lock,3
cran,renv,1.0.0,renv_lock,3
cran,renv,1.2.2,renv_lock,3
cran,renv,1.2.3,renv_lock,3
cran,renv,1.1.1,renv_lock,2
cran,renv,1.1.1,description,2
cran,renv,1.1.6,renv_lock,2
cran,renv,0.12.2,renv_lock,2
cran,renv,0.14.0-3,renv_lock,2
cran,renv,0.12.0,renv_lock,2
cran,renv,0.14.0-3,description,2
cran,renv,1.1.8,description,2
cran,renv,0.13.2,renv_lock,2
cran,renv,0.17.3,description,2
cran,renv,0.15.4,description,2
cran,renv,0.9.2,renv_lock,2
cran,renv,0.14.0,renv_lock,2
cran,renv,1.0.9,renv_lock,2
cran,renv,1.0.10,renv_lock,2
cran,renv,0.16.0,description,2
cran,renv,0.8.3,description,1
cran,renv,0.15.5,description,1
cran,renv,0.13.2-67,description,1
cran,renv,1.0.2,description,1
cran,renv,0.13.2-67,renv_lock,1
cran,renv,1.2.4,renv_lock,1
cran,renv,1.1.1,install,1
cran,renv,1.0.3,install,1
cran,renv,0.12.0,description,1
cran,renv,1.1.6,description,1
cran,renv,1.2.2,description,1
cran,renv,1.0.10,description,1
cran,renv,1.2.0,renv_lock,1
cran,renv,1.0.7,install,1
cran,renv,0.14.0,description,1
cran,renv,1.2.0,description,1
cran,renv,0.17.0,install,1
cran,renv,1.0.5,install,1
cran,renv,0.13.0,renv_lock,1
cran,replicationTable5Model1Empirical,0.0.0.9000,description,1
cran,repr,1.1.6,renv_lock,1
cran,repr,1.1.7,renv_lock,1
cran,repr,1.1.7,description,1
cran,reprex,2.1.1,renv_lock,48
cran,reprex,2.0.2,renv_lock,16
cran,reprex,2.0.1,renv_lock,10
cran,reprex,2.1.0,renv_lock,6
cran,reprex,2.1.1,description,5
cran,reprex,2.0.2,description,5
cran,reprex,0.3.0,renv_lock,4
cran,reprex,0.3.0,description,2
cran,reprex,2.0.1,description,2
cran,reprex,2.0.0,renv_lock,2
cran,reprex,1.0.0,renv_lock,1
cran,reprex,2.1.0,description,1
cran,repurrrsive,1.1.0,description,2
cran,reshape,0.8.9,renv_lock,4
cran,reshape,0.8.9,description,2
cran,reshape,0.8.8,renv_lock,2
cran,reshape,0.8.7,description,1
cran,reshape,0.8.8,description,1
cran,reshape,0.8.7,install,1
cran,reshape2,1.4.4,renv_lock,34
cran,reshape2,1.4.4,description,9
cran,reshape2,1.4.5,renv_lock,5
cran,reshape2,1.4.3,description,4
cran,reshape2,1.4.3,renv_lock,2
cran,reshape2,1.4.4,install,1
cran,reshape2,1.4.1,description,1
cran,reshape2,1.4.3,install,1
cran,reshape2,1.4.5,install,1
cran,reticulate,1.42.0,renv_lock,2
cran,reticulate,1.32.0,renv_lock,1
cran,retrodesign,0.2.2,renv_lock,1
cran,revealedPrefs,0.4.1,renv_lock,1
cran,revealedPrefsmod,0.2,description,1
cran,rex,1.2.1,description,4
cran,rex,1.2.1,renv_lock,2
cran,rgdal,1.4-8,description,3
cran,rgdal,1.5-32,description,1
cran,rgdal,1.5-32,renv_lock,1
cran,rgdal,1.5-23,description,1
cran,rgdal,1.6-7,description,1
cran,rgdal,1.5-27,description,1
cran,rgdal,1.6-2,renv_lock,1
cran,rgenoud,5.9-0.11,renv_lock,2
cran,rgeos,0.5-9,description,2
cran,rgeos,0.5-5,description,1
cran,rgeos,0.6-4,renv_lock,1
cran,rgeos,0.6-4,description,1
cran,rgeos,0.5-2,description,1
cran,rgeos,0.5-9,renv_lock,1
cran,rgeos,0.6-1,description,1
cran,rgl,0.100.30,renv_lock,1
cran,rgl,1.3.34,renv_lock,1
cran,rgl,1.3.17,description,1
cran,rhandsontable,0.3.8,renv_lock,1
cran,rhdf5,2.54.1,renv_lock,1
cran,rhdf5filters,1.22.0,renv_lock,1
cran,ri,0.9,description,1
cran,ri2,0.4.0,renv_lock,1
cran,rio,1.2.3,renv_lock,3
cran,rio,0.5.29,renv_lock,3
cran,rio,0.5.16,description,3
cran,rio,1.2.4,renv_lock,2
cran,rio,1.2.3,description,2
cran,rio,1.0.1,renv_lock,2
cran,rio,1.3.0,renv_lock,1
cran,rio,0.5.26,renv_lock,1
cran,rio,0.5.10,description,1
cran,rio,1.2.3,install,1
cran,rio,1.0.1,install,1
cran,ripw,1.0.0,description,1
cran,rjags,3-15,description,1
cran,rjson,0.2.23,description,1
cran,rjson,0.2.20,renv_lock,1
cran,rjson,0.2.23,renv_lock,1
cran,rlang,1.1.6,renv_lock,35
cran,rlang,1.1.4,renv_lock,20
cran,rlang,1.1.1,renv_lock,18
cran,rlang,1.1.7,renv_lock,13
cran,rlang,1.1.3,renv_lock,10
cran,rlang,1.2.0,renv_lock,6
cran,rlang,1.1.5,renv_lock,6
cran,rlang,1.1.3,description,4
cran,rlang,1.1.1,description,4
cran,rlang,1.0.6,renv_lock,4
cran,rlang,0.4.11,renv_lock,4
cran,rlang,1.0.2,renv_lock,4
cran,rlang,1.1.4,description,3
cran,rlang,0.4.12,renv_lock,3
cran,rlang,1.1.2,renv_lock,3
cran,rlang,1.1.0,renv_lock,3
cran,rlang,1.1.7,description,2
cran,rlang,1.1.6,description,2
cran,rlang,1.0.6,description,2
cran,rlang,0.2.0,description,2
cran,rlang,1.0.5,description,2
cran,rlang,0.4.7,renv_lock,2
cran,rlang,1.1.0,description,2
cran,rlang,1.1.2,description,2
cran,rlang,1.0.5,renv_lock,1
cran,rlang,0.4.5,description,1
cran,rlang,1.3.0,renv_lock,1
cran,rlang,1.1.6,install,1
cran,rlang,0.4.4,renv_lock,1
cran,rlang,0.2.1,description,1
cran,rlang,1.1.3,install,1
cran,rlang,0.4.10,description,1
cran,rlang,1.0.4,renv_lock,1
cran,rlang,0.4.2,description,1
cran,rlang,0.4.10,renv_lock,1
cran,rlang,1.1.2,install,1
cran,rlang,0.4.0,renv_lock,1
cran,rlang,1.0.2,install,1
cran,rlang,1.1.5,description,1
cran,rlang,1.0.2,description,1
cran,rlang,0.4.12,description,1
cran,rlang,0.4.7,description,1
cran,rlanglibtest,0.0.0.9000,description,3
cran,rle,0.9.2,description,1
cran,rle,0.9.2,renv_lock,1
cran,rlemon,0.2.1,renv_lock,1
cran,rlist,0.4.6.1,renv_lock,2
cran,rmapshaper,0.5.0,renv_lock,2
cran,rmapshaper,0.6.1,renv_lock,1
cran,rmapshaper,0.4.4,description,1
cran,rmapshaper,0.4.6,description,1
cran,rmarkdown,2.29,renv_lock,31
cran,rmarkdown,2.30,renv_lock,19
cran,rmarkdown,2.28,renv_lock,6
cran,rmarkdown,2.27,renv_lock,6
cran,rmarkdown,2.11,renv_lock,6
cran,rmarkdown,2.29,description,6
cran,rmarkdown,2.25,renv_lock,6
cran,rmarkdown,2.26,renv_lock,5
cran,rmarkdown,2.24,renv_lock,5
cran,rmarkdown,2.23,renv_lock,4
cran,rmarkdown,2.31,renv_lock,4
cran,rmarkdown,2.25,description,3
cran,rmarkdown,2.20,description,3
cran,rmarkdown,2.3,renv_lock,2
cran,rmarkdown,2.18,renv_lock,2
cran,rmarkdown,2.30,description,2
cran,rmarkdown,2.19,description,2
cran,rmarkdown,2.22,renv_lock,2
cran,rmarkdown,2.11,description,2
cran,rmarkdown,2.14,renv_lock,2
cran,rmarkdown,1.16,renv_lock,2
cran,rmarkdown,2.20,renv_lock,2
cran,rmarkdown,2.21,renv_lock,2
cran,rmarkdown,2.8,renv_lock,1
cran,rmarkdown,2.9,renv_lock,1
cran,rmarkdown,2.1,description,1
cran,rmarkdown,2.13,renv_lock,1
cran,rmarkdown,2.25,install,1
cran,rmarkdown,2.13,description,1
cran,rmarkdown,2.28,install,1
cran,rmarkdown,2.29,install,1
cran,rmarkdown,2.27,description,1
cran,rmarkdown,2.15,renv_lock,1
cran,rmarkdown,2.19,renv_lock,1
cran,rmarkdown,2.3,description,1
cran,rmarkdown,2.10,renv_lock,1
cran,rmarkdown,2.28,description,1
cran,rmarkdown,2.20,install,1
cran,rmarkdown,2.7,renv_lock,1
cran,rmarkdown,2.24,description,1
cran,rnames,1.0.1,renv_lock,1
cran,rnames,1.0.1,description,1
cran,rnaturalearth,1.0.1,renv_lock,5
cran,rnaturalearth,0.1.0,renv_lock,1
cran,rnaturalearth,1.0.1,description,1
cran,rnaturalearth,1.0.1,install,1
cran,rnaturalearthdata,1.0.0,renv_lock,3
cran,rngWELL,0.10-9,description,1
cran,rngWELL,0.10-9,renv_lock,1
cran,rngtools,1.5.2,renv_lock,9
cran,rngtools,1.5.2,description,2
cran,rngtools,1.3.1,install,1
cran,rngtools,1.5.2,install,1
cran,robustbase,0.99-4-1,renv_lock,3
cran,robustbase,0.99-0,description,1
cran,robustbase,0.99-3,renv_lock,1
cran,robustbase,0.99-4-1,description,1
cran,robustbase,0.95-1,renv_lock,1
cran,robustbase,0.99-7,renv_lock,1
cran,roll,1.2.0,renv_lock,2
cran,roll,1.1.7,renv_lock,1
cran,rootSolve,1.8.2.4,renv_lock,7
cran,rootSolve,1.8.2,description,1
cran,rootSolve,1.8.2.4,description,1
cran,rootSolve,1.8.2.4,install,1
cran,rootSolve,1.8.1,description,1
cran,ropercenter,0.3.2,renv_lock,1
cran,rosm,0.3.0,renv_lock,3
cran,roxygen2,7.3.2,renv_lock,4
cran,roxygen2,7.3.2,description,4
cran,roxygen2,7.3.3,renv_lock,3
cran,roxygen2,7.2.3,renv_lock,3
cran,roxygen2,7.3.3,description,2
cran,roxygen2,7.1.2,description,2
cran,roxygen2,7.1.2,renv_lock,1
cran,roxygen2,7.3.1,install,1
cran,roxygen2,7.3.1,renv_lock,1
cran,roxygen2,7.2.3,description,1
cran,rpart,4.1.24,renv_lock,11
