source,collection_id,language,package,n_deposits
dataverse,BJPolS,python,pandas,16
dataverse,BJPolS,python,numpy,13
dataverse,BJPolS,python,scikit-learn,7
dataverse,BJPolS,python,torch,6
dataverse,BJPolS,python,transformers,6
dataverse,BJPolS,python,matplotlib,5
dataverse,BJPolS,python,datasets,4
dataverse,BJPolS,python,nltk,3
dataverse,BJPolS,python,networkx,3
dataverse,BJPolS,python,seaborn,3
dataverse,BJPolS,python,google-api-python-client,2
dataverse,BJPolS,python,spacy,2
dataverse,BJPolS,python,requests,2
dataverse,BJPolS,python,gensim,2
dataverse,BJPolS,python,statsmodels,2
dataverse,BJPolS,python,tqdm,2
dataverse,BJPolS,python,drop,1
dataverse,BJPolS,python,simple_json,1
dataverse,BJPolS,python,smappPy,1
dataverse,BJPolS,python,sentence-transformers,1
dataverse,BJPolS,python,setfit,1
dataverse,BJPolS,python,dtale,1
dataverse,BJPolS,python,pyreadr,1
dataverse,BJPolS,python,states,1
dataverse,BJPolS,python,beautifulsoup4,1
dataverse,BJPolS,python,Flask,1
dataverse,BJPolS,python,fse,1
dataverse,BJPolS,python,topojson,1
dataverse,BJPolS,python,descartes,1
dataverse,BJPolS,python,Shapely,1
dataverse,BJPolS,python,pyproj,1
dataverse,BJPolS,python,helper_functions,1
dataverse,BJPolS,python,python-docx,1
dataverse,BJPolS,python,tweepy,1
dataverse,BJPolS,python,dask,1
dataverse,BJPolS,python,ftfy,1
dataverse,BJPolS,python,astropy,1
dataverse,BJPolS,python,simpletransformers,1
dataverse,BJPolS,python,wandb,1
dataverse,BJPolS,python,country-converter,1
dataverse,BJPolS,python,utils,1
dataverse,BJPolS,python,regex,1
dataverse,BJPolS,python,huggingface-hub,1
dataverse,BJPolS,python,jsonlines,1
dataverse,BJPolS,python,seqeval,1
dataverse,BJPolS,python,optuna,1
dataverse,BJPolS,python,output,1
dataverse,BJPolS,python,data-processing,1
dataverse,BJPolS,python,classifier,1
dataverse,BJPolS,python,bias,1
dataverse,BJPolS,python,openpyxl,1
dataverse,BJPolS,python,xlsxwriter,1
dataverse,BJPolS,r,ggplot2,230
dataverse,BJPolS,r,dplyr,213
dataverse,BJPolS,r,tidyverse,172
dataverse,BJPolS,r,stargazer,151
dataverse,BJPolS,r,xtable,116
dataverse,BJPolS,r,foreign,115
dataverse,BJPolS,r,scales,103
dataverse,BJPolS,r,haven,97
dataverse,BJPolS,r,lmtest,91
dataverse,BJPolS,r,car,85
dataverse,BJPolS,r,gridExtra,82
dataverse,BJPolS,r,sandwich,82
dataverse,BJPolS,r,tidyr,81
dataverse,BJPolS,r,plyr,75
dataverse,BJPolS,r,stringr,71
dataverse,BJPolS,r,ggpubr,69
dataverse,BJPolS,r,broom,69
dataverse,BJPolS,r,MASS,66
dataverse,BJPolS,r,readxl,66
dataverse,BJPolS,r,texreg,62
dataverse,BJPolS,r,reshape2,61
dataverse,BJPolS,r,estimatr,58
dataverse,BJPolS,r,lme4,54
dataverse,BJPolS,r,data.table,51
dataverse,BJPolS,r,knitr,50
dataverse,BJPolS,r,readstata13,50
dataverse,BJPolS,r,psych,48
dataverse,BJPolS,r,modelsummary,43
dataverse,BJPolS,r,lubridate,43
dataverse,BJPolS,r,kableExtra,42
dataverse,BJPolS,r,plm,42
dataverse,BJPolS,r,patchwork,42
dataverse,BJPolS,r,readr,38
dataverse,BJPolS,r,RColorBrewer,36
dataverse,BJPolS,r,Hmisc,35
dataverse,BJPolS,r,fixest,33
dataverse,BJPolS,r,lfe,32
dataverse,BJPolS,r,forcats,32
dataverse,BJPolS,r,cowplot,31
dataverse,BJPolS,r,survey,30
dataverse,BJPolS,r,here,29
dataverse,BJPolS,r,pacman,29
dataverse,BJPolS,r,sf,29
dataverse,BJPolS,r,marginaleffects,27
dataverse,BJPolS,r,margins,27
dataverse,BJPolS,r,ggthemes,27
dataverse,BJPolS,r,ggrepel,26
dataverse,BJPolS,r,tibble,24
dataverse,BJPolS,r,purrr,24
dataverse,BJPolS,r,nnet,24
dataverse,BJPolS,r,ggeffects,24
dataverse,BJPolS,r,quanteda,23
dataverse,BJPolS,r,sjPlot,23
dataverse,BJPolS,r,devtools,21
dataverse,BJPolS,r,countrycode,21
dataverse,BJPolS,r,cregg,21
dataverse,BJPolS,r,magrittr,21
dataverse,BJPolS,r,AER,20
dataverse,BJPolS,r,multiwayvcov,19
dataverse,BJPolS,r,zoo,19
dataverse,BJPolS,r,rio,19
dataverse,BJPolS,r,viridis,19
dataverse,BJPolS,r,sp,18
dataverse,BJPolS,r,arm,18
dataverse,BJPolS,r,interplot,17
dataverse,BJPolS,r,lmerTest,16
dataverse,BJPolS,r,stringi,16
dataverse,BJPolS,r,lavaan,16
dataverse,BJPolS,r,survival,15
dataverse,BJPolS,r,jtools,15
dataverse,BJPolS,r,lattice,15
dataverse,BJPolS,r,corrplot,15
dataverse,BJPolS,r,dotwhisker,15
dataverse,BJPolS,r,janitor,15
dataverse,BJPolS,r,mediation,14
dataverse,BJPolS,r,reshape,14
dataverse,BJPolS,r,openxlsx,14
dataverse,BJPolS,r,Amelia,14
dataverse,BJPolS,r,Zelig,14
dataverse,BJPolS,r,igraph,13
dataverse,BJPolS,r,Rmisc,13
dataverse,BJPolS,r,cjoint,13
dataverse,BJPolS,r,boot,13
dataverse,BJPolS,r,hrbrthemes,13
dataverse,BJPolS,r,fastDummies,12
dataverse,BJPolS,r,tidytext,12
dataverse,BJPolS,r,coefplot,12
dataverse,BJPolS,r,ggstance,12
dataverse,BJPolS,r,mgcv,12
dataverse,BJPolS,r,nlme,12
dataverse,BJPolS,r,effects,12
dataverse,BJPolS,r,labelled,12
dataverse,BJPolS,r,MatchIt,12
dataverse,BJPolS,r,Matching,11
dataverse,BJPolS,r,doParallel,11
dataverse,BJPolS,r,tm,11
dataverse,BJPolS,r,rdrobust,11
dataverse,BJPolS,r,rgdal,11
dataverse,BJPolS,r,ggridges,10
dataverse,BJPolS,r,stm,10
dataverse,BJPolS,r,rstudioapi,10
dataverse,BJPolS,r,interflex,10
dataverse,BJPolS,r,raster,10
dataverse,BJPolS,r,foreach,9
dataverse,BJPolS,r,ordinal,9
dataverse,BJPolS,r,rstan,9
dataverse,BJPolS,r,GGally,9
dataverse,BJPolS,r,apsrtable,9
dataverse,BJPolS,r,tinytable,9
dataverse,BJPolS,r,mice,9
dataverse,BJPolS,r,sjmisc,9
dataverse,BJPolS,r,rgeos,9
dataverse,BJPolS,r,maptools,9
dataverse,BJPolS,r,sjlabelled,9
dataverse,BJPolS,r,plotrix,8
dataverse,BJPolS,r,quanteda.textstats,8
dataverse,BJPolS,r,extrafont,8
dataverse,BJPolS,r,ltm,8
dataverse,BJPolS,r,prediction,8
dataverse,BJPolS,r,mvtnorm,8
dataverse,BJPolS,r,spdep,7
dataverse,BJPolS,r,naniar,7
dataverse,BJPolS,r,huxtable,7
dataverse,BJPolS,r,rms,7
dataverse,BJPolS,r,DescTools,7
dataverse,BJPolS,r,questionr,7
dataverse,BJPolS,r,weights,7
dataverse,BJPolS,r,wesanderson,7
dataverse,BJPolS,r,emmeans,7
dataverse,BJPolS,r,matrixStats,7
dataverse,BJPolS,r,broom.mixed,7
dataverse,BJPolS,r,Matrix,7
dataverse,BJPolS,r,ebal,7
dataverse,BJPolS,r,sensemakr,6
dataverse,BJPolS,r,rlang,6
dataverse,BJPolS,r,wordcloud,6
dataverse,BJPolS,r,DataCombine,6
dataverse,BJPolS,r,caret,6
dataverse,BJPolS,r,Rcpp,6
dataverse,BJPolS,r,srvyr,6
dataverse,BJPolS,r,multcomp,6
dataverse,BJPolS,r,gtsummary,6
dataverse,BJPolS,r,miceadds,6
dataverse,BJPolS,r,SnowballC,6
dataverse,BJPolS,r,ggdist,6
dataverse,BJPolS,r,showtext,6
dataverse,BJPolS,r,ggcorrplot,6
dataverse,BJPolS,r,conflicted,6
dataverse,BJPolS,r,flextable,6
dataverse,BJPolS,r,pastecs,6
dataverse,BJPolS,r,remotes,6
dataverse,BJPolS,r,rdd,6
dataverse,BJPolS,r,ggtext,6
dataverse,BJPolS,r,writexl,6
dataverse,BJPolS,r,gtable,6
dataverse,BJPolS,r,imputeTS,6
dataverse,BJPolS,r,RItools,5
dataverse,BJPolS,r,pscl,5
dataverse,BJPolS,r,mlogit,5
dataverse,BJPolS,r,glue,5
dataverse,BJPolS,r,ragg,5
dataverse,BJPolS,r,survminer,5
dataverse,BJPolS,r,cobalt,5
dataverse,BJPolS,r,memisc,5
dataverse,BJPolS,r,gdata,5
dataverse,BJPolS,r,rjags,5
dataverse,BJPolS,r,brms,5
dataverse,BJPolS,r,gt,5
dataverse,BJPolS,r,rddensity,5
dataverse,BJPolS,r,glmnet,5
dataverse,BJPolS,r,clubSandwich,5
dataverse,BJPolS,r,metafor,5
dataverse,BJPolS,r,mirt,4
dataverse,BJPolS,r,maps,4
dataverse,BJPolS,r,quanteda.textplots,4
dataverse,BJPolS,r,sampleSelection,4
dataverse,BJPolS,r,mokken,4
dataverse,BJPolS,r,cshapes,4
dataverse,BJPolS,r,geosphere,4
dataverse,BJPolS,r,grf,4
dataverse,BJPolS,r,summarytools,4
dataverse,BJPolS,r,panelView,4
dataverse,BJPolS,r,DeclareDesign,4
dataverse,BJPolS,r,future.apply,4
dataverse,BJPolS,r,interactions,4
dataverse,BJPolS,r,ri,4
dataverse,BJPolS,r,rnaturalearth,4
dataverse,BJPolS,r,ggh4x,4
dataverse,BJPolS,r,pglm,4
dataverse,BJPolS,r,furrr,4
dataverse,BJPolS,r,future,4
dataverse,BJPolS,r,officer,4
dataverse,BJPolS,r,SDMTools,4
dataverse,BJPolS,r,ri2,4
dataverse,BJPolS,r,rmarkdown,4
dataverse,BJPolS,r,PanelMatch,4
dataverse,BJPolS,r,randomizr,4
dataverse,BJPolS,r,rworldmap,4
dataverse,BJPolS,r,sjstats,4
dataverse,BJPolS,r,Cairo,4
dataverse,BJPolS,r,tmap,4
dataverse,BJPolS,r,gmodels,4
dataverse,BJPolS,r,WDI,4
dataverse,BJPolS,r,vtable,4
dataverse,BJPolS,r,pbapply,4
dataverse,BJPolS,r,gtools,4
dataverse,BJPolS,r,msm,4
dataverse,BJPolS,r,ggbeeswarm,4
dataverse,BJPolS,r,ggmap,4
dataverse,BJPolS,r,sna,4
dataverse,BJPolS,r,classInt,4
dataverse,BJPolS,r,doBy,4
dataverse,BJPolS,r,sm,4
dataverse,BJPolS,r,lwgeom,4
dataverse,BJPolS,r,MCMCpack,4
dataverse,BJPolS,r,ggpattern,3
dataverse,BJPolS,r,RCurl,3
dataverse,BJPolS,r,sphet,3
dataverse,BJPolS,r,spatialreg,3
dataverse,BJPolS,r,psy,3
dataverse,BJPolS,r,readtext,3
dataverse,BJPolS,r,directlabels,3
dataverse,BJPolS,r,topicmodels,3
dataverse,BJPolS,r,ldatuning,3
dataverse,BJPolS,r,splm,3
dataverse,BJPolS,r,meta,3
dataverse,BJPolS,r,dtplyr,3
dataverse,BJPolS,r,gplots,3
dataverse,BJPolS,r,rvest,3
dataverse,BJPolS,r,coxed,3
dataverse,BJPolS,r,simPH,3
dataverse,BJPolS,r,ggExtra,3
dataverse,BJPolS,r,splitstackshape,3
dataverse,BJPolS,r,moments,3
dataverse,BJPolS,r,factoextra,3
dataverse,BJPolS,r,visreg,3
dataverse,BJPolS,r,manifestoR,3
dataverse,BJPolS,r,list,3
dataverse,BJPolS,r,irr,3
dataverse,BJPolS,r,rgenoud,3
dataverse,BJPolS,r,coda,3
dataverse,BJPolS,r,optimx,3
dataverse,BJPolS,r,strucchange,3
dataverse,BJPolS,r,text2vec,3
dataverse,BJPolS,r,betareg,3
dataverse,BJPolS,r,rstatix,3
dataverse,BJPolS,r,skimr,3
dataverse,BJPolS,r,jsonlite,3
dataverse,BJPolS,r,shiny,3
dataverse,BJPolS,r,stringdist,3
dataverse,BJPolS,r,MuMIn,3
dataverse,BJPolS,r,GPArotation,3
dataverse,BJPolS,r,ggpmisc,3
dataverse,BJPolS,r,ggsci,3
dataverse,BJPolS,r,pcse,3
dataverse,BJPolS,r,dataverse,3
dataverse,BJPolS,r,cem,3
dataverse,BJPolS,r,ggforce,3
dataverse,BJPolS,r,reporttools,3
dataverse,BJPolS,r,network,3
dataverse,BJPolS,r,pdftools,3
dataverse,BJPolS,r,ggspatial,3
dataverse,BJPolS,r,fmsb,2
dataverse,BJPolS,r,usmap,2
dataverse,BJPolS,r,forecast,2
dataverse,BJPolS,r,Synth,2
dataverse,BJPolS,r,htmltools,2
dataverse,BJPolS,r,clusterSEs,2
dataverse,BJPolS,r,colorRamps,2
dataverse,BJPolS,r,textstem,2
dataverse,BJPolS,r,corrr,2
dataverse,BJPolS,r,vcd,2
dataverse,BJPolS,r,oddsratio,2
dataverse,BJPolS,r,gtrendsR,2
dataverse,BJPolS,r,RDHonest,2
dataverse,BJPolS,r,rlist,2
dataverse,BJPolS,r,designmatch,2
dataverse,BJPolS,r,gsynth,2
dataverse,BJPolS,r,XML,2
dataverse,BJPolS,r,RStata,2
dataverse,BJPolS,r,MNLpred,2
dataverse,BJPolS,r,brglm,2
dataverse,BJPolS,r,gghighlight,2
dataverse,BJPolS,r,geomtextpath,2
dataverse,BJPolS,r,DesignLibrary,2
dataverse,BJPolS,r,expss,2
dataverse,BJPolS,r,mfx,2
dataverse,BJPolS,r,pROC,2
dataverse,BJPolS,r,crosstable,2
dataverse,BJPolS,r,dclone,2
dataverse,BJPolS,r,cjbart,2
dataverse,BJPolS,r,rmeta,2
dataverse,BJPolS,r,rsample,2
dataverse,BJPolS,r,beepr,2
dataverse,BJPolS,r,tidyselect,2
dataverse,BJPolS,r,popbio,2
dataverse,BJPolS,r,glm.predict,2
dataverse,BJPolS,r,magick,2
dataverse,BJPolS,r,webshot2,2
dataverse,BJPolS,r,tidybayes,2
dataverse,BJPolS,r,ggsurvey,2
dataverse,BJPolS,r,standardize,2
dataverse,BJPolS,r,logr,2
dataverse,BJPolS,r,rbounds,2
dataverse,BJPolS,r,widyr,2
dataverse,BJPolS,r,aod,2
dataverse,BJPolS,r,blockTools,2
dataverse,BJPolS,r,qualtRics,2
dataverse,BJPolS,r,merTools,2
dataverse,BJPolS,r,ranger,2
dataverse,BJPolS,r,vip,2
dataverse,BJPolS,r,PRROC,2
dataverse,BJPolS,r,fs,2
dataverse,BJPolS,r,lemon,2
dataverse,BJPolS,r,corpcor,2
dataverse,BJPolS,r,abind,2
dataverse,BJPolS,r,optmatch,2
dataverse,BJPolS,r,mapdata,2
dataverse,BJPolS,r,conText,2
dataverse,BJPolS,r,bayesplot,2
dataverse,BJPolS,r,randomForest,2
dataverse,BJPolS,r,modelr,2
dataverse,BJPolS,r,repmis,2
dataverse,BJPolS,r,qdap,2
dataverse,BJPolS,r,finalfit,2
dataverse,BJPolS,r,mnormt,2
dataverse,BJPolS,r,usethis,2
dataverse,BJPolS,r,DT,2
dataverse,BJPolS,r,quanteda.textmodels,2
dataverse,BJPolS,r,tokenizers,2
dataverse,BJPolS,r,parameters,2
dataverse,BJPolS,r,ZeligChoice,2
dataverse,BJPolS,r,dbplyr,2
dataverse,BJPolS,r,BMisc,2
dataverse,BJPolS,r,tseries,2
dataverse,BJPolS,r,vars,2
dataverse,BJPolS,r,dynlm,2
dataverse,BJPolS,r,xts,2
dataverse,BJPolS,r,bife,2
dataverse,BJPolS,r,geometry,2
dataverse,BJPolS,r,plot3D,2
dataverse,BJPolS,r,ROCR,2
dataverse,BJPolS,r,renv,2
dataverse,BJPolS,r,insight,2
dataverse,BJPolS,r,effectsize,2
dataverse,BJPolS,r,tidymodels,2
dataverse,BJPolS,r,flexsurv,2
dataverse,BJPolS,r,ggjoy,2
dataverse,BJPolS,r,systemfit,2
dataverse,BJPolS,r,fuzzyjoin,2
dataverse,BJPolS,r,collapse,2
dataverse,BJPolS,r,WeightIt,2
dataverse,BJPolS,r,stopwords,2
dataverse,BJPolS,r,numform,2
dataverse,BJPolS,r,units,2
dataverse,BJPolS,r,coin,2
dataverse,BJPolS,r,geepack,2
dataverse,BJPolS,r,tidylog,2
dataverse,BJPolS,r,ggplotify,2
dataverse,BJPolS,r,rsdmx,2
dataverse,BJPolS,r,gpclib,2
dataverse,BJPolS,r,rdlocrand,2
dataverse,BJPolS,r,rdpower,2
dataverse,BJPolS,r,R2WinBUGS,2
dataverse,BJPolS,r,multimode,1
dataverse,BJPolS,r,did,1
dataverse,BJPolS,r,etwfe,1
dataverse,BJPolS,r,table1,1
dataverse,BJPolS,r,ggstatsplot,1
dataverse,BJPolS,r,logistf,1
dataverse,BJPolS,r,regweight,1
dataverse,BJPolS,r,erer,1
dataverse,BJPolS,r,ggnetwork,1
dataverse,BJPolS,r,ggtern,1
dataverse,BJPolS,r,Jmisc,1
dataverse,BJPolS,r,RcppArmadillo,1
dataverse,BJPolS,r,nFactors,1
dataverse,BJPolS,r,FactoMineR,1
dataverse,BJPolS,r,geomnet,1
dataverse,BJPolS,r,mltools,1
dataverse,BJPolS,r,snakecase,1
dataverse,BJPolS,r,papaja,1
dataverse,BJPolS,r,textshape,1
dataverse,BJPolS,r,papeR,1
dataverse,BJPolS,r,compareGroups,1
dataverse,BJPolS,r,bookdown,1
dataverse,BJPolS,r,slam,1
dataverse,BJPolS,r,giscoR,1
dataverse,BJPolS,r,ivDiag,1
dataverse,BJPolS,r,ivmodel,1
dataverse,BJPolS,r,statnet,1
dataverse,BJPolS,r,polite,1
dataverse,BJPolS,r,ggsignif,1
dataverse,BJPolS,r,zipcode,1
dataverse,BJPolS,r,tidymv,1
dataverse,BJPolS,r,contsurvplot,1
dataverse,BJPolS,r,brglm2,1
dataverse,BJPolS,r,fect,1
dataverse,BJPolS,r,MetBrewer,1
dataverse,BJPolS,r,simex,1
dataverse,BJPolS,r,colorspace,1
dataverse,BJPolS,r,oglmx,1
dataverse,BJPolS,r,linkcomm,1
dataverse,BJPolS,r,testthat,1
dataverse,BJPolS,r,STARTS,1
dataverse,BJPolS,r,ggalluvial,1
dataverse,BJPolS,r,effsize,1
dataverse,BJPolS,r,diptest,1
dataverse,BJPolS,r,pBrackets,1
dataverse,BJPolS,r,DirectEffects,1
dataverse,BJPolS,r,cluster,1
dataverse,BJPolS,r,NbClust,1
dataverse,BJPolS,r,Exact,1
dataverse,BJPolS,r,oaxaca,1
dataverse,BJPolS,r,mclust,1
dataverse,BJPolS,r,doRNG,1
dataverse,BJPolS,r,diagis,1
dataverse,BJPolS,r,groundhog,1
dataverse,BJPolS,r,semTools,1
dataverse,BJPolS,r,pbkrtest,1
dataverse,BJPolS,r,hglm,1
dataverse,BJPolS,r,VCBART,1
dataverse,BJPolS,r,mapproj,1
dataverse,BJPolS,r,bindata,1
dataverse,BJPolS,r,nleqslv,1
dataverse,BJPolS,r,viridisLite,1
dataverse,BJPolS,r,MiscPsycho,1
dataverse,BJPolS,r,ggiraphExtra,1
dataverse,BJPolS,r,zeligverse,1
dataverse,BJPolS,r,utf8,1
dataverse,BJPolS,r,MLmetrics,1
dataverse,BJPolS,r,GJRM,1
dataverse,BJPolS,r,fastLink,1
dataverse,BJPolS,r,R2jags,1
dataverse,BJPolS,r,StanHeaders,1
dataverse,BJPolS,r,tables,1
dataverse,BJPolS,r,tikzDevice,1
dataverse,BJPolS,r,progress,1
dataverse,BJPolS,r,mapview,1
dataverse,BJPolS,r,tmaptools,1
dataverse,BJPolS,r,spData,1
dataverse,BJPolS,r,mcreplicate,1
dataverse,BJPolS,r,essurvey,1
dataverse,BJPolS,r,report,1
dataverse,BJPolS,r,latex2exp,1
dataverse,BJPolS,r,RgoogleMaps,1
dataverse,BJPolS,r,ggvis,1
dataverse,BJPolS,r,egg,1
dataverse,BJPolS,r,hash,1
dataverse,BJPolS,r,lsa,1
dataverse,BJPolS,r,loo,1
dataverse,BJPolS,r,posterior,1
dataverse,BJPolS,r,funtimes,1
dataverse,BJPolS,r,DyadRatios,1
dataverse,BJPolS,r,gtExtras,1
dataverse,BJPolS,r,simpleSetup,1
dataverse,BJPolS,r,randomForestSRC,1
dataverse,BJPolS,r,TTR,1
dataverse,BJPolS,r,projoint,1
dataverse,BJPolS,r,epiDisplay,1
dataverse,BJPolS,r,legislatoR,1
dataverse,BJPolS,r,crayon,1
dataverse,BJPolS,r,glmmML,1
dataverse,BJPolS,r,gapminder,1
dataverse,BJPolS,r,rddtools,1
dataverse,BJPolS,r,paletteer,1
dataverse,BJPolS,r,textcat,1
dataverse,BJPolS,r,academictwitteR,1
dataverse,BJPolS,r,xml2,1
dataverse,BJPolS,r,textreuse,1
dataverse,BJPolS,r,yarrr,1
dataverse,BJPolS,r,textdata,1
dataverse,BJPolS,r,Twitmo,1
dataverse,BJPolS,r,see,1
dataverse,BJPolS,r,gnumeric,1
dataverse,BJPolS,r,pollster,1
dataverse,BJPolS,r,anytime,1
dataverse,BJPolS,r,IsingFit,1
dataverse,BJPolS,r,qgraph,1
dataverse,BJPolS,r,IsingSampler,1
dataverse,BJPolS,r,MSCMT,1
dataverse,BJPolS,r,exactRankTests,1
dataverse,BJPolS,r,sensitivitymw,1
dataverse,BJPolS,r,sensitivitymv,1
dataverse,BJPolS,r,dbarts,1
dataverse,BJPolS,r,ca,1
dataverse,BJPolS,r,tableone,1
dataverse,BJPolS,r,move,1
dataverse,BJPolS,r,ncdf4,1
dataverse,BJPolS,r,timeSeries,1
dataverse,BJPolS,r,digest,1
dataverse,BJPolS,r,np,1
dataverse,BJPolS,r,Lmoments,1
dataverse,BJPolS,r,openai,1
dataverse,BJPolS,r,httr,1
dataverse,BJPolS,r,sidrar,1
dataverse,BJPolS,r,reticulate,1
dataverse,BJPolS,r,LMest,1
dataverse,BJPolS,r,MultiLCIRT,1
dataverse,BJPolS,r,brant,1
dataverse,BJPolS,r,rgl,1
dataverse,BJPolS,r,blme,1
dataverse,BJPolS,r,pspearman,1
dataverse,BJPolS,r,lavaanPlot,1
dataverse,BJPolS,r,ggsurvfit,1
dataverse,BJPolS,r,colortools,1
dataverse,BJPolS,r,binom,1
dataverse,BJPolS,r,leaps,1
dataverse,BJPolS,r,pmdplyr,1
dataverse,BJPolS,r,paramtest,1
dataverse,BJPolS,r,DIDmultiplegt,1
dataverse,BJPolS,r,fpp,1
dataverse,BJPolS,r,urca,1
dataverse,BJPolS,r,multilevel,1
dataverse,BJPolS,r,nonnest2,1
dataverse,BJPolS,r,dynsim,1
dataverse,BJPolS,r,TSA,1
dataverse,BJPolS,r,descriptio,1
dataverse,BJPolS,r,GDAtools,1
dataverse,BJPolS,r,r2mlm,1
dataverse,BJPolS,r,performance,1
dataverse,BJPolS,r,rnaturalearthdata,1
dataverse,BJPolS,r,plotly,1
dataverse,BJPolS,r,processx,1
dataverse,BJPolS,r,Rtsne,1
dataverse,BJPolS,r,rsvd,1
dataverse,BJPolS,r,mitools,1
dataverse,BJPolS,r,gee,1
dataverse,BJPolS,r,AICcmodavg,1
dataverse,BJPolS,r,meboot,1
dataverse,BJPolS,r,bcp,1
dataverse,BJPolS,r,spduration,1
dataverse,BJPolS,r,vegan,1
dataverse,BJPolS,r,docopt,1
dataverse,BJPolS,r,MSBVAR,1
dataverse,BJPolS,r,tictoc,1
dataverse,BJPolS,r,areal,1
dataverse,BJPolS,r,shinystan,1
dataverse,BJPolS,r,cli,1
dataverse,BJPolS,r,coxphf,1
dataverse,BJPolS,r,coalitions,1
dataverse,BJPolS,r,locpol,1
dataverse,BJPolS,r,MissMech,1
dataverse,BJPolS,r,VGAM,1
dataverse,BJPolS,r,rstanarm,1
dataverse,BJPolS,r,psychTools,1
dataverse,BJPolS,r,semTable,1
dataverse,BJPolS,r,paran,1
dataverse,BJPolS,r,party,1
dataverse,BJPolS,r,permimp,1
dataverse,BJPolS,r,pdp,1
dataverse,BJPolS,r,tth,1
dataverse,BJPolS,r,terra,1
dataverse,BJPolS,r,cartogram,1
dataverse,BJPolS,r,fabricatr,1
dataverse,BJPolS,r,RTextTools,1
dataverse,BJPolS,r,qdapDictionaries,1
dataverse,BJPolS,r,Formula,1
dataverse,BJPolS,r,RGraphics,1
dataverse,BJPolS,r,ivpack,1
dataverse,BJPolS,r,ggbiplot,1
dataverse,BJPolS,r,eba,1
dataverse,BJPolS,r,seqR,1
dataverse,BJPolS,r,ukbabynames,1
dataverse,BJPolS,r,legendry,1
dataverse,BJPolS,r,pander,1
dataverse,BJPolS,r,fuzzylink,1
dataverse,BJPolS,r,gridtext,1
dataverse,BJPolS,r,lolog,1
dataverse,BJPolS,r,SentimentAnalysis,1
dataverse,BJPolS,r,robustbase,1
dataverse,BJPolS,r,cancensus,1
dataverse,BJPolS,r,sfheaders,1
dataverse,BJPolS,r,rosm,1
dataverse,BJPolS,r,geojsonsf,1
dataverse,BJPolS,r,rmapshaper,1
dataverse,BJPolS,r,formula.tools,1
dataverse,BJPolS,r,nbpMatching,1
dataverse,BJPolS,r,panelr,1
dataverse,BJPolS,r,spgwr,1
dataverse,BJPolS,r,geobr,1
dataverse,BJPolS,r,states,1
dataverse,BJPolS,r,png,1
dataverse,BJPolS,r,sciplot,1
dataverse,BJPolS,r,umap,1
dataverse,BJPolS,r,RcppParallel,1
dataverse,BJPolS,r,parlitools,1
dataverse,BJPolS,r,tsibble,1
dataverse,BJPolS,r,CBPS,1
dataverse,BJPolS,r,SVMMatch,1
dataverse,BJPolS,r,alr3,1
dataverse,BJPolS,r,plotDK,1
dataverse,BJPolS,r,gridpattern,1
dataverse,BJPolS,r,apaTables,1
dataverse,BJPolS,r,infer,1
dataverse,BJPolS,r,lazyeval,1
dataverse,BJPolS,r,schoolmath,1
dataverse,BJPolS,r,corrgram,1
dataverse,BJPolS,r,ANOVAreplication,1
dataverse,BJPolS,r,DRDID,1
dataverse,BJPolS,r,deflateBR,1
dataverse,BJPolS,r,genderBR,1
dataverse,BJPolS,r,DCPO,1
dataverse,BJPolS,r,rootSolve,1
dataverse,BJPolS,r,nlshrink,1
dataverse,BJPolS,r,ineq,1
dataverse,BJPolS,r,fitdistrplus,1
dataverse,BJPolS,r,tmvtnorm,1
dataverse,BJPolS,r,runjags,1
dataverse,BJPolS,r,treemapify,1
dataverse,BJPolS,r,reactable,1
dataverse,BJPolS,r,reactablefmtr,1
dataverse,BJPolS,r,htmlwidgets,1
dataverse,BJPolS,r,webshot,1
dataverse,BJPolS,r,etable,1
dataverse,BJPolS,r,fwildclusterboot,1
dataverse,BJPolS,r,PupillometryR,1
dataverse,BJPolS,r,ghibli,1
dataverse,BJPolS,r,gesisdata,1
dataverse,BJPolS,r,osfr,1
dataverse,BJPolS,r,tabulapdf,1
dataverse,BJPolS,r,bayestestR,1
dataverse,BJPolS,r,vroom,1
dataverse,BJPolS,r,textclean,1
dataverse,BJPolS,r,bursts,1
dataverse,BJPolS,r,LaplacesDemon,1
dataverse,BJPolS,r,ggalt,1
dataverse,BJPolS,r,diagram,1
dataverse,BJPolS,r,HiveR,1
dataverse,BJPolS,r,RSiena,1
dataverse,BJPolS,r,quantreg,1
dataverse,BJPolS,r,rprojroot,1
dataverse,BJPolS,r,assertthat,1
dataverse,BJPolS,r,sentimentr,1
dataverse,BJPolS,r,rjson,1
dataverse,BJPolS,r,R.utils,1
dataverse,BJPolS,r,bib2df,1
dataverse,BJPolS,r,ggfittext,1
dataverse,BJPolS,r,QuantPsyc,1
dataverse,BJPolS,r,snow,1
dataverse,BJPolS,r,FindIt,1
dataverse,BJPolS,r,EValue,1
dataverse,BJPolS,r,socviz,1
dataverse,BJPolS,r,WebPower,1
dataverse,BJPolS,r,tidycomm,1
dataverse,BJPolS,r,mltest,1
dataverse,BJPolS,r,ExtremeBounds,1
dataverse,BJPolS,r,prettymapr,1
dataverse,BJPolS,r,ivdesc,1
dataverse,BJPolS,r,pwr,1
dataverse,BJPolS,r,BiocManager,1
