source,collection_id,language,package,n_deposits
dataverse,JPE,python,pyperclip,2
dataverse,JPE,python,packaging,2
dataverse,JPE,python,tabulate,2
dataverse,JPE,python,patsy,2
dataverse,JPE,python,utils,2
dataverse,JPE,python,jsonschema,1
dataverse,JPE,python,git_manager,1
dataverse,JPE,python,schema-validator,1
dataverse,JPE,python,wb-api-client,1
dataverse,JPE,python,ccm,1
dataverse,JPE,python,python-dateutil,1
dataverse,JPE,python,wrds,1
dataverse,JPE,python,joblib,1
dataverse,JPE,python,paddlehub,1
dataverse,JPE,python,util,1
dataverse,JPE,python,cvxpy,1
dataverse,JPE,python,lp,1
dataverse,JPE,python,classification,1
dataverse,JPE,python,fairlearn,1
dataverse,JPE,python,selenium,1
dataverse,JPE,python,webdriver-manager,1
dataverse,JPE,python,undetected-chromedriver,1
dataverse,JPE,python,org,1
dataverse,JPE,python,test,1
dataverse,JPE,python,docutils,1
dataverse,JPE,python,pywin32,1
dataverse,JPE,python,Pygments,1
dataverse,JPE,python,pgen2,1
dataverse,JPE,python,java,1
dataverse,JPE,python,usercustomize,1
dataverse,JPE,python,pip,1
dataverse,JPE,python,wheel,1
dataverse,JPE,python,fintl,1
dataverse,JPE,python,pysource,1
dataverse,JPE,python,reindent,1
dataverse,JPE,python,pyperf,1
dataverse,JPE,python,spacy,1
dataverse,JPE,python,paths,1
dataverse,JPE,python,supply,1
dataverse,JPE,python,demand,1
dataverse,JPE,python,autograd,1
dataverse,JPE,python,Moments,1
dataverse,JPE,python,GMM,1
dataverse,JPE,python,calibration,1
dataverse,JPE,python,winding-number,1
dataverse,JPE,python,sequence-jacobian,1
dataverse,JPE,python,graphviz,1
dataverse,JPE,python,fuzzywuzzy,1
dataverse,JPE,python,pymssql,1
dataverse,JPE,python,source,1
dataverse,JPE,python,python-dotenv,1
dataverse,JPE,python,quantecon,1
dataverse,JPE,python,tikzplotlib,1
dataverse,JPE,python,tools,1
dataverse,JPE,python,routines,1
dataverse,JPE,python,datasets,1
dataverse,JPE,python,pandas-datareader,1
dataverse,JPE,python,mpi4py,1
dataverse,JPE,python,counterfactuals,1
dataverse,JPE,python,loader,1
dataverse,JPE,python,nltk,1
dataverse,JPE,python,country_list,1
dataverse,JPE,python,Unidecode,1
dataverse,JPE,python,Django,1
dataverse,JPE,python,otree,1
dataverse,JPE,python,numpy-financial,1
dataverse,JPE,python,model,1
dataverse,JPE,python,nlopt,1
dataverse,JPE,python,cycler,1
dataverse,JPE,python,lxml,1
dataverse,JPE,python,src,1
dataverse,JPE,python,pandasql,1
dataverse,JPE,python,interpolation,1
dataverse,JPE,python,dask,1
dataverse,JPE,python,stata-setup,1
dataverse,JPE,python,pystata,1
dataverse,JPE,python,pyreadstat,1
dataverse,JPE,python,googlemaps,1
dataverse,JPE,python,openai,1
dataverse,JPE,python,sympy,1
dataverse,JPE,python,pyhdfe,1
dataverse,JPE,python,pyblp,1
dataverse,JPE,python,geog,1
dataverse,JPE,python,Pillow,1
dataverse,JPE,python,opencv-python,1
dataverse,JPE,python,scikit-image,1
dataverse,JPE,python,pytesseract,1
dataverse,JPE,python,tensorflow,1
dataverse,JPE,python,latextable,1
dataverse,JPE,python,texttable,1
dataverse,JPE,r,dplyr,37
dataverse,JPE,r,ggplot2,31
dataverse,JPE,r,tidyverse,28
dataverse,JPE,r,data.table,24
dataverse,JPE,r,haven,22
dataverse,JPE,r,stringr,20
dataverse,JPE,r,scales,17
dataverse,JPE,r,foreign,16
dataverse,JPE,r,readxl,16
dataverse,JPE,r,tidyr,16
dataverse,JPE,r,xtable,15
dataverse,JPE,r,plyr,14
dataverse,JPE,r,stargazer,14
dataverse,JPE,r,knitr,13
dataverse,JPE,r,lfe,12
dataverse,JPE,r,fixest,11
dataverse,JPE,r,sf,9
dataverse,JPE,r,lubridate,9
dataverse,JPE,r,gridExtra,8
dataverse,JPE,r,MASS,8
dataverse,JPE,r,reshape2,8
dataverse,JPE,r,sandwich,8
dataverse,JPE,r,latex2exp,8
dataverse,JPE,r,Hmisc,7
dataverse,JPE,r,readr,7
dataverse,JPE,r,broom,7
dataverse,JPE,r,lmtest,7
dataverse,JPE,r,cowplot,7
dataverse,JPE,r,kableExtra,7
dataverse,JPE,r,doParallel,6
dataverse,JPE,r,zoo,6
dataverse,JPE,r,rstudioapi,6
dataverse,JPE,r,mvtnorm,6
dataverse,JPE,r,plm,6
dataverse,JPE,r,tibble,6
dataverse,JPE,r,RColorBrewer,6
dataverse,JPE,r,DescTools,6
dataverse,JPE,r,purrr,6
dataverse,JPE,r,readstata13,5
dataverse,JPE,r,ggpubr,5
dataverse,JPE,r,devtools,5
dataverse,JPE,r,stringi,5
dataverse,JPE,r,ggthemes,5
dataverse,JPE,r,pacman,5
dataverse,JPE,r,modelsummary,5
dataverse,JPE,r,pracma,4
dataverse,JPE,r,Matrix,4
dataverse,JPE,r,hrbrthemes,4
dataverse,JPE,r,here,4
dataverse,JPE,r,tikzDevice,4
dataverse,JPE,r,raster,4
dataverse,JPE,r,patchwork,4
dataverse,JPE,r,psych,4
dataverse,JPE,r,ggrepel,4
dataverse,JPE,r,sp,3
dataverse,JPE,r,nleqslv,3
dataverse,JPE,r,binsreg,3
dataverse,JPE,r,foreach,3
dataverse,JPE,r,stringdist,3
dataverse,JPE,r,openxlsx,3
dataverse,JPE,r,AER,3
dataverse,JPE,r,car,3
dataverse,JPE,r,lattice,3
dataverse,JPE,r,fastDummies,3
dataverse,JPE,r,png,3
dataverse,JPE,r,numDeriv,3
dataverse,JPE,r,randomForest,3
dataverse,JPE,r,rlang,3
dataverse,JPE,r,tidytext,3
dataverse,JPE,r,arrow,3
dataverse,JPE,r,maps,3
dataverse,JPE,r,writexl,3
dataverse,JPE,r,RStata,3
dataverse,JPE,r,gt,3
dataverse,JPE,r,forcats,3
dataverse,JPE,r,mgcv,3
dataverse,JPE,r,rgdal,2
dataverse,JPE,r,RSQLite,2
dataverse,JPE,r,maptools,2
dataverse,JPE,r,mapview,2
dataverse,JPE,r,reldist,2
dataverse,JPE,r,magrittr,2
dataverse,JPE,r,gtools,2
dataverse,JPE,r,bit64,2
dataverse,JPE,r,progress,2
dataverse,JPE,r,tm,2
dataverse,JPE,r,survival,2
dataverse,JPE,r,did,2
dataverse,JPE,r,pscl,2
dataverse,JPE,r,nnet,2
dataverse,JPE,r,Rcpp,2
dataverse,JPE,r,fields,2
dataverse,JPE,r,ape,2
dataverse,JPE,r,alpaca,2
dataverse,JPE,r,doBy,2
dataverse,JPE,r,egg,2
dataverse,JPE,r,shiny,2
dataverse,JPE,r,abind,2
dataverse,JPE,r,igraph,2
dataverse,JPE,r,reshape,2
dataverse,JPE,r,tseries,2
dataverse,JPE,r,Formula,2
dataverse,JPE,r,wordcloud,2
dataverse,JPE,r,visNetwork,2
dataverse,JPE,r,wordnet,2
dataverse,JPE,r,viridis,2
dataverse,JPE,r,marginaleffects,2
dataverse,JPE,r,tidylog,2
dataverse,JPE,r,mfx,2
dataverse,JPE,r,msm,2
dataverse,JPE,r,multiwayvcov,2
dataverse,JPE,r,bbmle,2
dataverse,JPE,r,pryr,2
dataverse,JPE,r,remotes,2
dataverse,JPE,r,directlabels,2
dataverse,JPE,r,texreg,2
dataverse,JPE,r,gdata,2
dataverse,JPE,r,VGAM,2
dataverse,JPE,r,tidytable,2
dataverse,JPE,r,countrycode,2
dataverse,JPE,r,rmapshaper,2
dataverse,JPE,r,future,2
dataverse,JPE,r,Rfast,2
dataverse,JPE,r,tidyselect,2
dataverse,JPE,r,tictoc,2
dataverse,JPE,r,ipumsr,2
dataverse,JPE,r,sampleSelection,2
dataverse,JPE,r,dotwhisker,2
dataverse,JPE,r,nloptr,2
dataverse,JPE,r,corrplot,2
dataverse,JPE,r,ggpattern,2
dataverse,JPE,r,glmnet,2
dataverse,JPE,r,R.utils,2
dataverse,JPE,r,vtable,2
dataverse,JPE,r,estimatr,2
dataverse,JPE,r,randomizr,2
dataverse,JPE,r,glue,2
dataverse,JPE,r,cdlTools,1
dataverse,JPE,r,spatstat.univar,1
dataverse,JPE,r,GPArotation,1
dataverse,JPE,r,mapchina,1
dataverse,JPE,r,rgeos,1
dataverse,JPE,r,mefa,1
dataverse,JPE,r,emayili,1
dataverse,JPE,r,lpSolveAPI,1
dataverse,JPE,r,spatstat,1
dataverse,JPE,r,xlsx,1
dataverse,JPE,r,DBI,1
dataverse,JPE,r,RPostgres,1
dataverse,JPE,r,xml2,1
dataverse,JPE,r,vroom,1
dataverse,JPE,r,quanteda,1
dataverse,JPE,r,timereg,1
dataverse,JPE,r,coxme,1
dataverse,JPE,r,bacondecomp,1
dataverse,JPE,r,DIDmultiplegtDYN,1
dataverse,JPE,r,ROCR,1
dataverse,JPE,r,Lahman,1
dataverse,JPE,r,vcdExtra,1
dataverse,JPE,r,usethis,1
dataverse,JPE,r,archive,1
dataverse,JPE,r,RPostgreSQL,1
dataverse,JPE,r,RODBC,1
dataverse,JPE,r,RSpectra,1
dataverse,JPE,r,RUnit,1
dataverse,JPE,r,codetools,1
dataverse,JPE,r,RcppCCTZ,1
dataverse,JPE,r,lme4,1
dataverse,JPE,r,TH.data,1
dataverse,JPE,r,trtf,1
dataverse,JPE,r,tram,1
dataverse,JPE,r,rms,1
dataverse,JPE,r,coin,1
dataverse,JPE,r,ATR,1
dataverse,JPE,r,multcomp,1
dataverse,JPE,r,vcd,1
dataverse,JPE,r,colorspace,1
dataverse,JPE,r,bife,1
dataverse,JPE,r,covr,1
dataverse,JPE,r,kinship2,1
dataverse,JPE,r,nlme,1
dataverse,JPE,r,bench,1
dataverse,JPE,r,cubature,1
dataverse,JPE,r,DRDID,1
dataverse,JPE,r,BMisc,1
dataverse,JPE,r,boot,1
dataverse,JPE,r,microbenchmark,1
dataverse,JPE,r,gtable,1
dataverse,JPE,r,filehash,1
dataverse,JPE,r,pander,1
dataverse,JPE,r,forecast,1
dataverse,JPE,r,expsmooth,1
dataverse,JPE,r,formatR,1
dataverse,JPE,r,formattable,1
dataverse,JPE,r,hexbin,1
dataverse,JPE,r,marray,1
dataverse,JPE,r,Cairo,1
dataverse,JPE,r,extrafont,1
dataverse,JPE,r,itertools,1
dataverse,JPE,r,lava,1
dataverse,JPE,r,mets,1
dataverse,JPE,r,geepack,1
dataverse,JPE,r,targeted,1
dataverse,JPE,r,lda,1
dataverse,JPE,r,lsa,1
dataverse,JPE,r,mockery,1
dataverse,JPE,r,testthat,1
dataverse,JPE,r,mockr,1
dataverse,JPE,r,fs,1
dataverse,JPE,r,pkgload,1
dataverse,JPE,r,robustbase,1
dataverse,JPE,r,HH,1
dataverse,JPE,r,ISwR,1
dataverse,JPE,r,gsDesign,1
dataverse,JPE,r,asd,1
dataverse,JPE,r,DoseFinding,1
dataverse,JPE,r,qrng,1
dataverse,JPE,r,nanotime,1
dataverse,JPE,r,xts,1
dataverse,JPE,r,network,1
dataverse,JPE,r,sna,1
dataverse,JPE,r,jpeg,1
dataverse,JPE,r,logger,1
dataverse,JPE,r,descr,1
dataverse,JPE,r,tables,1
dataverse,JPE,r,Epi,1
dataverse,JPE,r,pillar,1
dataverse,JPE,r,vctrs,1
dataverse,JPE,r,cli,1
dataverse,JPE,r,DiagrammeR,1
dataverse,JPE,r,quanteda.textplots,1
dataverse,JPE,r,quanteda.textmodels,1
dataverse,JPE,r,stm,1
dataverse,JPE,r,readtext,1
dataverse,JPE,r,quanteda.textstats,1
dataverse,JPE,r,fastNaiveBayes,1
dataverse,JPE,r,naivebayes,1
dataverse,JPE,r,reformulas,1
dataverse,JPE,r,tinytest,1
dataverse,JPE,r,glmmTMB,1
dataverse,JPE,r,sm,1
dataverse,JPE,r,sfsmisc,1
dataverse,JPE,r,sparsevctrs,1
dataverse,JPE,r,statnet.common,1
dataverse,JPE,r,strucchange,1
dataverse,JPE,r,janeaustenr,1
dataverse,JPE,r,topicmodels,1
dataverse,JPE,r,timeDate,1
dataverse,JPE,r,timeSeries,1
dataverse,JPE,r,PerformanceAnalytics,1
dataverse,JPE,r,fTrading,1
dataverse,JPE,r,benchr,1
dataverse,JPE,r,wand,1
dataverse,JPE,r,dittodb,1
dataverse,JPE,r,tokenizers,1
dataverse,JPE,r,stopwords,1
dataverse,JPE,r,slam,1
dataverse,JPE,r,OAIHarvester,1
dataverse,JPE,r,urca,1
dataverse,JPE,r,dse1,1
dataverse,JPE,r,vars,1
dataverse,JPE,r,fracdiff,1
dataverse,JPE,r,uroot,1
dataverse,JPE,r,rpart,1
dataverse,JPE,r,fst,1
dataverse,JPE,r,qs,1
dataverse,JPE,r,osmdata,1
dataverse,JPE,r,nngeo,1
dataverse,JPE,r,curl,1
dataverse,JPE,r,pdftools,1
dataverse,JPE,r,tinytex,1
dataverse,JPE,r,MatchIt,1
dataverse,JPE,r,fipio,1
dataverse,JPE,r,tinytable,1
dataverse,JPE,r,tigris,1
dataverse,JPE,r,geos,1
dataverse,JPE,r,pbmcapply,1
dataverse,JPE,r,clusterSEs,1
dataverse,JPE,r,nlWaldTest,1
dataverse,JPE,r,restriktor,1
dataverse,JPE,r,extRemes,1
dataverse,JPE,r,miceadds,1
dataverse,JPE,r,alr3,1
dataverse,JPE,r,zTree,1
dataverse,JPE,r,rworldmap,1
dataverse,JPE,r,proj4,1
dataverse,JPE,r,ggmap,1
dataverse,JPE,r,measurements,1
dataverse,JPE,r,limSolve,1
dataverse,JPE,r,cyphr,1
dataverse,JPE,r,GA,1
dataverse,JPE,r,fBasics,1
dataverse,JPE,r,jsonlite,1
dataverse,JPE,r,statar,1
dataverse,JPE,r,phonics,1
dataverse,JPE,r,mirt,1
dataverse,JPE,r,mirtCAT,1
dataverse,JPE,r,aod,1
dataverse,JPE,r,iterators,1
dataverse,JPE,r,doFuture,1
dataverse,JPE,r,progressr,1
dataverse,JPE,r,questionr,1
dataverse,JPE,r,lavaan,1
dataverse,JPE,r,tmap,1
dataverse,JPE,r,conleyreg,1
dataverse,JPE,r,jtools,1
dataverse,JPE,r,robomit,1
dataverse,JPE,r,compareGroups,1
dataverse,JPE,r,expss,1
dataverse,JPE,r,maxLik,1
dataverse,JPE,r,showtext,1
dataverse,JPE,r,rlist,1
dataverse,JPE,r,grf,1
dataverse,JPE,r,groundhog,1
dataverse,JPE,r,plotly,1
dataverse,JPE,r,targets,1
dataverse,JPE,r,tarchetypes,1
dataverse,JPE,r,future.callr,1
dataverse,JPE,r,dataverse,1
dataverse,JPE,r,renv,1
dataverse,JPE,r,revealedPrefs,1
dataverse,JPE,r,UpSetR,1
dataverse,JPE,r,ORDER2PARENT,1
dataverse,JPE,r,copula,1
dataverse,JPE,r,rJavaEnv,1
dataverse,JPE,r,hunspell,1
dataverse,JPE,r,textclean,1
dataverse,JPE,r,SnowballC,1
dataverse,JPE,r,mlr,1
dataverse,JPE,r,parallelMap,1
dataverse,JPE,r,pbapply,1
dataverse,JPE,r,ggwordcloud,1
dataverse,JPE,r,textstem,1
dataverse,JPE,r,NLP,1
dataverse,JPE,r,openNLP,1
dataverse,JPE,r,emIRT,1
dataverse,JPE,r,R.matlab,1
dataverse,JPE,r,ggExtra,1
dataverse,JPE,r,ggridges,1
dataverse,JPE,r,latticeExtra,1
dataverse,JPE,r,openair,1
dataverse,JPE,r,vegan,1
dataverse,JPE,r,shapes,1
dataverse,JPE,r,tmvtnorm,1
dataverse,JPE,r,corpcor,1
dataverse,JPE,r,compositions,1
dataverse,JPE,r,matrixcalc,1
dataverse,JPE,r,expm,1
dataverse,JPE,r,RGCCA,1
dataverse,JPE,r,RecordLinkage,1
dataverse,JPE,r,matrixStats,1
dataverse,JPE,r,geonames,1
dataverse,JPE,r,cleangeo,1
dataverse,JPE,r,geobr,1
dataverse,JPE,r,units,1
dataverse,JPE,r,rmarkdown,1
dataverse,JPE,r,binsmooth,1
dataverse,JPE,r,caret,1
dataverse,JPE,r,mice,1
dataverse,JPE,r,VIM,1
dataverse,JPE,r,ranger,1
dataverse,JPE,r,xgboost,1
dataverse,JPE,r,gcookbook,1
dataverse,JPE,r,fUnitRoots,1
dataverse,JPE,r,moments,1
dataverse,JPE,r,BB,1
dataverse,JPE,r,geosphere,1
dataverse,JPE,r,rcartocolor,1
dataverse,JPE,r,ggpmisc,1
dataverse,JPE,r,harmonicmeanp,1
dataverse,JPE,r,Deriv,1
dataverse,JPE,r,BLPestimatoR,1
dataverse,JPE,r,RcppArmadillo,1
dataverse,JPE,r,randtoolbox,1
dataverse,JPE,r,ConSpline,1
dataverse,JPE,r,fda,1
dataverse,JPE,r,trackr,1
dataverse,JPE,r,mc2d,1
dataverse,JPE,r,datawizard,1
dataverse,JPE,r,hdm,1
dataverse,JPE,r,ri2,1
dataverse,JPE,r,janitor,1
dataverse,JPE,r,RCT,1
dataverse,JPE,r,Rtsne,1
dataverse,JPE,r,ggh4x,1
dataverse,JPE,r,rmatio,1
dataverse,JPE,r,lemon,1
dataverse,JPE,r,spatialEco,1
dataverse,JPE,r,sessioninfo,1
dataverse,JPE,r,ggtext,1
dataverse,JPE,r,snowfall,1
dataverse,JPE,r,mlogit,1
dataverse,JPE,r,yaml,1
dataverse,JPE,r,EnvStats,1
dataverse,JPE,r,GJRM,1
dataverse,JPE,r,weights,1
dataverse,JPE,r,rstatix,1
dataverse,JPE,stata,estout,114
dataverse,JPE,stata,reghdfe,60
dataverse,JPE,stata,outreg2,35
dataverse,JPE,stata,coefplot,33
dataverse,JPE,stata,binscatter,27
dataverse,JPE,stata,gtools,21
dataverse,JPE,stata,unique,18
dataverse,JPE,stata,winsor2,17
dataverse,JPE,stata,ivreghdfe,17
dataverse,JPE,stata,ivreg2,16
dataverse,JPE,stata,distinct,11
dataverse,JPE,stata,grstyle,9
dataverse,JPE,stata,ppmlhdfe,8
dataverse,JPE,stata,winsor,8
dataverse,JPE,stata,spmap,8
dataverse,JPE,stata,carryforward,8
dataverse,JPE,stata,ritest,7
dataverse,JPE,stata,parmest,7
dataverse,JPE,stata,rdrobust,7
dataverse,JPE,stata,grc1leg2,7
dataverse,JPE,stata,palettes,6
dataverse,JPE,stata,texsave,6
dataverse,JPE,stata,ftools,6
dataverse,JPE,stata,balancetable,6
dataverse,JPE,stata,mdesc,5
dataverse,JPE,stata,mmerge,5
dataverse,JPE,stata,texdoc,5
dataverse,JPE,stata,regsave,5
dataverse,JPE,stata,psacalc,5
dataverse,JPE,stata,outreg,5
dataverse,JPE,stata,heatplot,5
dataverse,JPE,stata,maptile,4
dataverse,JPE,stata,geodist,4
dataverse,JPE,stata,fs,4
dataverse,JPE,stata,listtab,4
dataverse,JPE,stata,rwolf2,4
dataverse,JPE,stata,reclink,4
dataverse,JPE,stata,shp2dta,4
dataverse,JPE,stata,labutil,4
dataverse,JPE,stata,tabout,4
dataverse,JPE,stata,filelist,3
dataverse,JPE,stata,csdid,3
dataverse,JPE,stata,rwolf,3
dataverse,JPE,stata,cdfplot,3
dataverse,JPE,stata,boottest,3
dataverse,JPE,stata,leebounds,3
dataverse,JPE,stata,distplot,3
dataverse,JPE,stata,statastates,3
dataverse,JPE,stata,event_plot,3
dataverse,JPE,stata,did_imputation,3
dataverse,JPE,stata,pdslasso,3
dataverse,JPE,stata,outtable,3
dataverse,JPE,stata,stop,3
dataverse,JPE,stata,geo2xy,3
dataverse,JPE,stata,mhtreg,3
dataverse,JPE,stata,wyoung,3
dataverse,JPE,stata,mylabels,3
dataverse,JPE,stata,lassopack,3
dataverse,JPE,stata,hdfe,3
dataverse,JPE,stata,missings,3
dataverse,JPE,stata,ereplace,2
dataverse,JPE,stata,ciplot,2
dataverse,JPE,stata,eventdd,2
dataverse,JPE,stata,shapley2,2
dataverse,JPE,stata,strdist,2
dataverse,JPE,stata,twostepweakiv,2
dataverse,JPE,stata,fre,2
dataverse,JPE,stata,rangestat,2
dataverse,JPE,stata,center,2
dataverse,JPE,stata,geoinpoly,2
dataverse,JPE,stata,orth_out,2
dataverse,JPE,stata,swindex,2
dataverse,JPE,stata,copydesc,2
dataverse,JPE,stata,weakivtest,2
dataverse,JPE,stata,seq,2
dataverse,JPE,stata,rsource,2
dataverse,JPE,stata,bacondecomp,2
dataverse,JPE,stata,bf,1
dataverse,JPE,stata,cic,1
dataverse,JPE,stata,robreg,1
dataverse,JPE,stata,sreweight,1
dataverse,JPE,stata,dag,1
dataverse,JPE,stata,binscatterhist,1
dataverse,JPE,stata,sensemakr,1
dataverse,JPE,stata,rscript,1
dataverse,JPE,stata,sdecode,1
dataverse,JPE,stata,ingap,1
dataverse,JPE,stata,randtreat,1
dataverse,JPE,stata,eventstudyinteract,1
dataverse,JPE,stata,univar,1
dataverse,JPE,stata,ttable2,1
dataverse,JPE,stata,psmatch2,1
dataverse,JPE,stata,gsample,1
dataverse,JPE,stata,grqreg,1
dataverse,JPE,stata,strgroup,1
dataverse,JPE,stata,sutex,1
dataverse,JPE,stata,rtfutil,1
dataverse,JPE,stata,vam,1
dataverse,JPE,stata,corrtex,1
dataverse,JPE,stata,nsplit,1
dataverse,JPE,stata,insheetjson,1
dataverse,JPE,stata,dmout,1
dataverse,JPE,stata,icw_index,1
dataverse,JPE,stata,chartab,1
dataverse,JPE,stata,spgen,1
dataverse,JPE,stata,lgraph,1
dataverse,JPE,stata,ivreg_ss,1
dataverse,JPE,stata,ebalance,1
dataverse,JPE,stata,locproj,1
dataverse,JPE,stata,asreg,1
dataverse,JPE,stata,try,1
dataverse,JPE,stata,pwcov,1
dataverse,JPE,stata,honestdid,1
dataverse,JPE,stata,fastcd,1
dataverse,JPE,stata,nnmatch,1
dataverse,JPE,stata,dups,1
dataverse,JPE,stata,mergepoly,1
dataverse,JPE,stata,spgrid,1
dataverse,JPE,stata,confa,1
dataverse,JPE,stata,rddensity,1
dataverse,JPE,stata,cem,1
dataverse,JPE,stata,pretrends,1
dataverse,JPE,stata,ssaggregate,1
dataverse,JPE,stata,runby,1
dataverse,JPE,stata,require,1
dataverse,JPE,stata,mipolate,1
dataverse,JPE,stata,kountry,1
dataverse,JPE,stata,ebalfit,1
dataverse,JPE,stata,pathutil,1
dataverse,JPE,stata,tabstatmat,1
dataverse,JPE,stata,listtex,1
dataverse,JPE,stata,inequal7,1
dataverse,JPE,stata,fmm,1
dataverse,JPE,stata,personage,1
dataverse,JPE,stata,addplot,1
dataverse,JPE,stata,acreg,1
dataverse,JPE,stata,ihstrans,1
dataverse,JPE,stata,qreg2,1
dataverse,JPE,stata,asdoc,1
dataverse,JPE,stata,oaxaca,1
dataverse,JPE,stata,tolower,1
dataverse,JPE,stata,tuples,1
dataverse,JPE,stata,ietoolkit,1
dataverse,JPE,stata,moreobs,1
dataverse,JPE,stata,stcmd,1
dataverse,JPE,stata,synth,1
dataverse,JPE,stata,parallel,1
dataverse,JPE,stata,latab,1
dataverse,JPE,stata,sumstats,1
dataverse,JPE,stata,freduse,1
dataverse,JPE,stata,spell,1
dataverse,JPE,stata,charlist,1
dataverse,JPE,stata,safedrop,1
dataverse,JPE,stata,tidy,1
dataverse,JPE,stata,eret2,1
dataverse,JPE,stata,tsegen,1
dataverse,JPE,stata,tr,1
dataverse,JPE,stata,summtab,1
dataverse,JPE,stata,moments,1
dataverse,JPE,stata,ptvtools,1
dataverse,JPE,stata,dataout,1
dataverse,JPE,stata,autofmt,1
dataverse,JPE,stata,dudahart,1
dataverse,JPE,stata,weakiv,1
dataverse,JPE,stata,gzsave,1
dataverse,JPE,stata,astile,1
dataverse,JPE,stata,fastxtile,1
dataverse,JPE,stata,sxpose,1
dataverse,JPE,stata,sutex2,1
dataverse,JPE,stata,xtscc,1
dataverse,JPE,stata,mhtexp,1
dataverse,JPE,stata,persuasio,1
dataverse,JPE,stata,cart,1
dataverse,JPE,stata,gets,1
dataverse,JPE,stata,matpwcorr,1
dataverse,JPE_Macroeconomics,python,numpy,9
dataverse,JPE_Macroeconomics,python,matplotlib,8
dataverse,JPE_Macroeconomics,python,pandas,7
dataverse,JPE_Macroeconomics,python,scipy,7
dataverse,JPE_Macroeconomics,python,statsmodels,4
dataverse,JPE_Macroeconomics,python,seaborn,3
dataverse,JPE_Macroeconomics,python,sequence-jacobian,3
dataverse,JPE_Macroeconomics,python,numba,2
dataverse,JPE_Macroeconomics,python,linearmodels,1
dataverse,JPE_Macroeconomics,python,tabulate,1
dataverse,JPE_Macroeconomics,python,sympy,1
dataverse,JPE_Macroeconomics,python,ipumspy,1
dataverse,JPE_Macroeconomics,python,ikc,1
dataverse,JPE_Macroeconomics,python,utilities,1
dataverse,JPE_Macroeconomics,python,models,1
dataverse,JPE_Macroeconomics,python,plotting,1
dataverse,JPE_Macroeconomics,python,geopandas,1
dataverse,JPE_Macroeconomics,python,winding-number,1
dataverse,JPE_Macroeconomics,python,pytest,1
dataverse,JPE_Macroeconomics,python,graphics,1
dataverse,JPE_Macroeconomics,python,fredapi,1
dataverse,JPE_Macroeconomics,python,utils,1
dataverse,JPE_Macroeconomics,python,jacobian,1
dataverse,JPE_Macroeconomics,python,nonlinear,1
dataverse,JPE_Macroeconomics,python,hank,1
dataverse,JPE_Macroeconomics,python,tools,1
dataverse,JPE_Macroeconomics,r,haven,5
dataverse,JPE_Macroeconomics,r,data.table,4
dataverse,JPE_Macroeconomics,r,tidyverse,4
dataverse,JPE_Macroeconomics,r,readxl,4
dataverse,JPE_Macroeconomics,r,dplyr,3
dataverse,JPE_Macroeconomics,r,ggplot2,3
dataverse,JPE_Macroeconomics,r,lfe,2
dataverse,JPE_Macroeconomics,r,zoo,2
dataverse,JPE_Macroeconomics,r,gridExtra,2
dataverse,JPE_Macroeconomics,r,ggpubr,2
dataverse,JPE_Macroeconomics,r,plm,2
dataverse,JPE_Macroeconomics,r,RColorBrewer,2
dataverse,JPE_Macroeconomics,r,Hmisc,1
dataverse,JPE_Macroeconomics,r,xlsx,1
dataverse,JPE_Macroeconomics,r,odbc,1
dataverse,JPE_Macroeconomics,r,RcppRoll,1
dataverse,JPE_Macroeconomics,r,bookdown,1
dataverse,JPE_Macroeconomics,r,knitr,1
dataverse,JPE_Macroeconomics,r,ggridges,1
dataverse,JPE_Macroeconomics,r,ggnewscale,1
dataverse,JPE_Macroeconomics,r,extrafont,1
dataverse,JPE_Macroeconomics,r,kableExtra,1
dataverse,JPE_Macroeconomics,r,gtools,1
dataverse,JPE_Macroeconomics,r,matrixStats,1
dataverse,JPE_Macroeconomics,r,nleqslv,1
dataverse,JPE_Macroeconomics,r,lbfgsb3c,1
dataverse,JPE_Macroeconomics,r,optimParallel,1
dataverse,JPE_Macroeconomics,r,foreach,1
dataverse,JPE_Macroeconomics,r,doParallel,1
dataverse,JPE_Macroeconomics,r,mvtnorm,1
dataverse,JPE_Macroeconomics,r,GenSA,1
dataverse,JPE_Macroeconomics,r,fixest,1
dataverse,JPE_Macroeconomics,r,Rtauchen,1
dataverse,JPE_Macroeconomics,r,expint,1
dataverse,JPE_Macroeconomics,r,Matrix,1
dataverse,JPE_Macroeconomics,r,grf,1
dataverse,JPE_Macroeconomics,r,tictoc,1
dataverse,JPE_Macroeconomics,r,evd,1
dataverse,JPE_Macroeconomics,r,Rcpp,1
dataverse,JPE_Macroeconomics,r,readstata13,1
dataverse,JPE_Macroeconomics,r,mlogit,1
dataverse,JPE_Macroeconomics,r,ranger,1
dataverse,JPE_Macroeconomics,r,MASS,1
dataverse,JPE_Macroeconomics,r,raster,1
dataverse,JPE_Macroeconomics,r,sf,1
dataverse,JPE_Macroeconomics,r,quantreg,1
dataverse,JPE_Macroeconomics,r,ggrepel,1
dataverse,JPE_Macroeconomics,r,ggpmisc,1
dataverse,JPE_Macroeconomics,r,broom,1
dataverse,JPE_Macroeconomics,r,msm,1
dataverse,JPE_Macroeconomics,r,ivreg,1
dataverse,JPE_Macroeconomics,r,gmm,1
