name,language,n_mentions
FULLoutput,stata,1
NODELTAMethod,stata,1
NOLEGEND,stata,1
NOWARNing,stata,1
ESTSTOre,stata,1
BCA,stata,1
logit_10,stata,1
MLIKelihood,stata,1
FULLsupport,stata,1
NOPlot,stata,1
Second,stata,1
savekp,stata,1
g22,stata,1
g33,stata,1
g44,stata,1
g55,stata,1
g66,stata,1
g77,stata,1
d22,stata,1
d33,stata,1
d44,stata,1
d55,stata,1
d66,stata,1
d77,stata,1
boot,stata,1
mlikelihood,stata,1
second,stata,1
kill,stata,1
sa_borrowings,stata,1
adjustment_experiments,python,1
stderr_calibration,python,1
dop,stata,1
rdsensitivity,stata,1
sg97_5,stata,1
gglot2,r,1
/opt/gurobi/linux64/R/gurobi_9.5-1_R_4.1.1.tar.gz,r,1
ivregdhfe,stata,1
binscatterm,stata,1
cross_pro,stata,1
bestjoboffer_hukou,stata,1
gkzf_1st_sd_c2,stata,1
gkzf_1st_sd_c3,stata,1
gkzf_1st_sd_c4,stata,1
conspulse,stata,1
tenure,stata,1
opponent_total,stata,1
platformdynorig,stata,1
tenure0,stata,1
make_lpoly_clus,stata,1
oprob_funcs,python,1
lichess_string,stata,1
ee,stata,1
prwernal,stata,1
alm_val,stata,1
ern_val,stata,1
i_hloren,stata,1
mig_dscp,stata,1
pxdisear,stata,1
se_val,stata,1
a_werntf,stata,1
div_val,stata,1
oi_val,stata,1
rtm_val,stata,1
rnd,stata,1
dv_has_ec_info,stata,1
fyear,stata,1
cash_n_equiv,stata,1
curr_portion_lt_debt,stata,1
tot_equity,stata,1
tot_curr_assets,stata,1
repu_common_shares,stata,1
repu_pref_shares,stata,1
bank_debt,stata,1
undrawn_revolving_credit,stata,1
sub_bonds_n_notes,stata,1
curr_home_taxes,stata,1
def_foreign_taxes,stata,1
cash_taxes_paid,stata,1
basic_eps,stata,1
ebit,stata,1
capiq_foundation_year,stata,1
ebitda,stata,1
ppegt,stata,1
capex,stata,1
rstkgrnt,stata,1
stock_awards_fv,stata,1
frac_incent_comp_fs,stata,1
int_pt,stata,1
id_ceo,stata,1
tot_apps,stata,1
Create_folders,python,1
Make_Grid,python,1
Grid_wopas,python,1
Grid_wopeatlands,python,1
Grid_Gaez,python,1
Grid_Carbon,python,1
Grid_Mun,python,1
Municipalities_Centroids,python,1
Roads,python,1
Index_Esalq,python,1
Short_path_esalq,python,1
Fit_Cost_Model,python,1
Short_path,python,1
Conditional_probabilities,python,1
Grid_conditional_probabilities,python,1
Conditional_probabilities_long,python,1
Cluster_build,python,1
Grid_merge,python,1
Regression_difference,python,1
Regression_level,python,1
Degradation_regeneration,python,1
mbound,stata,1
std_orders_joint,stata,1
std_cases_joint,stata,1
std_c_bound_lin,stata,1
std_c_ccfe,stata,1
std_c_sp_1,stata,1
std_c_epc,stata,1
std_c_strict_LOM,stata,1
std_c_strict_avg,stata,1
std_g_strict_avg,stata,1
std_index_lad_c_avg,stata,1
std_c_d1,stata,1
std_c_d2,stata,1
std_c_d3,stata,1
std_c_d4,stata,1
std_c_d5,stata,1
std_c_d6,stata,1
std_c_d7,stata,1
std_c_d8,stata,1
std_c_d9,stata,1
std_c_d10,stata,1
std_c_lin,stata,1
std_c_quad,stata,1
std_c_10pc,stata,1
std_c_one,stata,1
std_c_two,stata,1
std_c_don,stata,1
std_c_cal,stata,1
std_c_cal_bound,stata,1
std_c_cal_quad,stata,1
std_c_cal_cub,stata,1
nlogittree,stata,1
srhs_345,stata,1
lnearn,stata,1
lnearn_hsd,stata,1
lnearn_hsgp,stata,1
lnearn_col,stata,1
lnearn_pert0to85,stata,1
lnearn_pert85to100,stata,1
lnearn_under45,stata,1
lnearn_over45,stata,1
lnearn_low,stata,1
lnearn_high,stata,1
eta,stata,1
partt2_compAdv,stata,1
stib,stata,1
labal,stata,1
_msparse,stata,1
X1_var,stata,1
X2_var,stata,1
Z1_var,stata,1
nobs,stata,1
z_variables,stata,1
xz_variables,stata,1
blackd,python,1
libfuturize,python,1
isympy,python,1
libpasteurize,python,1
latex_envs,notebook,1
outregpy,notebook,1
https://cran.r-project.org/src/contrib/Archive/renv/renv_0.15.5.tar.gz,r,1
isnar,r,1
due,stata,1
microfinance,stata,1
Industry,stata,1
inning,stata,1
fe,stata,1
InningFutureLeverage_SimJEA,stata,1
InningActRunningLeverage_Sim,stata,1
mills,stata,1
ChangeInWinProb,stata,1
GameFutureChangeInWinProb,stata,1
Pitch_Outcome_Description,stata,1
GameTotalPitches,stata,1
InningTotalPitches,stata,1
GameFuturePitches,stata,1
GameAvgFutureChangeInWinProb,stata,1
InningFuturePitches,stata,1
InningAvgFutureChangeInWinProb,stata,1
FutureGameCount,stata,1
BAND_START,stata,1
BAND_END,stata,1
Pitch_break_y,stata,1
gameVenueID,stata,1
Pitch_type,stata,1
gameHomeTeamID,stata,1
gameDateLocal,stata,1
PitchHomeTeamRuns_X,stata,1
PitchAwayTeamRuns_X,stata,1
PitchCountGameTotal_X,stata,1
TotalCalls_X,stata,1
TotalLeverage_Sim_X,stata,1
noautosumm,stata,1
NumberDecisions,stata,1
NumberCorrectDecisions,stata,1
TotalLeverage,stata,1
MeanNumberDecisions,stata,1
MeanTotalLeverage,stata,1
NumberOfGames,stata,1
TotalNumberDecisions,stata,1
TotalCorrectDecisions,stata,1
hexConversions,python,1
callQueryrunner,python,1
UberLibraries,r,1
Percent,stata,1
Nmbr,stata,1
Removal,stata,1
sentiment_complexity_scores,python,1
latex2r,r,1
jpsbeamapping,python,1
Deflactormaquinariayequipoan,stata,1
PIBaprecioscorrientesMillon,stata,1
BE,stata,1
PIBapreciosconstantesbase19,stata,1
PIBaprecioscorrientesbase19,stata,1
r95,stata,1
r172,stata,1
r180,stata,1
r131,stata,1
r115,stata,1
rr47,stata,1
dacuedi,stata,1
cumdb,stata,1
propmfeb,stata,1
dirmfeb,stata,1
admmfeb,stata,1
ninmfeb,stata,1
venmfeb,stata,1
sermfeb,stata,1
termfeb,stata,1
propwfeb,stata,1
dirwfeb,stata,1
admwfeb,stata,1
ninwfeb,stata,1
venwfeb,stata,1
serwfeb,stata,1
terwfeb,stata,1
submfeb,stata,1
subwfeb,stata,1
manmfeb,stata,1
manwfeb,stata,1
subadmmfeb,stata,1
subadmwfeb,stata,1
propm_average,stata,1
trauxm_average,stata,1
ncadsum_average,stata,1
domm_average,stata,1
trauxw_average,stata,1
ncadsuw_average,stata,1
vensubw_average,stata,1
ncaisum_average,stata,1
adsem_average,stata,1
prdimfeb,stata,1
trauxmfeb,stata,1
adsemfeb,stata,1
subespmfeb,stata,1
ncadsumfeb,stata,1
ncaisumfeb,stata,1
mansubmfeb,stata,1
auxsubmfeb,stata,1
subadsemfeb,stata,1
spersubmfeb,stata,1
vensubmfeb,stata,1
prdiwfeb,stata,1
trauxwfeb,stata,1
adsewfeb,stata,1
subespwfeb,stata,1
ncadsuwfeb,stata,1
ncaisuwfeb,stata,1
mansubwfeb,stata,1
auxsubwfeb,stata,1
subadsewfeb,stata,1
spersubwfeb,stata,1
vensubwfeb,stata,1
dirm1t,stata,1
admcomm4t,stata,1
domh1t,stata,1
hrexesp,stata,1
hrsnocald,stata,1
hrexaux,stata,1
hrsncisub,stata,1
apoemp,stata,1
sueemp,stata,1
rememp,stata,1
caremp,stata,1
desemp,stata,1
remnocali,stata,1
remmant,stata,1
remncdsub,stata,1
remncisub,stata,1
remmansub,stata,1
remaux,stata,1
remhprop,stata,1
remhadmin,stata,1
remoadmsub,stata,1
hdomval,stata,1
insiva,stata,1
capital_f_stru,stata,1
inv_mach_aux1,stata,1
Def_k_buil,stata,1
dsadsads,stata,1
PDFLATEX,stata,1
SCRIPT_DIR,stata,1
FIGURES_DIR,stata,1
tex_files,stata,1
tex_path,stata,1
pdf_name,stata,1
pdf_path,stata,1
aux_extensions,stata,1
aux_file,stata,1
checksum,stata,1
flagmissing,stata,1
msacrosswalk,stata,1
own_house,stata,1
own_fan,stata,1
income_max,stata,1
survey_month,stata,1
nets_allretreated,stata,1
repayment,stata,1
r,stata,1
rc,stata,1
OBSOLETE,stata,1
asd,stata,1
Avg,stata,1
Explanation,stata,1
s201var_b,stata,1
s202var_b,stata,1
s203var_b,stata,1
s204var_b,stata,1
s205var_b,stata,1
s206var_b,stata,1
s207var_b,stata,1
s208var_b,stata,1
s209var_b,stata,1
s210var_b,stata,1
s211var_b,stata,1
s212var_b,stata,1
s213var_b,stata,1
s214var_b,stata,1
s215var_b,stata,1
s216var_b,stata,1
s217var_b,stata,1
s218var_b,stata,1
s219var_b,stata,1
s220var_b,stata,1
s221var_b,stata,1
s222var_b,stata,1
s223var_b,stata,1
s224var_t_a2,stata,1
s225var_b,stata,1
s226var_b,stata,1
s227var_b,stata,1
s228var_b,stata,1
s229var_b,stata,1
s230var_b,stata,1
s231var_b,stata,1
s232var_b,stata,1
s233var_b,stata,1
s234var_b,stata,1
s401var_b,stata,1
s402var_b,stata,1
s403var_b,stata,1
s404var_b,stata,1
s424var_b,stata,1
s406var_b,stata,1
s407var_b,stata,1
s408var_b,stata,1
s409var_b,stata,1
s410var_b,stata,1
s411var_b,stata,1
s412var_b,stata,1
s413var_b,stata,1
s414var_b,stata,1
s415var_b,stata,1
s416var_b,stata,1
s417var_b,stata,1
s501var_b,stata,1
s502var_b,stata,1
s503var_b,stata,1
s504var_b,stata,1
s505var_b,stata,1
s506var_b,stata,1
s507var_b,stata,1
s508var_b,stata,1
s509var_b,stata,1
s510var_b,stata,1
s511var_b,stata,1
s512var_b,stata,1
s513var_b,stata,1
s514var_b,stata,1
s515var_b,stata,1
s516var_b,stata,1
s517var_b,stata,1
s518var_b,stata,1
s519var_b,stata,1
s520var_b,stata,1
s521var_b,stata,1
s522var_b,stata,1
s523var_b,stata,1
s524var_b,stata,1
s525var_b,stata,1
s526var_b,stata,1
s527var_b,stata,1
s528var_b,stata,1
s529var_b,stata,1
s530var_b,stata,1
s531var_b,stata,1
s532var_b,stata,1
s533var_b,stata,1
s534var_b,stata,1
s535var_b,stata,1
s536var_b,stata,1
s537var_b,stata,1
s538var_b,stata,1
s539var_b,stata,1
s602i1,stata,1
s603i1,stata,1
s604i1,stata,1
s605i1,stata,1
s606i1,stata,1
s702i1,stata,1
s703i1,stata,1
s704km_oy,stata,1
s705vil_a,stata,1
s705vil_b,stata,1
s705vil_c,stata,1
s706i1,stata,1
s707i1,stata,1
s708i1,stata,1
s709i1,stata,1
s710i1,stata,1
s710i2,stata,1
s710i3,stata,1
s203p2_b1,stata,1
s203p2_b2,stata,1
s203p2_b3,stata,1
s204p2_b1,stata,1
s204p2_b2,stata,1
s205p2_b1,stata,1
s205p2_b2,stata,1
s205p2_b3,stata,1
s205p2_b4,stata,1
s212p2_b1,stata,1
s212p2_b2,stata,1
s213p2_b1,stata,1
s215p2_b1,stata,1
s217p2_b1,stata,1
s217p2_b2,stata,1
s221p2_b1,stata,1
s221p2_b2,stata,1
s223p2_b1,stata,1
s225p2_b1,stata,1
s227p2_b1,stata,1
s227p2_b2,stata,1
s228p2_b1,stata,1
s230p2_b1,stata,1
s234p2_b1,stata,1
s401p2_b1,stata,1
s404p2_b1,stata,1
s405p2_b1,stata,1
s408p2_b1,stata,1
s412p2_b1,stata,1
s413p2_b1,stata,1
s502p2_b1,stata,1
s502p2_b2,stata,1
s502p2_b3,stata,1
s502p2_b4,stata,1
s502p2_b5,stata,1
s503p2_b1,stata,1
s503p2_b2,stata,1
s504p2_b1,stata,1
s505p2_b1,stata,1
s505p2_b2,stata,1
s505p2_b3,stata,1
s505p2_b4,stata,1
s509p2_b1,stata,1
s509p2_b2,stata,1
s510p2_b1,stata,1
s514p2_b1,stata,1
s516p2_b1,stata,1
s519p2_b1,stata,1
s519p2_b2,stata,1
s519p2_b3,stata,1
s521p2_b1,stata,1
s522p2_b1,stata,1
s522p2_b2,stata,1
s522p2_b3,stata,1
s522p2_b4,stata,1
s524p2_b1,stata,1
s525p2_b1,stata,1
s525p2_b2,stata,1
s525p2_b3,stata,1
s525p2_b4,stata,1
s530p2_b1,stata,1
s530p2_b2,stata,1
s532p2_b1,stata,1
s535p2_b1,stata,1
s203p2_b4,stata,1
s203p2_b5,stata,1
s203p2_b6,stata,1
s205p2_b5,stata,1
s205p2_b6,stata,1
s207p2_b1,stata,1
s209p2_b1,stata,1
s209p2_b2,stata,1
s209p2_b3,stata,1
s209p2_b4,stata,1
s209p2_b5,stata,1
s209p2_b6,stata,1
s209p2_b7,stata,1
s211p2_b1,stata,1
s212p2_b3,stata,1
s212p2_b4,stata,1
s212p2_b5,stata,1
s213p2_b2,stata,1
s215p2_b2,stata,1
s215p2_b3,stata,1
s216p2_b1,stata,1
s216p2_b2,stata,1
s220p2_b1,stata,1
s220p2_b2,stata,1
s220p2_b3,stata,1
s221p2_b3,stata,1
s222p2_b1,stata,1
s222p2_b2,stata,1
s224p2_b1,stata,1
s224p2_b2,stata,1
s224p2_b3,stata,1
s224p2_b4,stata,1
s224p2_b5,stata,1
s403p2_b1,stata,1
s404p2_b2,stata,1
s405p2_b2,stata,1
s405p2_b3,stata,1
s405p2_b4,stata,1
s405p2_b5,stata,1
s405p2_b6,stata,1
s405p2_b7,stata,1
s406p2_b1,stata,1
s406p2_b2,stata,1
s407p2_b1,stata,1
s407p2_b2,stata,1
s409p2_b1,stata,1
s409p2_b2,stata,1
s410p2_b1,stata,1
s410p2_b2,stata,1
s410p2_b3,stata,1
s410p2_b4,stata,1
s411p2_b1,stata,1
s411p2_b2,stata,1
s411p2_b3,stata,1
s411p2_b4,stata,1
s411p2_b5,stata,1
s411p2_b6,stata,1
s411p2_b7,stata,1
s411p2_b8,stata,1
s501p2_b1,stata,1
s501p2_b2,stata,1
s501p2_b3,stata,1
s501p2_b4,stata,1
s501p2_b5,stata,1
s503p2_b3,stata,1
s503p2_b4,stata,1
s503p2_b5,stata,1
s503p2_b6,stata,1
s503p2_b7,stata,1
s504p2_b2,stata,1
s515p2_b1,stata,1
s521p2_b2,stata,1
s521p2_b3,stata,1
s527p2_b1,stata,1
s532p2_b2,stata,1
s532p2_b3,stata,1
s532p2_b4,stata,1
s534p2_b1,stata,1
s537p2_b1,stata,1
s214p2_b1,stata,1
s223p2_b2,stata,1
s223p2_b3,stata,1
s227p2_b3,stata,1
s227p2_b4,stata,1
s227p2_b5,stata,1
s227p2_b6,stata,1
s402p2_b1,stata,1
s424p2_b1,stata,1
s408p2_b2,stata,1
s412p2_b2,stata,1
s505p2_b5,stata,1
s510p2_b2,stata,1
s510p2_b3,stata,1
s510p2_b4,stata,1
s512p2_b1,stata,1
s519p2_b4,stata,1
s522p2_b5,stata,1
s526p2_b1,stata,1
s530p2_b3,stata,1
s531p2_b1,stata,1
s535p2_b2,stata,1
s535p2_b3,stata,1
s535p2_b4,stata,1
s535p2_b5,stata,1
s535p2_b6,stata,1
s535p2_b7,stata,1
s535p2_b8,stata,1
s224p2_a,stata,1
v12,stata,1
s1r2a__,stata,1
age_,stata,1
female_,stata,1
s4g5c_,stata,1
s4g5d_,stata,1
s4g5e__,stata,1
s4g5f__,stata,1
s4g5f_other__,stata,1
s4g5c_other__,stata,1
s4g5d_other__,stata,1
s4g5e_other__,stata,1
educ_yrs_,stata,1
ed_start_,stata,1
ed_confirm_child_,stata,1
not_child_,stata,1
chosen_child_,stata,1
other_child_,stata,1
child_gender_,stata,1
child_age_,stata,1
child_relation_,stata,1
ed1_,stata,1
ed2_,stata,1
ed3_expectation_,stata,1
child_job_desire_,stata,1
own_ed1_,stata,1
own_ed2_,stata,1
own_ed_other_,stata,1
match_name_int_,stata,1
s4g5c_1_,stata,1
s4g5d_1_,stata,1
childincome_school_,stata,1
childincome_uni_,stata,1
expectations_childincome_,stata,1
s4g5c_other_1_,stata,1
s4g5d_cl_1_,stata,1
s4g5d_income_1_,stata,1
s45c_same_,stata,1
s4g5c_manipkid_,stata,1
aspirations_educ_,stata,1
expectations_educ_,stata,1
beliefs_aspirations_educ_,stata,1
beliefs_expectations_educ_,stata,1
bel_asp_educ_ss_fin_min_,stata,1
bel_asp_educ_ss_nfin_,stata,1
bel_asp_educ_ss_fin_,stata,1
bel_asp_educ_ss_any_,stata,1
bel_asp_educ_ud_fin_min_,stata,1
bel_asp_educ_ud_fin_,stata,1
bel_asp_educ_ud_any_,stata,1
bel_asp_educ_voc_fin_,stata,1
bel_asp_educ_voc_any_,stata,1
bel_asp_educ_col_fin_,stata,1
bel_asp_educ_col_any_,stata,1
bel_asp_educ_ps_min_,stata,1
bel_asp_educ_pd_,stata,1
bel_exp_educ_ss_fin_min_,stata,1
bel_exp_educ_ss_nfin_,stata,1
bel_exp_educ_ss_fin_,stata,1
bel_exp_educ_ss_any_,stata,1
bel_exp_educ_ud_fin_min_,stata,1
bel_exp_educ_ud_fin_,stata,1
bel_exp_educ_ud_any_,stata,1
bel_exp_educ_voc_fin_,stata,1
bel_exp_educ_voc_any_,stata,1
bel_exp_educ_col_fin_,stata,1
bel_exp_educ_col_any_,stata,1
bel_exp_educ_ps_min_,stata,1
bel_exp_educ_pd_,stata,1
dup_bel_child_,stata,1
keep_child_,stata,1
tag_manipkid_,stata,1
area_long_E,stata,1
quantprod_cowpeas_l_goro,stata,1
quantprod_cowpeas_goro,stata,1
quantprod_groundnuts_goro,stata,1
quantprod_indveg_goro,stata,1
quantprod_cassava_goro,stata,1
s14_mature_price_CattleMi,stata,1
s14_purchased_CattleMi,stata,1
s14_sold_Chicken,stata,1
s14_purchased_other,stata,1
livestock_prod_price_Blood,stata,1
livestock_prod_price_Honey,stata,1
livestock_prod_price_Wool,stata,1
s14_mat_val_all_CattleMi,stata,1
sasinput,stata,1
make_wkd_hr_n2n_stats,python,1
make_P,python,1
make_numpy_data_struct,python,1
make_n2a_mappings,python,1
eta_regression,python,1
driver_inversion_gamma_search,python,1
driver_vot_regression,python,1
estimate_profit_weights,python,1
analyze_model_fit,python,1
analyze_main_counterfactuals,python,1
Our,stata,1
Rarieda,stata,1
matrix,r,1
need,stata,1
ru,stata,1
teens,stata,1
satfam,stata,1
conclerg,stata,1
consci,stata,1
political_party,stata,1
government_ins,stata,1
ASTHDX_recoded,stata,1
medicare_partb,stata,1
Private_HMO,stata,1
perc_mental_health,stata,1
totalexp,stata,1
home_health_other,stata,1
DUID,stata,1
employed,stata,1
any_limitation,stata,1
n_medic_visits,stata,1
State_ins,stata,1
hosp_discharges,stata,1
emergency_visits,stata,1
pweight,stata,1
healthterc,stata,1
distict,stata,1
ws1decision_dum,stata,1
car11_p,stata,1
car1_dep,stata,1
car11_dep,stata,1
car11_py,stata,1
car1_depy,stata,1
car11_depy,stata,1
Agricultural,stata,1
Counties,stata,1
ever,stata,1
Start,stata,1
County,stata,1
Public,stata,1
PM,stata,1
LRMODEL,stata,1
_parse_iterlog,stata,1
_check_lrmodel,stata,1
csreg,stata,1
parent7,stata,1
parent15,stata,1
xttest1,stata,1
bmpidea0,stata,1
bppidea0,stata,1
C_braken,stata,1
PI_read,stata,1
C_bass,stata,1
PI_ev_play,stata,1
PS_pc,stata,1
C_teachere,stata,1
N1_coop,stata,1
serial_int,stata,1
sim_mean_all_f,stata,1
sim_mean_all_est,stata,1
thr,stata,1
bracketavg,stata,1
average,stata,1
percentiles_output,stata,1
top_share,stata,1
bottom_share,stata,1
bracket_share,stata,1
top_average,stata,1
bottom_average,stata,1
bracket_average,stata,1
invpareto,stata,1
gini_r,stata,1
makespline,stata,1
NSFawards_research_woCAT_NSFAwards1620_WTSURVY,stata,1
instasll,stata,1
eerase,stata,1
v526,stata,1
Start_Y,stata,1
Job_Hours,stata,1
Wave,stata,1
End_D,stata,1
Start_M,stata,1
vs042,stata,1
vc043,stata,1
vc088,stata,1
vs020,stata,1
vs027,stata,1
c020,stata,1
c048,stata,1
s042,stata,1
s045,stata,1
wages_ibge,stata,1
wagebill,stata,1
v118,stata,1
vc131,stata,1
vc066,stata,1
vc089,stata,1
c032,stata,1
c085,stata,1
c061,stata,1
c072,stata,1
c076,stata,1
ra_5ag_real_carbon_frontier,python,1
ra_1ag_real_carbon_frontier,python,1
ra_comp_5ag_1ag,python,1
LyxBuilder,python,1
vse_ef42,stata,1
vse_ef19,stata,1
pi_hzoel_ang,stata,1
Leih_Kost_over_WB,stata,1
realwage,stata,1
KMR_nom,stata,1
verb_erdgas,stata,1
d_ln_realwage_FTE,stata,1
d_ln_VA_FTE,stata,1
d_lnLab_share_rev,stata,1
share_strom_insg,stata,1
ieu_ef53,stata,1
kse_ef27,stata,1
kse_ef86,stata,1
Price_Index_Invest_Bauten,stata,1
depre_rate_Buildings,stata,1
marker_existing_outcome,stata,1
max_from,stata,1
Price_Index_Invest_Sonstige,stata,1
Vorleistungsindex,stata,1
lnrealynonfarm,stata,1
svmatsv,stata,1
vs,stata,1
edu_anyuni_mum,stata,1
keepusing,stata,1
Warning,stata,1
Thus,stata,1
FIDBreakevenOilPriceUSDbbl,stata,1
onoffshore,stata,1
drop_bonus_rates,stata,1
varirf,stata,1
meglm_p,stata,1
for5_0,stata,1
_spivreg_p,stata,1
tobit_p,stata,1
xtordinal_p,stata,1
xtgls_p,stata,1
did,stata,1
aitcbiggest,stata,1
label1,stata,1
totvalid,stata,1
label2,stata,1
rabi_AITC97meandaysworked14,stata,1
rabi_AITC99meandaysworked14,stata,1
fullyear_AITC97meandaysworked14,stata,1
fullyear_AITC99meandaysworked14,stata,1
rabi_TOTsumdaysworked14,stata,1
fullyear_TOTsumdaysworked14,stata,1
arcpy,notebook,1
jackman-bayes,r,1
bayesjackman,r,1
_mm_version,stata,1
lissyrtools,r,1
exactt,rmarkdown,1
ConsMarkovModel,python,1
Welfare,python,1
SetupParamsCSTW,python,1
OptimizerProgress,python,1
final_dataset_creation,python,1
entsoe,python,1
dlsp_taxable_income_lossdf,stata,1
ConflictCost_GE_Emp,notebook,1
ConflictCost_GE_Inf,notebook,1
HetKappa_ConflictCost,notebook,1
anesr,r,1
products_model_race,python,1
ID,stata,1
rdclass,stata,1
sigma2,stata,1
opt_criterion,stata,1
beta,stata,1
se_method,stata,1
j,stata,1
opt,stata,1
kernCmu,stata,1
kernCnu,stata,1
kernCpi,stata,1
kernCpmse,stata,1
kernC,stata,1
https://cran.r-project.org/src/contrib/Archive/groundhog/groundhog_3.2.2.tar.gz,r,1
model_line,python,1
Specifications,python,1
MarkovTools,python,1
WealthDistribution,python,1
permutevar,stata,1
mpi4py_dist,python,1
torch_dist,python,1
fig,stata,1
curve_color,stata,1
axis_color,stata,1
patch,stata,1
upper,stata,1
rhs,stata,1
alpha_star,stata,1
y_star,stata,1
r0_hhsize,stata,1
r0_rooms,stata,1
treat_infoBCXwifepref,stata,1
treat_infoDXhuspref,stata,1
abserror2A8cov,stata,1
cs_relation_head,stata,1
cs_whynot_sleep_other,stata,1
cs_trip_when,stata,1
cs_disability_other,stata,1
cs_sleep,stata,1
cs_caste_other,stata,1
nm_cs_adult,stata,1
cs_spouse,stata,1
cs_when_return,stata,1
cs_trip_days,stata,1
cs_head_male,stata,1
cs_village_str,stata,1
cs_subcaste_other,stata,1
cs_gender,stata,1
cs_whynot_sleep,stata,1
fedfundsrepoasset,stata,1
intexp,stata,1
intexpdomdep,stata,1
intincleases,stata,1
deposits,stata,1
Soyweight,stata,1
ZP,stata,1
BLACKB,stata,1
WBLBN,stata,1
dBLACK0,stata,1
dBLACK0L,stata,1
dBLACK1L,stata,1
dWBLACK0L,stata,1
dWBLACK1L,stata,1
Oweight,stata,1
Obweight,stata,1
dBLACKH,stata,1
dBLACKL,stata,1
dWBLACKH,stata,1
dWBLACKL,stata,1
_dBLACKm,stata,1
_dWBLACKm,stata,1
PREJ_BLACK_BANK_DEREG_ABSTRACT,stata,1
BLACK_BANK_DEREG_ABSTRACT,stata,1
ciatest,stata,1
ciacs,stata,1
getaway,stata,1
data_dir,stata,1
lower_bound,stata,1
upper_bound,stata,1
fieldgridarea2_runner,python,1
sd_dgp,python,1
ISOflag,stata,1
closdate,stata,1
multY,stata,1
periodY,stata,1
currency,stata,1
zipcode,stata,1
nat_prim_code,stata,1
nace_prim_code,stata,1
lstatus,stata,1
nace1d,stata,1
toas,stata,1
tfas,stata,1
ifas,stata,1
fias,stata,1
ofas,stata,1
cuas,stata,1
cash,stata,1
empl,stata,1
staf,stata,1
opre,stata,1
turn,stata,1
wkca,stata,1
enva,stata,1
indepind,stata,1
culi,stata,1
cred,stata,1
ocli,stata,1
ncli,stata,1
ltdb,stata,1
oncl,stata,1
tshf,stata,1
shfd,stata,1
capi,stata,1
osfd,stata,1
capital,stata,1
mate,stata,1
sh_name,stata,1
sh_bvdepnr,stata,1
sh_idnr,stata,1
sh_cntry,stata,1
sh_category,stata,1
lastyear,stata,1
consol,stata,1
total_shDIRECT,stata,1
num_sh,stata,1
year_OWNinfo,stata,1
Fyear_OWNinfo,stata,1
BVDind,stata,1
lissyuse,stata,1
data_prep,python,1
GMM_empirical,python,1
LFD_post,python,1
ITT_regressions,python,1
rdhte,stata,1
scpcR,r,1
https://github.webapp.dst.baintern.de/iab/ToolsAB/raw/master/fdzinstall_R/fdzinstall_1.2.tar.gz,r,1
fdzinstall,r,1
newspaper_names_list,python,1
https://cran.r-project.org/src/contrib/Archive/Matrix/Matrix_1.6-5.tar.gz,r,1
build_sea_routes,python,1
OptStab_Baseline,python,1
KMRSData,python,1
OptStab_search,python,1
tol,stata,1
maxiter,stata,1
Wdlog_X_ALLC,stata,1
pci,stata,1
queryrunner_client,notebook,1
div_a,stata,1
e_mkt_debt02,stata,1
datazoom_censo,stata,1
adjustC,stata,1
edit04,stata,1
scantrack_market_code,stata,1
dvt_between_exp,stata,1
cvt_between_cheapest,stata,1
product_module_code,stata,1
dpst,stata,1
spell_12m,stata,1
dvt_biny,stata,1
idst,stata,1
cvt_binb2,stata,1
sgdt,stata,1
product_group_code,stata,1
dvt_biny2,stata,1
ipst,stata,1
cvt_binb3,stata,1
dvt_binb3,stata,1
ct_binb3,stata,1
sddt,stata,1
dt_new_pm,stata,1
removal_wqbin,stata,1
glmhdfe,stata,1
qid,stata,1
controlphat,stata,1
fee,stata,1
advamt,stata,1
demshare1,stata,1
losing_candidate_gender,stata,1
sponsor_state_abbrev,stata,1
pct_cosponsors_opposite,stata,1
pct_cosponsors_leader,stata,1
avgtenure_cosponsors,stata,1
numb_cosponsors_rookie,stata,1
pct_cosponsors_rookie,stata,1
numb_cosponsors_fem,stata,1
numb_cosponsors_samedate_opp,stata,1
intro_date,stata,1
women_friend1,stata,1
cosponsor_age,stata,1
cosp_name_clean,stata,1
cosp_losing_candidate_clean_cqq,stata,1
cosp_sample1,stata,1
cosp_tot_pop,stata,1
cosp_lninc,stata,1
cosp_charisma_winner,stata,1
cosp_rep_incumbent_cqq,stata,1
cosp_military,stata,1
nbills_cosponsored,stata,1
nbills_cosponsored_fem,stata,1
cosp_MV1_female,stata,1
cosp_MV1_female__3,stata,1
cosp_MV1_female_bins,stata,1
sponsor_state_icpsr,stata,1
sponsor_ndistinct_cosponsors,stata,1
pscorex,stata,1
absMV,stata,1
GASOLINE_EXPENSES2017,stata,1
ex_ad_it,stata,1
_decvon,stata,1
time_cutoff,stata,1
cohort_cutoff,stata,1
unique_periods,stata,1
N_periods,stata,1
dist_cohort_i,stata,1
wt_i,stata,1
unique_cohort,stata,1
N_cohorts,stata,1
dist_time_t,stata,1
wt_t,stata,1
XXinv,stata,1
XeeX_conley,stata,1
plh0245,stata,1
plh0246,stata,1
jl0350,stata,1
jl0352,stata,1
analyze_results,python,1
fcmnl_specifs,python,1
pensionins_p,stata,1
pensionins,stata,1
occupation,stata,1
CY,stata,1
MT,stata,1
rreplace,stata,1
ConsHighTariff,stata,1
ConsLowTariff,stata,1
ConsUniTariff,stata,1
EnergyExpenditure,stata,1
