name,language,n_mentions
grc1leg,stata,1971
str,stata,1491
using,stata,1423
xtfevd,stata,1142
prvalue,stata,1125
gslab_make,python,1108
renvars,stata,992
polychoric,stata,934
cgmreg,stata,892
pstar,stata,869
corrci,stata,840
sigstar,stata,771
PolicyState,python,759
preliminaries,stata,557
arcpy,python,551
matselrc,stata,464
save_data,stata,437
rifreg,stata,420
testgood,stata,371
soepdrop,stata,370
ols_spatial_HAC,stata,342
nonotes,stata,331
support_functions,python,322
rdsampsi,stata,319
mlm_util,python,299
space,stata,298
genl,stata,296
<dynamic>,python,279
qual,stata,279
storedresults,stata,275
_dots,stata,274
adolc,python,267
education,stata,265
dropmiss,stata,262
booktabs,stata,245
reg2hdfespatial,stata,232
regist,stata,232
btscs,stata,228
xfill,stata,225
spatwmat,stata,221
sfExtras,r,220
_eststo,stata,212
rreg2,stata,206
frmttable_myversion,stata,204
fragment,stata,204
denmarkmacro,python,201
col,stata,195
matrix_to_txt,stata,190
mibeta,stata,187
placevar,stata,187
yamlout,stata,185
lib2to3,python,182
graph2tex,stata,181
pydynopt,python,180
tset,stata,179
log_pop,stata,175
deflate_to,stata,174
binsreg,stata,169
DCdensity,stata,168
noobs,stata,168
PFCRE,r,167
hispanic,stata,165
rdrandinf,stata,162
HonestDiDFEct,rmarkdown,162
functions_sub,python,154
p,stata,153
connected,stata,151
ma_stars,python,150
cwf,stata,150
icapm_forecast,python,148
binscatter2,stata,141
nomtitles,stata,141
post_CL_,stata,139
mtable,stata,137
Iteration,stata,136
cgmwildboot_2,stata,136
edvreg,stata,134
forcing_aligned,stata,134
get_tax_rate,stata,133
span,stata,132
minq,stata,131
soepkeep,stata,130
imputation_utils,python,129
svymean,stata,129
varlabels,stata,128
variables,stata,128
comparison,python,122
tostregress,stata,119
est_life_impact,stata,119
race,stata,118
baseline_estimation,python,116
plots,python,112
densepose,python,110
permtest1,stata,110
Model,stata,107
common_import,python,107
testbad,stata,106
mlscience_choices,python,105
probW_hat0,stata,104
MQX,r,103
listcoef,stata,103
zscore,stata,100
svyoprobit,stata,100
cmdstanr,r,99
from,stata,98
black,stata,98
_cons,stata,97
grinter,stata,96
austin,r,95
legend,stata,94
p2col,stata,94
funcs_vcov_ustats,python,93
growth_urban_pop_un,stata,91
dest_sub_1926,stata,91
add_info,stata,91
taxsim35,stata,89
starpolishr,r,89
tabmiss,stata,87
Variable,stata,87
blindschemes,stata,86
prevday_corr_dnp_2,stata,85
lincomestadd,stata,84
ReEDS_Augur,python,82
qpricesim,python,80
portableParallelSeeds,r,80
spgenerate,stata,80
empirical_analysis,python,80
plotcoeffs,stata,79
beep,stata,78
nonumbers,stata,76
CLmisc,r,76
The,stata,75
mchange,stata,75
imputation_model_simplified,python,75
_regress,stata,74
_xxsubinterpreters,python,74
omscore,stata,74
mlincom,stata,73
gams,python,72
nonum,stata,71
ext,stata,71
python,python,70
nocons,stata,70
_gm_edit,stata,70
J_star_l_orig,stata,70
J_star_r_orig,stata,70
gl,python,70
xi3,stata,69
lassoShooting,stata,69
felsdvreg,stata,69
mrunning,stata,69
oi_graph_export,stata,68
prob_hat01,stata,68
delta_hat,stata,68
menu_cost,python,68
EstimParameters,python,67
brl,stata,67
se,stata,66
__main__,python,66
trib_inef,stata,66
csdid2,stata,65
ctacs,stata,65
gdxrrw,r,65
qgis,python,64
no_excuse_absence_,stata,64
makeZ,stata,63
prgen,stata,63
analysis_setup,python,63
JOBID,stata,62
simcf,r,62
cost_of_college,stata,62
texresults2p,stata,62
spatgsa,stata,61
nodraw,stata,61
scalarout,stata,61
rcall,stata,60
ccesMRPprep,r,60
cp,stata,59
nogaps,stata,59
lib_operations,python,59
prchange,stata,59
SonicScrewdriver,python,59
plot_specs,python,59
int_outcome,stata,59
set_path,python,58
age,stata,58
praccum,stata,58
eventStudy,r,58
UncertaintySimulation,python,58
insert_tag,stata,58
_crcslbl,stata,57
nonumber,stata,57
estimate_gamma_from_fulldata_orator,python,57
collin,stata,56
localelec_vote_party_relevant,stata,56
Bullock,r,56
fill2cell,stata,56
updateSuffix,stata,55
dest_cit_1926,stata,55
neha,r,54
abic,stata,54
region,stata,53
cPickle,python,53
ARGVA_python_codes,notebook,53
kuvreplicationsuite,python,52
probW0,stata,52
regdyad2,stata,52
stepdown,stata,52
year,stata,51
psacalc2,stata,51
hline,stata,51
report_funcs,python,51
ms_estadd_nobs_nschool,stata,50
pbalchk,stata,50
nomtitle,stata,50
TalkBefore18,stata,49
neweymod,stata,49
reclink2,stata,48
matchData,stata,48
s14_mature_CattleMi,stata,48
set_parameters,python,48
xpoivregress,stata,48
svyprobit,stata,48
_gm_log,stata,47
TestMechs,r,47
vdemdata,r,47
OptStab_FlexiblePrices,python,47
err,stata,47
dursel,stata,47
SCEconomy,python,47
gurobi,r,46
ss_model,python,46
stat_N,stata,46
numup,stata,46
lnGDPshare_1,stata,46
model_wage,python,46
neweyfixedb,stata,46
_getid_,stata,46
labbot,python,46
module,python,46
panelgroupcs,r,45
ycommon,stata,45
adjr2,stata,45
voteswitchR,r,45
y2006,stata,45
V,stata,44
_ctypes_test,python,44
stringcmp,python,44
xtserial,stata,44
ally_dum_w,stata,44
CepreHANKv1,notebook,44
_assert,stata,43
rdmc,stata,43
icc,stata,43
circler,stata,43
byte,stata,43
load_data_event_study,stata,43
isco_mainjob,stata,43
guse,stata,42
calculate_optimal_radii,stata,42
intermediates,python,42
inteff,stata,42
ihs_total_articles,stata,41
e,stata,41
synthdid,r,41
gsave,stata,40
_2_region_prediction_fnc,python,40
recover_markups_numba,python,40
bind,stata,40
feologit,stata,40
text,stata,40
ivqregress,stata,40
icbinitpcyrs,stata,40
regression_functions,python,40
PiecewiseLinearTax,python,40
pscore,stata,39
_simp,stata,39
makex,stata,39
numbers,stata,38
cjpowR,r,38
topost,stata,38
tab2xl,stata,38
run_main_model,stata,38
ms_fe_add_6col,stata,37
hh_size,stata,37
xtileJ,stata,37
_vassert,stata,36
vertical,stata,36
gslab_scons,python,36
ooo,stata,36
n_male,stata,36
genmatch,stata,36
simloglm,r,36
load_data_main_model,stata,36
av_scale,stata,36
content_plurality,python,35
wherext,stata,35
voteswitchR,rmarkdown,35
versatiletrainer2,python,35
treat,stata,35
sd2,stata,35
head_foot,stata,35
cat_rfs,python,35
increasing_closures,python,35
fillt4,stata,35
y2008,stata,35
graphlab,python,34
polychoricpca,stata,34
model_interface,notebook,34
calculate_offers_function_library,python,34
X1,stata,34
lib_data_load,python,34
cupid_utils,python,34
synth_runner,stata,34
psparser,python,34
x_betahat01,stata,34
fxns_globals,python,34
cgmlogit,stata,34
attritevis,rmarkdown,34
self_emp,stata,34
moremata,stata,33
methods_data_processing,python,33
func_est_smpl,python,33
rdhonest,stata,33
worker,stata,33
nograph,stata,33
version0_15,python,33
Daf3,stata,33
nation_election,stata,33
HIDEG,stata,32
ivqte,stata,32
LalRUtils,r,32
mlvecsum,stata,32
nonwhite_2010,stata,32
cappelenR,r,32
manager_tools,python,31
rdbwselect_2014,stata,31
dunntest,stata,31
tsls,stata,31
dcr,stata,31
int,stata,31
gpd_test,python,31
addreg_exhaust_fe,stata,31
additive_decomposition,stata,31
nicepdf,stata,31
X,stata,30
model_solution,notebook,30
not,stata,30
XeeX,stata,30
_winreg,python,30
AK,stata,30
x_ols,stata,30
ModelFramework,python,30
print,stata,30
ranksumex,stata,30
xtdidregress,stata,30
first,stata,30
gtda,python,30
time_dependent,python,30
unsupervised,python,30
tune_utils,python,30
sdflearner,python,30
kable,r,30
days_before_election,stata,30
presidentialelectionyear,stata,30
space_reg,stata,30
_r_b,stata,29
simulation_KS,python,29
model_2025_land,python,29
def,stata,29
PREJ_BLACK_BANK_DEREG_CUSTOMER,stata,29
BLACK_BANK_DEREG_CUSTOMER,stata,29
ms_esttab_pad_la_before_store,stata,29
pdftypes,python,29
fdgenpr,stata,29
fill_tables,stata,29
drbest_docinc,stata,29
emo1,stata,29
emo2,stata,29
emo3,stata,29
phy1,stata,29
phy2,stata,29
phy3,stata,29
phy4,stata,29
phy5,stata,29
phy6,stata,29
phy7,stata,29
sexual1,stata,29
sexual2,stata,29
control1,stata,29
control2,stata,29
control3,stata,29
control4,stata,29
control5,stata,29
control6,stata,29
emo_sum,stata,29
phy_sum,stata,29
sexual_sum,stata,29
control_sum,stata,29
ipv_sum,stata,29
permtest2,stata,29
pfixdrop,stata,29
brackets,stata,29
log_gdp_maddison,stata,29
version0_20,python,29
resp_age,stata,28
This,stata,28
gr_setscheme,stata,28
depvars,stata,28
div_yn,stata,28
in,stata,28
build_recode_template,stata,28
select_observations,stata,28
num_help,python,28
sc_tot_cont,stata,28
i_salary_wage,stata,28
ggthemr,r,28
heckpoisson,stata,28
f,stata,28
bpCausal,r,28
kict,stata,28
fv,stata,28
DCPOtools,rmarkdown,28
save_coeff_t,stata,28
l1vars,stata,28
spousev,stata,28
keeper,stata,28
fillRel,stata,28
fillInfoDiff,stata,28
married,stata,27
uninstall,stata,27
simulation_JFV,python,27
markdoc,stata,27
pspm,r,27
dwstat,stata,27
section32,python,27
onesided,stata,27
female,stata,27
import_delimited,stata,27
ARGVA_python_codes,python,27
star,stata,27
income,stata,27
mcp,stata,27
interact,stata,27
expaux,python,27
cellgraph_vce,stata,27
pigreg,stata,27
process_estimates,stata,27
corr_dnp,stata,27
MEAN_CORRECT,stata,26
lassoselect,stata,26
is_foreign_invest,stata,26
is_other_cat1,stata,26
sreshape,stata,26
Group,stata,26
olsvam,stata,26
attk,stata,26
OR,stata,26
ccesMRPrun,r,26
outschsusp,stata,26
addreg_decline,stata,26
comment,stata,26
ebayes,stata,25
Pitch_Call_Correct,stata,25
rocreg,stata,25
ffind,stata,25
earn10yr_lfexit_flow,stata,25
earn10yr_claim_phusold,stata,25
earn55_lfexit_flow,stata,25
fcrat,r,25
run_event_study,stata,25
openregulardataset,stata,25
modl,stata,25
panelcombine,stata,24
makeEB,stata,24
e1,stata,24
s14_mature_OtherPoul,stata,24
func_cost_stats,python,24
__init__,python,24
rddisttestk,stata,24
sartsel,stata,24
Figure,stata,24
nobase,stata,24
close,stata,24
j_r_ideo,stata,24
sexual3,stata,24
resp_edu,stata,24
rivtest,stata,24
SubGraphX_python_codes,python,24
impose_bounds,stata,24
inp,stata,24
scurve_tvc,stata,24
tune_utils_alt_outcome,python,24
hazardfig,stata,24
nat13,stata,24
embedding_analysis,python,24
wgan,python,23
OtherFunctions,python,23
latc1,stata,23
mcc,stata,23
viol2,stata,23
victory2,stata,23
Result,stata,23
netsis,stata,23
Show_Results,python,23
scp,stata,23
sequence_jacobian_files,python,22
df,stata,22
model_parameters,python,22
Y1,stata,22
n1,stata,22
window_t,stata,22
siml_std,python,22
sp_flag,stata,22
model_2025,python,22
nepsmiss,stata,22
taxsim9,stata,22
collabels,stata,22
ivset,stata,22
base,stata,22
Rscclust,r,22
rarea,stata,22
brant,stata,22
wealth_index,stata,22
year_marr,stata,22
husb_edu,stata,22
hhd_age,stata,22
cas1_rel1,stata,22
Donor,stata,22
month,stata,22
imputation_utils,notebook,22
cl,stata,22
p_prov,stata,22
hprices06,stata,22
logisticpredict,python,22
svgplot,python,22
ivregcomplier,stata,21
makeIV_2state,stata,21
window_i,stata,21
FEShR,r,21
<dynamic>,notebook,21
fzpizza,stata,21
photo,stata,21
LEDA,r,21
ivqreg,stata,21
matched,stata,21
xsec_datagate,stata,21
AnalyzeHistoricalNHTS,python,21
train_configurations,notebook,21
lfitci,stata,21
dest_sub_1931,stata,21
sspace,stata,21
load_estimates,stata,21
dynamic_model,python,20
sgmediation2,stata,20
a_nlflj,stata,20
a_explf,stata,20
out,stata,20
XeeXh,stata,20
ArcPy_Envi,python,20
s14_mature_Sheep,stata,20
est_std,python,20
rego,stata,20
hhsize,stata,20
ltable,stata,20
ggiplot,r,20
it,stata,20
Ho,stata,20
Ha,stata,20
LR,stata,20
reoprob,stata,20
simex,stata,20
xtcloglog,stata,20
sgmediation,stata,20
merge2,stata,20
catcibar,stata,20
illiteracy,stata,20
ret_base_instcod,stata,20
mvrs,stata,20
urbnmapr,r,20
earn55_claim_phusold,stata,20
make_index_gr,stata,20
dest_cit_1931,stata,20
palmer,r,20
neha_0.1.0.tar.gz,r,20
log_neighbor_bd_merge,stata,20
trajectoryPlotters,python,20
mainParams,python,20
r2_a,stata,20
nk_rebates_mpc_model,python,19
ar2,stata,19
StringIO,python,19
writeln,stata,19
cupid_classes,python,19
gmatch,stata,19
combined,stata,19
misschk,stata,19
quanteda.dictionaries,r,19
tjbal,r,19
zinbregp,stata,19
prevcris2_t,stata,19
init,stata,19
master_alt,stata,19
dcr,r,19
refcat,stata,19
welfare,python,19
netsummarize,stata,19
get_estimates,stata,19
games2,r,19
drbcount,stata,19
fect,stata,19
format_date,stata,19
add,stata,19
Whether,stata,19
nodepvar,stata,19
estimate,python,19
lep,stata,19
gen_race,stata,19
footable,python,18
the,stata,18
Ngram_function,python,18
wc_type,stata,18
axhga,stata,18
iso,stata,18
vce,stata,18
mdraws,stata,18
nwclear,stata,18
analysis_methods,python,18
J_star_l,stata,18
J_star_r,stata,18
_renamefile,stata,18
cupid_numpy_utils,python,18
fdzinstall,stata,18
mean_exp_resid_gp,stata,18
mean_gp,stata,18
mean_resid_gp,stata,18
asprvalue,stata,18
attr,stata,18
levpet,stata,18
conn,stata,18
first_degree,stata,18
supervisor,stata,18
shared,stata,18
init_model_parameters,python,18
edu_yea,stata,18
wi2_age,stata,18
wi3_age,stata,18
wi4_age,stata,18
hedu_wi2,stata,18
hedu_wi3,stata,18
hedu_wi4,stata,18
completeness,python,18
meqrpoisson,stata,18
wpmarble,r,18
_gquantiles_switch_nq,stata,18
gen_working_data,stata,18
pvalue,stata,18
gpd_test_alt_outcome,python,18
tensor_lda_util,python,18
make_table_novels_by_year,python,18
av_scale2,stata,18
make_coeflabels,stata,18
post_startup_4,stata,18
uci,stata,18
Y,stata,17
nwset,stata,17
threshold,stata,17
ri_ci,stata,17
_rmdcoll,stata,17
vtf,stata,17
usespss,stata,17
wordwrap,stata,17
xthreg,stata,17
facetscales,r,17
crisdur2,stata,17
contig2,stata,17
commarobust,r,17
rdob_mod2,stata,17
T,stata,17
boRingTrees,rmarkdown,17
nodepvars,stata,17
religion,stata,17
connect,stata,17
define,stata,17
exactcc,stata,17
other,stata,17
year_11_north,stata,17
plots_and_tables,notebook,17
bookwormMARC,notebook,17
and,stata,16
github,stata,16
asser,stata,16
urban,stata,16
proposal_clogit,stata,16
replaceDate,stata,16
famrel,stata,16
a_uncov,stata,16
migsame,stata,16
mig_mtr1,stata,16
prerelg,stata,16
simple_block,python,16
arcgisscripting,python,16
simulation_Davila,python,16
simulation_DavilaAS,python,16
urllib2,python,16
cmdstanr,rmarkdown,16
analyze_switch,stata,16
owner_sex,stata,16
narrativeNLP,python,16
mp_state_ruling,stata,16
mlogtest,stata,16
vdemdata,rmarkdown,16
tsrtest,stata,16
hedu_cas1,stata,16
rel1_wi2,stata,16
rel1_wi3,stata,16
rel1_wi4,stata,16
caste,stata,16
hhd_gender,stata,16
te,stata,16
outcomes_analysis_helpers,python,16
pwtest,rmarkdown,16
maxvote,stata,16
pt_est_rd_in,stata,16
nwimport,stata,16
ap_elastic_net,python,16
HeadR,r,16
cupyx,python,16
year_16_north,stata,16
scap1940cap30mile,stata,16
feologit_buc2,stata,16
dat,stata,16
ftmp,stata,16
ftmp2,stata,16
xdiffs,stata,16
ixnay,stata,16
ytav,stata,16
openmigrationdataset,stata,16
d_empty_p50path_500m,stata,16
_check_,stata,16
nomti,stata,16
riclpmr,r,16
orderedTableSearch,python,16
SCEconomy,notebook,16
import_excel,stata,16
utlis_ranking_system_comparison,python,16
x,stata,15
acfest,stata,15
stSerif,stata,15
weight,stata,15
X_l,stata,15
Y_l,stata,15
cvgrid_min,stata,15
ind_l,stata,15
asymptotic,python,15
distribution,stata,15
END_OF_R,stata,15
All,stata,15
gamma_p1_l,stata,15
gamma_p1_r,stata,15
treat_microdata,python,15
OptStab,notebook,15
temp_config,python,15
recode01,stata,15
male,stata,15
est2extlbl,stata,15
n_diag1_skin,stata,15
jointdem,stata,15
rcap,stata,15
roman,stata,15
spmle,r,15
cas1_yea,stata,15
reedsplots,python,15
arpois,stata,15
stdidx,r,15
OLS,stata,15
gaps,stata,15
estimate_supt_critical_value,stata,15
rbow,r,15
x_gmm,stata,15
tkcomp,stata,15
varbasic,stata,15
cenchern,stata,15
car_sfe,stata,15
gpt_funcs,python,15
namer,stata,15
llm_scaling_utils_analysis,notebook,15
or,stata,14
data_management,notebook,14
proposal_clogit_tables,stata,14
colrspace,stata,14
lkweeks,stata,14
wexp,stata,14
ptot_r,stata,14
ch_mc,stata,14
axind,stata,14
axhrlywk,stata,14
peabsrsn,stata,14
ljcw,stata,14
vet_typ1,stata,14
livestock_prod_qty_Manure,stata,14
ass,stata,14
educ,stata,14
group,stata,14
dataProcessing,python,14
mu1_i_hat_l,stata,14
mu1_i_hat_r,stata,14
mle_rc,python,14
i_lsum_a,stata,14
ms_estadd_pct_linear,stata,14
_parsewt,stata,14
k,stata,14
cStringIO,python,14
scikits,python,14
_dstpctile,stata,14
equivtest,rmarkdown,14
inject_v2,rmarkdown,14
wls0,stata,14
policy_length,stata,14
desc2tex,stata,14
n_diag1_nerv,stata,14
prevcris2,stata,14
viol2_t,stata,14
crisdur2_t,stata,14
jointdem_t,stata,14
victory2_t,stata,14
contig2_t,stata,14
tile,r,14
moulton,stata,14
quanteda.corpora,r,14
nol_vars,stata,14
gph,stata,14
bpNet,r,14
procedures,notebook,14
cas1_hdgen1,stata,14
lower_level_utils,notebook,14
pewmethods,r,14
paneltools,r,14
Citizen,stata,14
set_common,python,14
codebook_utils,python,14
cap30mileL2wlight,stata,14
process_shiller_raw,python,14
second_record_voted,stata,14
ts2sls,stata,14
dbmm,r,14
replacer,stata,14
ziologit,stata,14
plot_functions,python,14
accept_logit,stata,13
fintval,stata,13
level_income,stata,13
Mcaid_schip,stata,13
lean_pp_rep,stata,13
ccps,python,13
h_l,stata,13
wh_l,stata,13
rensfix,stata,13
zval,stata,13
doedit,stata,13
exr,r,13
api,python,13
backto,stata,13
sfi,python,13
n_postXfy04,stata,13
SelectIndices,python,13
nwplot,stata,13
packages,r,13
sophistication,r,13
socsci,r,13
dlogit2,stata,13
scinference,r,13
roberta_fromtransformers,python,13
Wald,stata,13
hedu_hedu,stata,13
edu_pla1,stata,13
ferc_distadmin,python,13
Health,stata,13
lprobust,stata,13
glmmADMB,r,13
Treatment,stata,13
textutil,python,13
whil,stata,13
p_value,stata,13
ladder,stata,13
cap30milecapdop10l,stata,13
ngreg,stata,13
IIR_mrs,stata,13
IIR_wtp,stata,13
ticketsplitJOPpkg,r,13
expmat,stata,13
premiatools,notebook,13
jumpdetect,notebook,13
nvbt2,stata,13
xtrClusterWildBoot,stata,13
polyfactor,stata,13
offmcr,stata,13
post_CL_classif,stata,12
uf,stata,12
v035,stata,12
UF,stata,12
firm_problems,notebook,12
accept_logit_tables,stata,12
a_vet,stata,12
a_rcow,stata,12
wageotr,stata,12
ppposold,stata,12
sur_sc1,stata,12
a_hrs1,stata,12
axwhyabs,stata,12
i_ernsrc,stata,12
i_wctyp,stata,12
scholyna,stata,12
Y_var,stata,12
lat_var,stata,12
lon_var,stata,12
dist_var,stata,12
dist_cutoff,stata,12
SPEC_DETAILS,stata,12
temp,stata,12
amoeba,stata,12
iv_spatial_HAC,stata,12
d_white,stata,12
lib_models,python,12
model_estimation_methods,python,12
augsynth,r,12
exactt,r,12
check_omitted_events,stata,12
Diff_in_Diff_FE,python,12
starbility,r,12
CMLE_functions,python,12
spatdiag,stata,12
vote_,stata,12
excel,stata,12
october,stata,12
scheme,stata,12
pblasso,r,12
mestreg,stata,12
protect1,stata,12
dmhw_sq,stata,12
earn10yr_male,stata,12
earn55_male,stata,12
earn10yr_lfexitflow_frac,stata,12
labelToString,stata,12
DGL_GNN_classification_python_codes,python,12
SubGraphX_python_codes,notebook,12
firatheme,r,12
counter,stata,12
counter1,stata,12
counter2,stata,12
summ1,stata,12
Age0_5,stata,12
censo,stata,12
cameronHet,stata,12
Perceived,stata,12
Patient,stata,12
configureColors,python,12
version0_99,python,12
merrorcorr_mult_rho_cluster_new,stata,12
jmedeff,stata,12
X2,stata,12
tvar,stata,12
X3,stata,12
trtnms,stata,12
ctlnms,stata,12
create_bootstrap_delta,stata,12
partypolar,stata,12
corrmat,stata,12
plots_and_tables,python,12
_xxinterpchannels,python,12
tex_vars3,stata,12
rulethumb,stata,12
q40_d,stata,12
d_scale,stata,12
disc_boot,stata,12
~/quantreg_5.85.zip,r,12
~/multcomp_1.4-17.zip,r,12
~/SparseM_1.81.zip,r,12
~/fansi_0.5.0.zip,r,12
Economy2,python,12
Toolbox_Graph,notebook,12
pii_ma3,stata,12
demonstration,stata,12
topic_cc_utilities,python,12
penlogit,stata,12
rvpplot,stata,12
LSCEconomy,python,12
policyPlot,r,12
LatencyArbitrageAnalysis,python,12
gdppc10k,stata,12
lnumlang,stata,12
legalbrit,stata,12
legalfra,stata,12
rdwinselect,stata,11
leaveOut,stata,11
X_var,stata,11
time_var,stata,11
panel_var,stata,11
lag_var,stata,11
lag_cutoff,stata,11
timeUnique,stata,11
Ntime,stata,11
rows_ti,stata,11
lat1,stata,11
lon1,stata,11
distance_i,stata,11
panelUnique,stata,11
Npanel,stata,11
rows_pi,stata,11
time1,stata,11
nogen,stata,11
counterfactuals_functions,python,11
cmmprobit,stata,11
Effect,stata,11
Joint,stata,11
cldfbench_wals,python,11
Queue,python,11
fw_l,stata,11
s_Y,stata,11
_dslasso_p,stata,11
variable_constructors,python,11
balanceHD,r,11
model_2025_tariffs,python,11
ms_esttab_pad_cleanup,stata,11
ms_estadd_pct_ppml,stata,11
with,stata,11
country,stata,11
city,stata,11
analyses_helper_functions,notebook,11
hh_sav,stata,11
rethinking,r,11
issorted,stata,11
_n,stata,11
mkpath,stata,11
esta,stata,11
mvpatterns,stata,11
myIV,stata,11
n_hhearn020618,stata,11
n_hhearn0206pre04,stata,11
bokner,r,11
rqdeco3,stata,11
sumIDE,stata,11
september,stata,11
loadglob,stata,11
dynsim,stata,11
rtree,r,11
readme,r,11
metaselector,python,11
treat_opp,stata,11
opp,stata,11
goji,r,11
fastplm,r,11
yea_yea,stata,11
hdgen1_siz,stata,11
pwtest,r,11
nomep,r,11
create_window_treated_plants,stata,11
y1lag,stata,11
ev3,stata,11
dummy_threading,python,11
Columns,stata,11
nwsave,stata,11
ras2dta,stata,11
propsdid,r,11
behavioral_utils,python,11
tensor_lda_clean,python,11
test_util,python,11
generate_runners,python,11
cap30mile,stata,11
age_type,stata,11
x1,stata,11
x3,stata,11
basicfunctions,python,11
logit_models_and_masking,python,11
RFS_Functions,python,11
est2tex8,stata,11
fancy,stata,11
FTSEm_l1,stata,11
bank_l1,stata,11
bonds_l1,stata,11
news_iraq,stata,11
miest,stata,11
phone,stata,11
nextday_corr_dnp_2,stata,11
scheme_tufte,stata,10
npesq,stata,10
v202,stata,10
v072,stata,10
v203,stata,10
n_p,stata,10
V2007,stata,10
clenshaw_curtis_integ,python,10
out_of_LF,stata,10
table_search,python,10
bunch_count,stata,10
firm_problems,python,10
links_to_unique,stata,10
except,stata,10
hnumfam,stata,10
h_telavl,stata,10
a_whyabs,stata,10
sur_yn,stata,10
ret_sc1,stata,10
wemind,stata,10
a_payabs,stata,10
marg_tax,stata,10
i_ssival,stata,10
cov_hi,stata,10
phf_seq,stata,10
ssikidyn,stata,10
schemepack,stata,10
lon_scale,stata,10
lat_scale,stata,10
invXX,stata,10
XeeX_spatial,stata,10
XeeX_spatial_HAC,stata,10
stat_CLUSTERS,stata,10
q,stata,10
b_CCT,stata,10
X_IK_med_q2,stata,10
X_IK_med_q1,stata,10
con,stata,10
b_IK,stata,10
h_CV_min,stata,10
cvgrid_max,stata,10
cvgrid_length,stata,10
h_CV,stata,10
nh4a1_11,stata,10
nh4a1_13,stata,10
nh4a1_14,stata,10
nh4a1_15,stata,10
nh4a1_16,stata,10
groupreg,stata,10
_reg_ols_proj,stata,10
output_methods,python,10
Z,stata,10
nplot,stata,10
nonote,stata,10
gauss_quadrature,python,10
augsynth,rmarkdown,10
shiftshare,python,10
matplotlib_config,python,10
Discrete_Choice_MLE_JAX,python,10
scalar_utils,python,10
ms_estadd_pct_inset,stata,10
values,stata,10
ExcelGenerators,python,10
xx,stata,10
regression_helpers,python,10
stnd_compname,stata,10
npff_county,stata,10
weight_i,stata,10
git,python,10
write_mats,stata,10
ztesti,stata,10
blogit,stata,10
We,stata,10
wage,stata,10
seatsvotes,r,10
plotfds,stata,10
reg3hdfe,stata,10
n_diag1_none,stata,10
cv_hhearns,stata,10
of,stata,10
umap,notebook,10
sv_tplus_11,stata,10
estimation,python,10
models_analytical,notebook,10
models_heterogeneous,notebook,10
LinkOrgs,r,10
ind,stata,10
generative_formalism,notebook,10
Average,stata,10
edu_edu,stata,10
avgimmig,stata,10
reeds_bokeh,python,10
rdbinselect,stata,10
choice_models,notebook,10
upper_level_utils,notebook,10
ssion,stata,10
CO2_ha_1000,stata,10
dpapertable2,stata,10
deathsinter,stata,10
sd,stata,10
Ordered,stata,10
pctfor,stata,10
Full,stata,10
pop_exps,python,10
estimate_IRF_LP,stata,10
binned_scatter,stata,10
getWordCounts,python,10
wersim,r,10
skmultilearn,python,10
PLCE,r,10
text_replace,stata,10
personalized,stata,10
q56_d,stata,10
add_p_femalehhinfl,stata,10
estsubpop,r,10
nlinit,stata,10
hispanicXy2014,stata,10
treatedXblackXy2014,stata,10
then,stata,9
function_model_calibration_agg,python,9
sufficient_statistics_new,notebook,9
srvs_val,stata,9
age1,stata,9
frail,stata,9
mat2tex,stata,9
leverage_Sim,stata,9
MEAN_DEPVAR,stata,9
N_l,stata,9
p1,stata,9
sumindex,stata,9
health_reform_opn,stata,9
merge_utils,python,9
mcci,stata,9
urlparse,python,9
x_l,stata,9
y_l,stata,9
rp_l,stata,9
rp_r,stata,9
fw,stata,9
Z_l,stata,9
D_l,stata,9
pid,stata,9
t0,stata,9
mpi_dist,python,9
ms_fe_add_3col,stata,9
model,stata,9
influence,stata,9
model_class_RF,python,9
regr,python,9
arvig,r,9
democracyData,r,9
schvam,stata,9
atts,stata,9
manifestos,r,9
sigstar_lincom,stata,9
Outcome,stata,9
Control,stata,9
xtfmbJ,stata,9
sig_p,stata,9
exlogistic,stata,9
cdr_dobyy,stata,9
bartik_weight,stata,9
WE,stata,9
featurizers,python,9
pred,stata,9
quanteda.sentiment,r,9
august,stata,9
november,stata,9
ICCPR,stata,9
xtmlogit,stata,9
daily_income_tplus_6,stata,9
daily_income_tplus_12,stata,9
daily_income_tplus_17,stata,9
daily_income_tplus_21,stata,9
otree_markets,python,9
aux_fiscal,notebook,9
attrition,r,9
miss,stata,9
readme-software,r,9
drbvars,stata,9
jacknife,stata,9
lsfereg,stata,9
SaveData,r,9
seasonallyadjust,stata,9
DGL_GNN_classification_codes,notebook,9
md_ar1,stata,9
epcp,stata,9
win32pdh,python,9
sideway,stata,9
cc,stata,9
firmbaseemp,stata,9
pca_model,python,9
areaeth,stata,9
ccappelen/cappelenR,r,9
ca,stata,9
save_coeff_interaction,stata,9
tabMe,stata,9
etreg,stata,9
df2,stata,9
permuted_model,stata,9
muniSpain,r,9
MultiPartTabPanelEnd,stata,9
educ2,stata,9
educ3,stata,9
scobit,stata,9
arvig,rmarkdown,9
model_copay,python,9
varnorm,stata,9
imputation_metrics,python,9
nbhdmodel,r,9
plot_common,python,9
stitch_engage_1m,stata,9
asset_index,stata,9
makedist,stata,9
genPIshift_ln,stata,9
genPIshift_lev,stata,9
rireg,stata,9
tax_corruption_A,stata,9
