"id","identifier","persistentUrl","protocol","authority","publisher","publicationDate","storageIdentifier","type"
3583136,"DVN/9AMKHL","https://doi.org/10.7910/DVN/9AMKHL","doi","10.7910","Harvard Dataverse","2020-01-03","s3://10.7910/DVN/9AMKHL","dataset"
3597238,"DVN/AQHPTT","https://doi.org/10.7910/DVN/AQHPTT","doi","10.7910","Harvard Dataverse","2019-11-19","s3://10.7910/DVN/AQHPTT","dataset"
3597483,"DVN/HDGUDZ","https://doi.org/10.7910/DVN/HDGUDZ","doi","10.7910","Harvard Dataverse","2020-02-03","s3://10.7910/DVN/HDGUDZ","dataset"
3606782,"DVN/OARGFC","https://doi.org/10.7910/DVN/OARGFC","doi","10.7910","Harvard Dataverse","2020-01-16","s3://10.7910/DVN/OARGFC","dataset"
3611016,"DVN/9OK6RH","https://doi.org/10.7910/DVN/9OK6RH","doi","10.7910","Harvard Dataverse","2020-01-16","s3://10.7910/DVN/9OK6RH","dataset"
3623874,"DVN/GL2WN8","https://doi.org/10.7910/DVN/GL2WN8","doi","10.7910","Harvard Dataverse","2020-01-29","s3://10.7910/DVN/GL2WN8","dataset"
3624578,"DVN/KPS1KY","https://doi.org/10.7910/DVN/KPS1KY","doi","10.7910","Harvard Dataverse","2019-12-08","s3://10.7910/DVN/KPS1KY","dataset"
3624588,"DVN/UN3KML","https://doi.org/10.7910/DVN/UN3KML","doi","10.7910","Harvard Dataverse","2020-01-27","s3://10.7910/DVN/UN3KML","dataset"
3624931,"DVN/8BFYQO","https://doi.org/10.7910/DVN/8BFYQO","doi","10.7910","Harvard Dataverse","2020-02-03","s3://10.7910/DVN/8BFYQO","dataset"
3630592,"DVN/B9U5BH","https://doi.org/10.7910/DVN/B9U5BH","doi","10.7910","Harvard Dataverse","2019-11-22","s3://10.7910/DVN/B9U5BH","dataset"
3637023,"DVN/E5KOKE","https://doi.org/10.7910/DVN/E5KOKE","doi","10.7910","Harvard Dataverse","2021-11-02","s3://10.7910/DVN/E5KOKE","dataset"
3639739,"DVN/QM15HX","https://doi.org/10.7910/DVN/QM15HX","doi","10.7910","Harvard Dataverse","2020-05-22","s3://10.7910/DVN/QM15HX","dataset"
3641159,"DVN/5MAQC2","https://doi.org/10.7910/DVN/5MAQC2","doi","10.7910","Harvard Dataverse","2020-02-03","s3://10.7910/DVN/5MAQC2","dataset"
3641294,"DVN/VWBTL5","https://doi.org/10.7910/DVN/VWBTL5","doi","10.7910","Harvard Dataverse","2020-01-20","s3://10.7910/DVN/VWBTL5","dataset"
3642402,"DVN/J0GBTX","https://doi.org/10.7910/DVN/J0GBTX","doi","10.7910","Harvard Dataverse","2020-01-27","s3://10.7910/DVN/J0GBTX","dataset"
3643773,"DVN/VCE7KN","https://doi.org/10.7910/DVN/VCE7KN","doi","10.7910","Harvard Dataverse","2020-02-03","s3://10.7910/DVN/VCE7KN","dataset"
3644711,"DVN/7PZHF6","https://doi.org/10.7910/DVN/7PZHF6","doi","10.7910","Harvard Dataverse","2020-02-03","s3://10.7910/DVN/7PZHF6","dataset"
3649869,"DVN/DYCUSZ","https://doi.org/10.7910/DVN/DYCUSZ","doi","10.7910","Harvard Dataverse","2021-08-05","s3://10.7910/DVN/DYCUSZ","dataset"
3656004,"DVN/YDBMNI","https://doi.org/10.7910/DVN/YDBMNI","doi","10.7910","Harvard Dataverse","2020-04-05","s3://10.7910/DVN/YDBMNI","dataset"
3670949,"DVN/E3BAO5","https://doi.org/10.7910/DVN/E3BAO5","doi","10.7910","Harvard Dataverse","2020-05-22","s3://10.7910/DVN/E3BAO5","dataset"
3677220,"DVN/MCEFXL","https://doi.org/10.7910/DVN/MCEFXL","doi","10.7910","Harvard Dataverse","2020-02-05","s3://10.7910/DVN/MCEFXL","dataset"
3678117,"DVN/5QBS9A","https://doi.org/10.7910/DVN/5QBS9A","doi","10.7910","Harvard Dataverse","2020-02-17","s3://10.7910/DVN/5QBS9A","dataset"
3679238,"DVN/MYF97D","https://doi.org/10.7910/DVN/MYF97D","doi","10.7910","Harvard Dataverse","2020-02-11","s3://10.7910/DVN/MYF97D","dataset"
3679843,"DVN/HD7UUU","https://doi.org/10.7910/DVN/HD7UUU","doi","10.7910","Harvard Dataverse","2020-02-12","s3://10.7910/DVN/HD7UUU","dataset"
3725167,"DVN/HULLNG","https://doi.org/10.7910/DVN/HULLNG","doi","10.7910","Harvard Dataverse","2020-05-22","s3://10.7910/DVN/HULLNG","dataset"
3742251,"DVN/PYRVKV","https://doi.org/10.7910/DVN/PYRVKV","doi","10.7910","Harvard Dataverse","2020-06-30","s3://10.7910/DVN/PYRVKV","dataset"
3754839,"DVN/CCGPUQ","https://doi.org/10.7910/DVN/CCGPUQ","doi","10.7910","Harvard Dataverse","2020-06-18","s3://10.7910/DVN/CCGPUQ","dataset"
3754842,"DVN/XI7ENB","https://doi.org/10.7910/DVN/XI7ENB","doi","10.7910","Harvard Dataverse","2020-05-22","s3://10.7910/DVN/XI7ENB","dataset"
3755206,"DVN/QQ2FV9","https://doi.org/10.7910/DVN/QQ2FV9","doi","10.7910","Harvard Dataverse","2020-06-30","s3://10.7910/DVN/QQ2FV9","dataset"
3755234,"DVN/6AAGM9","https://doi.org/10.7910/DVN/6AAGM9","doi","10.7910","Harvard Dataverse","2020-07-16","s3://10.7910/DVN/6AAGM9","dataset"
3769820,"DVN/TI7ORN","https://doi.org/10.7910/DVN/TI7ORN","doi","10.7910","Harvard Dataverse","2020-05-22","s3://10.7910/DVN/TI7ORN","dataset"
3799324,"DVN/KQJKY0","https://doi.org/10.7910/DVN/KQJKY0","doi","10.7910","Harvard Dataverse","2020-06-30","s3://10.7910/DVN/KQJKY0","dataset"
3806334,"DVN/TRLSJA","https://doi.org/10.7910/DVN/TRLSJA","doi","10.7910","Harvard Dataverse","2020-06-30","s3://10.7910/DVN/TRLSJA","dataset"
3808004,"DVN/EPDD6F","https://doi.org/10.7910/DVN/EPDD6F","doi","10.7910","Harvard Dataverse","2020-07-16","s3://10.7910/DVN/EPDD6F","dataset"
3809647,"DVN/7WFX1K","https://doi.org/10.7910/DVN/7WFX1K","doi","10.7910","Harvard Dataverse","2020-07-16","s3://10.7910/DVN/7WFX1K","dataset"
3819651,"DVN/2CITBJ","https://doi.org/10.7910/DVN/2CITBJ","doi","10.7910","Harvard Dataverse","2020-07-15","s3://10.7910/DVN/2CITBJ","dataset"
3832001,"DVN/8ZT2ID","https://doi.org/10.7910/DVN/8ZT2ID","doi","10.7910","Harvard Dataverse","2020-08-03","s3://10.7910/DVN/8ZT2ID","dataset"
3835157,"DVN/YUXHZT","https://doi.org/10.7910/DVN/YUXHZT","doi","10.7910","Harvard Dataverse","2020-08-03","s3://10.7910/DVN/YUXHZT","dataset"
3835302,"DVN/4M0HEN","https://doi.org/10.7910/DVN/4M0HEN","doi","10.7910","Harvard Dataverse","2020-07-24","s3://10.7910/DVN/4M0HEN","dataset"
3841601,"DVN/VWFKDG","https://doi.org/10.7910/DVN/VWFKDG","doi","10.7910","Harvard Dataverse","2020-09-14","s3://10.7910/DVN/VWFKDG","dataset"
3842810,"DVN/FCZDKD","https://doi.org/10.7910/DVN/FCZDKD","doi","10.7910","Harvard Dataverse","2020-07-20","s3://10.7910/DVN/FCZDKD","dataset"
3844554,"DVN/OVEGLS","https://doi.org/10.7910/DVN/OVEGLS","doi","10.7910","Harvard Dataverse","2020-07-16","s3://10.7910/DVN/OVEGLS","dataset"
3844928,"DVN/RSSRRV","https://doi.org/10.7910/DVN/RSSRRV","doi","10.7910","Harvard Dataverse","2020-07-16","s3://10.7910/DVN/RSSRRV","dataset"
3851624,"DVN/N1JX6Y","https://doi.org/10.7910/DVN/N1JX6Y","doi","10.7910","Harvard Dataverse","2020-08-06","s3://10.7910/DVN/N1JX6Y","dataset"
3852969,"DVN/YTRCQE","https://doi.org/10.7910/DVN/YTRCQE","doi","10.7910","Harvard Dataverse","2020-08-05","s3://10.7910/DVN/YTRCQE","dataset"
3854020,"DVN/BOWEJG","https://doi.org/10.7910/DVN/BOWEJG","doi","10.7910","Harvard Dataverse","2020-08-06","s3://10.7910/DVN/BOWEJG","dataset"
3856245,"DVN/YF761K","https://doi.org/10.7910/DVN/YF761K","doi","10.7910","Harvard Dataverse","2020-08-04","s3://10.7910/DVN/YF761K","dataset"
3858917,"DVN/LCWR7G","https://doi.org/10.7910/DVN/LCWR7G","doi","10.7910","Harvard Dataverse","2020-09-10","s3://10.7910/DVN/LCWR7G","dataset"
3865913,"DVN/QIWQWL","https://doi.org/10.7910/DVN/QIWQWL","doi","10.7910","Harvard Dataverse","2020-07-24","s3://10.7910/DVN/QIWQWL","dataset"
3867611,"DVN/IUZDQI","https://doi.org/10.7910/DVN/IUZDQI","doi","10.7910","Harvard Dataverse","2020-07-31","s3://10.7910/DVN/IUZDQI","dataset"
3869908,"DVN/57QESD","https://doi.org/10.7910/DVN/57QESD","doi","10.7910","Harvard Dataverse","2020-08-11","s3://10.7910/DVN/57QESD","dataset"
3869926,"DVN/MOL5B3","https://doi.org/10.7910/DVN/MOL5B3","doi","10.7910","Harvard Dataverse","2020-09-14","s3://10.7910/DVN/MOL5B3","dataset"
3873055,"DVN/RDIJQC","https://doi.org/10.7910/DVN/RDIJQC","doi","10.7910","Harvard Dataverse","2020-08-06","s3://10.7910/DVN/RDIJQC","dataset"
3891385,"DVN/VRH8ND","https://doi.org/10.7910/DVN/VRH8ND","doi","10.7910","Harvard Dataverse","2020-08-11","s3://10.7910/DVN/VRH8ND","dataset"
3891429,"DVN/X2VJJX","https://doi.org/10.7910/DVN/X2VJJX","doi","10.7910","Harvard Dataverse","2020-09-11","s3://10.7910/DVN/X2VJJX","dataset"
3891664,"DVN/JORLQM","https://doi.org/10.7910/DVN/JORLQM","doi","10.7910","Harvard Dataverse","2020-08-03","s3://10.7910/DVN/JORLQM","dataset"
3892134,"DVN/NOMC0H","https://doi.org/10.7910/DVN/NOMC0H","doi","10.7910","Harvard Dataverse","2020-09-01","s3://10.7910/DVN/NOMC0H","dataset"
3892382,"DVN/IR9XGC","https://doi.org/10.7910/DVN/IR9XGC","doi","10.7910","Harvard Dataverse","2020-08-21","s3://10.7910/DVN/IR9XGC","dataset"
3983949,"DVN/NRRVJ3","https://doi.org/10.7910/DVN/NRRVJ3","doi","10.7910","Harvard Dataverse","2020-09-10","s3://10.7910/DVN/NRRVJ3","dataset"
3985851,"DVN/HDDPTB","https://doi.org/10.7910/DVN/HDDPTB","doi","10.7910","Harvard Dataverse","2020-11-05","s3://10.7910/DVN/HDDPTB","dataset"
3998565,"DVN/2XO7HR","https://doi.org/10.7910/DVN/2XO7HR","doi","10.7910","Harvard Dataverse","2020-09-23","s3://10.7910/DVN/2XO7HR","dataset"
4004802,"DVN/UM0ZOF","https://doi.org/10.7910/DVN/UM0ZOF","doi","10.7910","Harvard Dataverse","2020-10-19","s3://10.7910/DVN/UM0ZOF","dataset"
4015917,"DVN/19FLXV","https://doi.org/10.7910/DVN/19FLXV","doi","10.7910","Harvard Dataverse","2020-09-17","s3://10.7910/DVN/19FLXV","dataset"
4022994,"DVN/PAMABU","https://doi.org/10.7910/DVN/PAMABU","doi","10.7910","Harvard Dataverse","2020-09-11","s3://10.7910/DVN/PAMABU","dataset"
4030667,"DVN/ZABHCA","https://doi.org/10.7910/DVN/ZABHCA","doi","10.7910","Harvard Dataverse","2020-10-19","s3://10.7910/DVN/ZABHCA","dataset"
4033958,"DVN/XS4P50","https://doi.org/10.7910/DVN/XS4P50","doi","10.7910","Harvard Dataverse","2020-10-19","s3://10.7910/DVN/XS4P50","dataset"
4053050,"DVN/1XXDMW","https://doi.org/10.7910/DVN/1XXDMW","doi","10.7910","Harvard Dataverse","2020-10-19","s3://10.7910/DVN/1XXDMW","dataset"
4096737,"DVN/BGCVOW","https://doi.org/10.7910/DVN/BGCVOW","doi","10.7910","Harvard Dataverse","2021-01-26","s3://10.7910/DVN/BGCVOW","dataset"
4097722,"DVN/S1EUAF","https://doi.org/10.7910/DVN/S1EUAF","doi","10.7910","Harvard Dataverse","2020-10-14","s3://10.7910/DVN/S1EUAF","dataset"
4099810,"DVN/383K6K","https://doi.org/10.7910/DVN/383K6K","doi","10.7910","Harvard Dataverse","2020-11-18","s3://10.7910/DVN/383K6K","dataset"
4158608,"DVN/8BTOHQ","https://doi.org/10.7910/DVN/8BTOHQ","doi","10.7910","Harvard Dataverse","2021-03-02","s3://10.7910/DVN/8BTOHQ","dataset"
4159032,"DVN/AP0DHP","https://doi.org/10.7910/DVN/AP0DHP","doi","10.7910","Harvard Dataverse","2020-12-21","s3://10.7910/DVN/AP0DHP","dataset"
4169810,"DVN/GNR1ZE","https://doi.org/10.7910/DVN/GNR1ZE","doi","10.7910","Harvard Dataverse","2021-02-24","s3://10.7910/DVN/GNR1ZE","dataset"
4171509,"DVN/5UEEU2","https://doi.org/10.7910/DVN/5UEEU2","doi","10.7910","Harvard Dataverse","2020-12-21","s3://10.7910/DVN/5UEEU2","dataset"
4177398,"DVN/BC2HEO","https://doi.org/10.7910/DVN/BC2HEO","doi","10.7910","Harvard Dataverse","2020-12-15","s3://10.7910/DVN/BC2HEO","dataset"
4187659,"DVN/FLV8GQ","https://doi.org/10.7910/DVN/FLV8GQ","doi","10.7910","Harvard Dataverse","2021-01-26","s3://10.7910/DVN/FLV8GQ","dataset"
4188472,"DVN/JH5UU8","https://doi.org/10.7910/DVN/JH5UU8","doi","10.7910","Harvard Dataverse","2021-03-02","s3://10.7910/DVN/JH5UU8","dataset"
4195051,"DVN/GKVNDS","https://doi.org/10.7910/DVN/GKVNDS","doi","10.7910","Harvard Dataverse","2021-02-01","s3://10.7910/DVN/GKVNDS","dataset"
4196559,"DVN/IROJ12","https://doi.org/10.7910/DVN/IROJ12","doi","10.7910","Harvard Dataverse","2021-01-26","s3://10.7910/DVN/IROJ12","dataset"
4203834,"DVN/CCV1NN","https://doi.org/10.7910/DVN/CCV1NN","doi","10.7910","Harvard Dataverse","2021-01-26","s3://10.7910/DVN/CCV1NN","dataset"
4204268,"DVN/P6N636","https://doi.org/10.7910/DVN/P6N636","doi","10.7910","Harvard Dataverse","2021-01-26","s3://10.7910/DVN/P6N636","dataset"
4207321,"DVN/JTOSEW","https://doi.org/10.7910/DVN/JTOSEW","doi","10.7910","Harvard Dataverse","2020-12-07","s3://10.7910/DVN/JTOSEW","dataset"
4213328,"DVN/C139OP","https://doi.org/10.7910/DVN/C139OP","doi","10.7910","Harvard Dataverse","2021-01-26","s3://10.7910/DVN/C139OP","dataset"
4266780,"DVN/GYEGW4","https://doi.org/10.7910/DVN/GYEGW4","doi","10.7910","Harvard Dataverse","2021-02-15","s3://10.7910/DVN/GYEGW4","dataset"
4287923,"DVN/9CEQKX","https://doi.org/10.7910/DVN/9CEQKX","doi","10.7910","Harvard Dataverse","2021-03-10","s3://10.7910/DVN/9CEQKX","dataset"
4288032,"DVN/XMKPSQ","https://doi.org/10.7910/DVN/XMKPSQ","doi","10.7910","Harvard Dataverse","2021-02-15","s3://10.7910/DVN/XMKPSQ","dataset"
4288184,"DVN/UW8G4Y","https://doi.org/10.7910/DVN/UW8G4Y","doi","10.7910","Harvard Dataverse","2021-03-16","s3://10.7910/DVN/UW8G4Y","dataset"
4302690,"DVN/EAPKQX","https://doi.org/10.7910/DVN/EAPKQX","doi","10.7910","Harvard Dataverse","2021-02-24","s3://10.7910/DVN/EAPKQX","dataset"
4311835,"DVN/DZWOCK","https://doi.org/10.7910/DVN/DZWOCK","doi","10.7910","Harvard Dataverse","2021-02-24","s3://10.7910/DVN/DZWOCK","dataset"
4345832,"DVN/RHPSZD","https://doi.org/10.7910/DVN/RHPSZD","doi","10.7910","Harvard Dataverse","2021-03-19","s3://10.7910/DVN/RHPSZD","dataset"
4369076,"DVN/Q9E8RF","https://doi.org/10.7910/DVN/Q9E8RF","doi","10.7910","Harvard Dataverse","2021-04-13","s3://10.7910/DVN/Q9E8RF","dataset"
4378850,"DVN/082VIU","https://doi.org/10.7910/DVN/082VIU","doi","10.7910","Harvard Dataverse","2021-03-10","s3://10.7910/DVN/082VIU","dataset"
4422612,"DVN/KDOM7E","https://doi.org/10.7910/DVN/KDOM7E","doi","10.7910","Harvard Dataverse","2021-03-31","s3://10.7910/DVN/KDOM7E","dataset"
4436453,"DVN/H1HRYV","https://doi.org/10.7910/DVN/H1HRYV","doi","10.7910","Harvard Dataverse","2021-03-31","s3://10.7910/DVN/H1HRYV","dataset"
4441053,"DVN/4P2JA3","https://doi.org/10.7910/DVN/4P2JA3","doi","10.7910","Harvard Dataverse","2021-04-13","s3://10.7910/DVN/4P2JA3","dataset"
4443029,"DVN/M5SDCH","https://doi.org/10.7910/DVN/M5SDCH","doi","10.7910","Harvard Dataverse","2021-04-13","s3://10.7910/DVN/M5SDCH","dataset"
4458549,"DVN/A81LPK","https://doi.org/10.7910/DVN/A81LPK","doi","10.7910","Harvard Dataverse","2021-04-20","s3://10.7910/DVN/A81LPK","dataset"
4459777,"DVN/9MQDK7","https://doi.org/10.7910/DVN/9MQDK7","doi","10.7910","Harvard Dataverse","2021-04-13","s3://10.7910/DVN/9MQDK7","dataset"
4460449,"DVN/JO8C7A","https://doi.org/10.7910/DVN/JO8C7A","doi","10.7910","Harvard Dataverse","2021-04-20","s3://10.7910/DVN/JO8C7A","dataset"
4462040,"DVN/LIXQUW","https://doi.org/10.7910/DVN/LIXQUW","doi","10.7910","Harvard Dataverse","2021-04-26","s3://10.7910/DVN/LIXQUW","dataset"
4469561,"DVN/AH6AZK","https://doi.org/10.7910/DVN/AH6AZK","doi","10.7910","Harvard Dataverse","2021-05-10","s3://10.7910/DVN/AH6AZK","dataset"
4469601,"DVN/RQE9SO","https://doi.org/10.7910/DVN/RQE9SO","doi","10.7910","Harvard Dataverse","2021-04-26","s3://10.7910/DVN/RQE9SO","dataset"
4489766,"DVN/IM0FZN","https://doi.org/10.7910/DVN/IM0FZN","doi","10.7910","Harvard Dataverse","2021-05-22","s3://10.7910/DVN/IM0FZN","dataset"
4495992,"DVN/YZHHPX","https://doi.org/10.7910/DVN/YZHHPX","doi","10.7910","Harvard Dataverse","2021-05-03","s3://10.7910/DVN/YZHHPX","dataset"
4514888,"DVN/YXMGMU","https://doi.org/10.7910/DVN/YXMGMU","doi","10.7910","Harvard Dataverse","2021-05-17","s3://10.7910/DVN/YXMGMU","dataset"
4514966,"DVN/UGI0MH","https://doi.org/10.7910/DVN/UGI0MH","doi","10.7910","Harvard Dataverse","2021-05-17","s3://10.7910/DVN/UGI0MH","dataset"
4549565,"DVN/K04IOD","https://doi.org/10.7910/DVN/K04IOD","doi","10.7910","Harvard Dataverse","2021-05-24","s3://10.7910/DVN/K04IOD","dataset"
4551007,"DVN/QDTLYV","https://doi.org/10.7910/DVN/QDTLYV","doi","10.7910","Harvard Dataverse","2021-05-24","s3://10.7910/DVN/QDTLYV","dataset"
4552321,"DVN/G1JCKK","https://doi.org/10.7910/DVN/G1JCKK","doi","10.7910","Harvard Dataverse","2021-06-08","s3://10.7910/DVN/G1JCKK","dataset"
4564429,"DVN/2JKWNS","https://doi.org/10.7910/DVN/2JKWNS","doi","10.7910","Harvard Dataverse","2021-06-07","s3://10.7910/DVN/2JKWNS","dataset"
4570015,"DVN/WQ1R5X","https://doi.org/10.7910/DVN/WQ1R5X","doi","10.7910","Harvard Dataverse","2021-05-24","s3://10.7910/DVN/WQ1R5X","dataset"
4576040,"DVN/15GBXD","https://doi.org/10.7910/DVN/15GBXD","doi","10.7910","Harvard Dataverse","2021-06-07","s3://10.7910/DVN/15GBXD","dataset"
4579219,"DVN/HKV6YX","https://doi.org/10.7910/DVN/HKV6YX","doi","10.7910","Harvard Dataverse","2021-06-08","s3://10.7910/DVN/HKV6YX","dataset"
4579315,"DVN/3DRQOB","https://doi.org/10.7910/DVN/3DRQOB","doi","10.7910","Harvard Dataverse","2021-06-01","s3://10.7910/DVN/3DRQOB","dataset"
4591316,"DVN/QTJGR5","https://doi.org/10.7910/DVN/QTJGR5","doi","10.7910","Harvard Dataverse","2021-05-22","s3://10.7910/DVN/QTJGR5","dataset"
4592974,"DVN/A2XDZP","https://doi.org/10.7910/DVN/A2XDZP","doi","10.7910","Harvard Dataverse","2021-06-08","s3://10.7910/DVN/A2XDZP","dataset"
4606050,"DVN/4VHZWW","https://doi.org/10.7910/DVN/4VHZWW","doi","10.7910","Harvard Dataverse","2021-06-16","s3://10.7910/DVN/4VHZWW","dataset"
4606613,"DVN/1CNMHF","https://doi.org/10.7910/DVN/1CNMHF","doi","10.7910","Harvard Dataverse","2021-06-28","s3://10.7910/DVN/1CNMHF","dataset"
4620900,"DVN/SI0NQF","https://doi.org/10.7910/DVN/SI0NQF","doi","10.7910","Harvard Dataverse","2022-04-13","s3://10.7910/DVN/SI0NQF","dataset"
4621233,"DVN/ITKNX5","https://doi.org/10.7910/DVN/ITKNX5","doi","10.7910","Harvard Dataverse","2021-06-16","s3://10.7910/DVN/ITKNX5","dataset"
4636792,"DVN/KSTD9J","https://doi.org/10.7910/DVN/KSTD9J","doi","10.7910","Harvard Dataverse","2021-07-08","s3://10.7910/DVN/KSTD9J","dataset"
4656145,"DVN/ZCEQPS","https://doi.org/10.7910/DVN/ZCEQPS","doi","10.7910","Harvard Dataverse","2021-07-08","s3://10.7910/DVN/ZCEQPS","dataset"
4656616,"DVN/COFHJL","https://doi.org/10.7910/DVN/COFHJL","doi","10.7910","Harvard Dataverse","2021-06-28","s3://10.7910/DVN/COFHJL","dataset"
4656731,"DVN/F2OX6O","https://doi.org/10.7910/DVN/F2OX6O","doi","10.7910","Harvard Dataverse","2021-06-25","s3://10.7910/DVN/F2OX6O","dataset"
4664409,"DVN/IK4NUZ","https://doi.org/10.7910/DVN/IK4NUZ","doi","10.7910","Harvard Dataverse","2021-06-25","s3://10.7910/DVN/IK4NUZ","dataset"
4750932,"DVN/Q4VN7A","https://doi.org/10.7910/DVN/Q4VN7A","doi","10.7910","Harvard Dataverse","2021-06-30","s3://10.7910/DVN/Q4VN7A","dataset"
4775881,"DVN/PNYG29","https://doi.org/10.7910/DVN/PNYG29","doi","10.7910","Harvard Dataverse","2021-07-06","s3://10.7910/DVN/PNYG29","dataset"
4777048,"DVN/WZI945","https://doi.org/10.7910/DVN/WZI945","doi","10.7910","Harvard Dataverse","2021-08-26","s3://10.7910/DVN/WZI945","dataset"
4787042,"DVN/0WIFZU","https://doi.org/10.7910/DVN/0WIFZU","doi","10.7910","Harvard Dataverse","2021-07-12","s3://10.7910/DVN/0WIFZU","dataset"
4788677,"DVN/R8TUOQ","https://doi.org/10.7910/DVN/R8TUOQ","doi","10.7910","Harvard Dataverse","2021-07-08","s3://10.7910/DVN/R8TUOQ","dataset"
4790052,"DVN/NVVVUV","https://doi.org/10.7910/DVN/NVVVUV","doi","10.7910","Harvard Dataverse","2021-07-19","s3://10.7910/DVN/NVVVUV","dataset"
4790222,"DVN/1HOKCH","https://doi.org/10.7910/DVN/1HOKCH","doi","10.7910","Harvard Dataverse","2021-08-02","s3://10.7910/DVN/1HOKCH","dataset"
4792544,"DVN/ZQMYII","https://doi.org/10.7910/DVN/ZQMYII","doi","10.7910","Harvard Dataverse","2021-07-26","s3://10.7910/DVN/ZQMYII","dataset"
4803073,"DVN/KJ8IH2","https://doi.org/10.7910/DVN/KJ8IH2","doi","10.7910","Harvard Dataverse","2021-07-27","s3://10.7910/DVN/KJ8IH2","dataset"
4805987,"DVN/LIJSWE","https://doi.org/10.7910/DVN/LIJSWE","doi","10.7910","Harvard Dataverse","2021-07-30","s3://10.7910/DVN/LIJSWE","dataset"
4806441,"DVN/QYZGEI","https://doi.org/10.7910/DVN/QYZGEI","doi","10.7910","Harvard Dataverse","2021-07-27","s3://10.7910/DVN/QYZGEI","dataset"
4807708,"DVN/S5YMS7","https://doi.org/10.7910/DVN/S5YMS7","doi","10.7910","Harvard Dataverse","2021-07-28","s3://10.7910/DVN/S5YMS7","dataset"
4808531,"DVN/7WUTWA","https://doi.org/10.7910/DVN/7WUTWA","doi","10.7910","Harvard Dataverse","2021-08-04","s3://10.7910/DVN/7WUTWA","dataset"
4814690,"DVN/WQEQPN","https://doi.org/10.7910/DVN/WQEQPN","doi","10.7910","Harvard Dataverse","2021-08-27","s3://10.7910/DVN/WQEQPN","dataset"
4818419,"DVN/JWTRSC","https://doi.org/10.7910/DVN/JWTRSC","doi","10.7910","Harvard Dataverse","2021-09-14","s3://10.7910/DVN/JWTRSC","dataset"
4836926,"DVN/TNXRNM","https://doi.org/10.7910/DVN/TNXRNM","doi","10.7910","Harvard Dataverse","2021-08-13","s3://10.7910/DVN/TNXRNM","dataset"
4863140,"DVN/S2SNOT","https://doi.org/10.7910/DVN/S2SNOT","doi","10.7910","Harvard Dataverse","2021-09-28","s3://10.7910/DVN/S2SNOT","dataset"
4864946,"DVN/VHNPUO","https://doi.org/10.7910/DVN/VHNPUO","doi","10.7910","Harvard Dataverse","2021-08-26","s3://10.7910/DVN/VHNPUO","dataset"
4868369,"DVN/NYPOQD","https://doi.org/10.7910/DVN/NYPOQD","doi","10.7910","Harvard Dataverse","2021-08-26","s3://10.7910/DVN/NYPOQD","dataset"
4868579,"DVN/NDHWX0","https://doi.org/10.7910/DVN/NDHWX0","doi","10.7910","Harvard Dataverse","2021-08-27","s3://10.7910/DVN/NDHWX0","dataset"
4877114,"DVN/GHRHU7","https://doi.org/10.7910/DVN/GHRHU7","doi","10.7910","Harvard Dataverse","2021-09-03","s3://10.7910/DVN/GHRHU7","dataset"
4877176,"DVN/AYBXMJ","https://doi.org/10.7910/DVN/AYBXMJ","doi","10.7910","Harvard Dataverse","2021-08-06","s3://10.7910/DVN/AYBXMJ","dataset"
4877237,"DVN/8I6NOT","https://doi.org/10.7910/DVN/8I6NOT","doi","10.7910","Harvard Dataverse","2021-08-26","s3://10.7910/DVN/8I6NOT","dataset"
4883581,"DVN/GSO5FP","https://doi.org/10.7910/DVN/GSO5FP","doi","10.7910","Harvard Dataverse","2021-08-26","s3://10.7910/DVN/GSO5FP","dataset"
4883636,"DVN/OFCAAE","https://doi.org/10.7910/DVN/OFCAAE","doi","10.7910","Harvard Dataverse","2021-08-27","s3://10.7910/DVN/OFCAAE","dataset"
4892190,"DVN/LCCOH6","https://doi.org/10.7910/DVN/LCCOH6","doi","10.7910","Harvard Dataverse","2021-09-03","s3://10.7910/DVN/LCCOH6","dataset"
4894652,"DVN/FBKO6N","https://doi.org/10.7910/DVN/FBKO6N","doi","10.7910","Harvard Dataverse","2021-08-20","s3://10.7910/DVN/FBKO6N","dataset"
4903630,"DVN/MEWHPE","https://doi.org/10.7910/DVN/MEWHPE","doi","10.7910","Harvard Dataverse","2021-10-12","s3://10.7910/DVN/MEWHPE","dataset"
4917243,"DVN/SHHVCA","https://doi.org/10.7910/DVN/SHHVCA","doi","10.7910","Harvard Dataverse","2021-09-14","s3://10.7910/DVN/SHHVCA","dataset"
4936171,"DVN/VZZBHE","https://doi.org/10.7910/DVN/VZZBHE","doi","10.7910","Harvard Dataverse","2021-09-15","s3://10.7910/DVN/VZZBHE","dataset"
4937809,"DVN/T9AEBN","https://doi.org/10.7910/DVN/T9AEBN","doi","10.7910","Harvard Dataverse","2021-09-13","s3://10.7910/DVN/T9AEBN","dataset"
4949691,"DVN/O3DTSF","https://doi.org/10.7910/DVN/O3DTSF","doi","10.7910","Harvard Dataverse","2021-09-10","s3://10.7910/DVN/O3DTSF","dataset"
4950791,"DVN/DG2J0F","https://doi.org/10.7910/DVN/DG2J0F","doi","10.7910","Harvard Dataverse","2021-10-28","s3://10.7910/DVN/DG2J0F","dataset"
