type,id,title,identifier,persistentUrl,protocol,authority,separator,publisher,publicationDate,storageIdentifier,datasetType
dataset,10559054,,DVN/6GS8QM,https://doi.org/10.7910/DVN/6GS8QM,doi,10.7910,/,Harvard Dataverse,2024-10-07,s3://10.7910/DVN/6GS8QM,dataset
dataset,10561918,,DVN/AIJVJB,https://doi.org/10.7910/DVN/AIJVJB,doi,10.7910,/,Harvard Dataverse,2024-09-30,s3://10.7910/DVN/AIJVJB,dataset
dataset,10592605,,DVN/ITK6ZS,https://doi.org/10.7910/DVN/ITK6ZS,doi,10.7910,/,Harvard Dataverse,2024-11-05,s3://10.7910/DVN/ITK6ZS,dataset
dataset,10596318,,DVN/ZDFX1V,https://doi.org/10.7910/DVN/ZDFX1V,doi,10.7910,/,Harvard Dataverse,2024-10-14,s3://10.7910/DVN/ZDFX1V,dataset
dataset,10624177,,DVN/9LVUQI,https://doi.org/10.7910/DVN/9LVUQI,doi,10.7910,/,Harvard Dataverse,2024-10-17,s3://10.7910/DVN/9LVUQI,dataset
dataset,10714350,,DVN/YOZ8UC,https://doi.org/10.7910/DVN/YOZ8UC,doi,10.7910,/,Harvard Dataverse,2024-11-19,s3://10.7910/DVN/YOZ8UC,dataset
dataset,10729972,,DVN/DZIHSB,https://doi.org/10.7910/DVN/DZIHSB,doi,10.7910,/,Harvard Dataverse,2025-01-12,s3://10.7910/DVN/DZIHSB,dataset
dataset,10761954,,DVN/APUZYP,https://doi.org/10.7910/DVN/APUZYP,doi,10.7910,/,Harvard Dataverse,2024-12-09,s3://10.7910/DVN/APUZYP,dataset
dataset,10778147,,DVN/XDEURU,https://doi.org/10.7910/DVN/XDEURU,doi,10.7910,/,Harvard Dataverse,2025-02-04,s3://10.7910/DVN/XDEURU,dataset
dataset,10802744,,DVN/ZESNEL,https://doi.org/10.7910/DVN/ZESNEL,doi,10.7910,/,Harvard Dataverse,2025-01-06,s3://10.7910/DVN/ZESNEL,dataset
dataset,10807203,,DVN/PI0XYU,https://doi.org/10.7910/DVN/PI0XYU,doi,10.7910,/,Harvard Dataverse,2025-01-09,s3://10.7910/DVN/PI0XYU,dataset
dataset,10809777,,DVN/1FVL19,https://doi.org/10.7910/DVN/1FVL19,doi,10.7910,/,Harvard Dataverse,2025-01-08,s3://10.7910/DVN/1FVL19,dataset
dataset,10809947,,DVN/AVTED4,https://doi.org/10.7910/DVN/AVTED4,doi,10.7910,/,Harvard Dataverse,2025-01-09,s3://10.7910/DVN/AVTED4,dataset
dataset,10814402,,DVN/X9R8FI,https://doi.org/10.7910/DVN/X9R8FI,doi,10.7910,/,Harvard Dataverse,2025-01-09,s3://10.7910/DVN/X9R8FI,dataset
dataset,10814957,,DVN/SWWNOF,https://doi.org/10.7910/DVN/SWWNOF,doi,10.7910,/,Harvard Dataverse,2025-01-10,s3://10.7910/DVN/SWWNOF,dataset
dataset,10821373,,DVN/KF8L4L,https://doi.org/10.7910/DVN/KF8L4L,doi,10.7910,/,Harvard Dataverse,2025-01-16,s3://10.7910/DVN/KF8L4L,dataset
dataset,10821791,,DVN/2VGIIW,https://doi.org/10.7910/DVN/2VGIIW,doi,10.7910,/,Harvard Dataverse,2025-01-30,s3://10.7910/DVN/2VGIIW,dataset
dataset,10828314,,DVN/SYVZLI,https://doi.org/10.7910/DVN/SYVZLI,doi,10.7910,/,Harvard Dataverse,2025-01-16,s3://10.7910/DVN/SYVZLI,dataset
dataset,10851847,,DVN/2RJWYU,https://doi.org/10.7910/DVN/2RJWYU,doi,10.7910,/,Harvard Dataverse,2025-02-03,s3://10.7910/DVN/2RJWYU,dataset
dataset,10883604,,DVN/5MRQDN,https://doi.org/10.7910/DVN/5MRQDN,doi,10.7910,/,Harvard Dataverse,2025-02-12,s3://10.7910/DVN/5MRQDN,dataset
dataset,10886659,,DVN/KUBN9M,https://doi.org/10.7910/DVN/KUBN9M,doi,10.7910,/,Harvard Dataverse,2025-02-14,s3://10.7910/DVN/KUBN9M,dataset
dataset,10903624,,DVN/W68V9S,https://doi.org/10.7910/DVN/W68V9S,doi,10.7910,/,Harvard Dataverse,2025-02-26,s3://10.7910/DVN/W68V9S,dataset
dataset,10923447,,DVN/MJIF4M,https://doi.org/10.7910/DVN/MJIF4M,doi,10.7910,/,Harvard Dataverse,2025-03-04,s3://10.7910/DVN/MJIF4M,dataset
dataset,10981629,,DVN/BRPGM2,https://doi.org/10.7910/DVN/BRPGM2,doi,10.7910,/,Harvard Dataverse,2025-03-11,s3://10.7910/DVN/BRPGM2,dataset
dataset,10989973,,DVN/R3OZ1X,https://doi.org/10.7910/DVN/R3OZ1X,doi,10.7910,/,Harvard Dataverse,2025-03-18,s3://10.7910/DVN/R3OZ1X,dataset
dataset,11002271,,DVN/WXT2TV,https://doi.org/10.7910/DVN/WXT2TV,doi,10.7910,/,Harvard Dataverse,2025-03-25,s3://10.7910/DVN/WXT2TV,dataset
dataset,11037869,,DVN/RPCESJ,https://doi.org/10.7910/DVN/RPCESJ,doi,10.7910,/,Harvard Dataverse,2025-04-10,s3://10.7910/DVN/RPCESJ,dataset
dataset,11058250,,DVN/TT9NYX,https://doi.org/10.7910/DVN/TT9NYX,doi,10.7910,/,Harvard Dataverse,2025-04-21,s3://10.7910/DVN/TT9NYX,dataset
dataset,11058380,,DVN/WUHTFE,https://doi.org/10.7910/DVN/WUHTFE,doi,10.7910,/,Harvard Dataverse,2025-04-08,s3://10.7910/DVN/WUHTFE,dataset
dataset,11106226,,DVN/IY8EML,https://doi.org/10.7910/DVN/IY8EML,doi,10.7910,/,Harvard Dataverse,2025-04-21,s3://10.7910/DVN/IY8EML,dataset
dataset,11143131,,DVN/AXPOZS,https://doi.org/10.7910/DVN/AXPOZS,doi,10.7910,/,Harvard Dataverse,2025-05-02,s3://10.7910/DVN/AXPOZS,dataset
dataset,11165771,,DVN/PQDGER,https://doi.org/10.7910/DVN/PQDGER,doi,10.7910,/,Harvard Dataverse,2025-05-04,s3://10.7910/DVN/PQDGER,dataset
dataset,11206373,,DVN/N150HF,https://doi.org/10.7910/DVN/N150HF,doi,10.7910,/,Harvard Dataverse,2025-05-08,s3://10.7910/DVN/N150HF,dataset
dataset,11353143,,DVN/K2NMYK,https://doi.org/10.7910/DVN/K2NMYK,doi,10.7910,/,Harvard Dataverse,2025-05-14,s3://10.7910/DVN/K2NMYK,dataset
dataset,11512882,,DVN/AVREKZ,https://doi.org/10.7910/DVN/AVREKZ,doi,10.7910,/,Harvard Dataverse,2025-05-16,s3://10.7910/DVN/AVREKZ,dataset
dataset,11543047,,DVN/6KNPFQ,https://doi.org/10.7910/DVN/6KNPFQ,doi,10.7910,/,Harvard Dataverse,2025-06-06,s3://10.7910/DVN/6KNPFQ,dataset
dataset,11555238,,DVN/IESPLB,https://doi.org/10.7910/DVN/IESPLB,doi,10.7910,/,Harvard Dataverse,2025-05-22,s3://10.7910/DVN/IESPLB,dataset
dataset,11564371,,DVN/Q1TCV0,https://doi.org/10.7910/DVN/Q1TCV0,doi,10.7910,/,Harvard Dataverse,2025-05-24,s3://10.7910/DVN/Q1TCV0,dataset
dataset,11576915,,DVN/TQCAU0,https://doi.org/10.7910/DVN/TQCAU0,doi,10.7910,/,Harvard Dataverse,2025-05-29,s3://10.7910/DVN/TQCAU0,dataset
dataset,11599945,,DVN/FSZ7V6,https://doi.org/10.7910/DVN/FSZ7V6,doi,10.7910,/,Harvard Dataverse,2025-06-07,s3://10.7910/DVN/FSZ7V6,dataset
dataset,11612120,,DVN/0PJ8XC,https://doi.org/10.7910/DVN/0PJ8XC,doi,10.7910,/,Harvard Dataverse,2025-06-10,s3://10.7910/DVN/0PJ8XC,dataset
dataset,11613496,,DVN/WLWSIJ,https://doi.org/10.7910/DVN/WLWSIJ,doi,10.7910,/,Harvard Dataverse,2025-06-10,s3://10.7910/DVN/WLWSIJ,dataset
dataset,11632361,,DVN/S1SF0O,https://doi.org/10.7910/DVN/S1SF0O,doi,10.7910,/,Harvard Dataverse,2025-06-12,s3://10.7910/DVN/S1SF0O,dataset
dataset,11660933,,DVN/3BCD6V,https://doi.org/10.7910/DVN/3BCD6V,doi,10.7910,/,Harvard Dataverse,2025-06-19,s3://10.7910/DVN/3BCD6V,dataset
dataset,11681387,,DVN/H0WDKI,https://doi.org/10.7910/DVN/H0WDKI,doi,10.7910,/,Harvard Dataverse,2025-06-30,s3://10.7910/DVN/H0WDKI,dataset
dataset,11697011,,DVN/8F3CHC,https://doi.org/10.7910/DVN/8F3CHC,doi,10.7910,/,Harvard Dataverse,2025-07-03,s3://10.7910/DVN/8F3CHC,dataset
dataset,11700586,,DVN/RCILJF,https://doi.org/10.7910/DVN/RCILJF,doi,10.7910,/,Harvard Dataverse,2025-07-10,s3://10.7910/DVN/RCILJF,dataset
dataset,11788048,,DVN/KMWN9M,https://doi.org/10.7910/DVN/KMWN9M,doi,10.7910,/,Harvard Dataverse,2025-07-17,s3://10.7910/DVN/KMWN9M,dataset
dataset,11812321,,DVN/B4K37T,https://doi.org/10.7910/DVN/B4K37T,doi,10.7910,/,Harvard Dataverse,2025-07-24,s3://10.7910/DVN/B4K37T,dataset
dataset,11827978,,DVN/JKACXE,https://doi.org/10.7910/DVN/JKACXE,doi,10.7910,/,Harvard Dataverse,2025-07-28,s3://10.7910/DVN/JKACXE,dataset
dataset,11837039,,DVN/2X2WPK,https://doi.org/10.7910/DVN/2X2WPK,doi,10.7910,/,Harvard Dataverse,2025-08-05,s3://10.7910/DVN/2X2WPK,dataset
dataset,11848554,,DVN/AVWWXV,https://doi.org/10.7910/DVN/AVWWXV,doi,10.7910,/,Harvard Dataverse,2025-08-19,s3://10.7910/DVN/AVWWXV,dataset
dataset,11864704,,DVN/CFPFU7,https://doi.org/10.7910/DVN/CFPFU7,doi,10.7910,/,Harvard Dataverse,2025-08-07,s3://10.7910/DVN/CFPFU7,dataset
dataset,11981306,,DVN/XSOTDJ,https://doi.org/10.7910/DVN/XSOTDJ,doi,10.7910,/,Harvard Dataverse,2025-08-21,s3://10.7910/DVN/XSOTDJ,dataset
dataset,12015320,,DVN/OJQAW8,https://doi.org/10.7910/DVN/OJQAW8,doi,10.7910,/,Harvard Dataverse,2025-08-28,s3://10.7910/DVN/OJQAW8,dataset
dataset,12015726,,DVN/8ODIRK,https://doi.org/10.7910/DVN/8ODIRK,doi,10.7910,/,Harvard Dataverse,2025-10-13,s3://10.7910/DVN/8ODIRK,dataset
dataset,12095539,,DVN/4ETFPS,https://doi.org/10.7910/DVN/4ETFPS,doi,10.7910,/,Harvard Dataverse,2025-09-30,s3://10.7910/DVN/4ETFPS,dataset
dataset,12109351,,DVN/TPY3PM,https://doi.org/10.7910/DVN/TPY3PM,doi,10.7910,/,Harvard Dataverse,2025-09-27,s3://10.7910/DVN/TPY3PM,dataset
dataset,12116789,,DVN/3ZQ89F,https://doi.org/10.7910/DVN/3ZQ89F,doi,10.7910,/,Harvard Dataverse,2025-10-06,s3://10.7910/DVN/3ZQ89F,dataset
dataset,12117266,,DVN/CJDJMJ,https://doi.org/10.7910/DVN/CJDJMJ,doi,10.7910,/,Harvard Dataverse,2025-10-01,s3://10.7910/DVN/CJDJMJ,dataset
dataset,12125986,,DVN/04COVT,https://doi.org/10.7910/DVN/04COVT,doi,10.7910,/,Harvard Dataverse,2025-10-01,s3://10.7910/DVN/04COVT,dataset
dataset,12127311,,DVN/AZ8KQQ,https://doi.org/10.7910/DVN/AZ8KQQ,doi,10.7910,/,Harvard Dataverse,2025-10-02,s3://10.7910/DVN/AZ8KQQ,dataset
dataset,12517356,,DVN/JKFJDH,https://doi.org/10.7910/DVN/JKFJDH,doi,10.7910,/,Harvard Dataverse,2025-12-01,s3://10.7910/DVN/JKFJDH,dataset
dataset,12547451,,DVN/WWKXEU,https://doi.org/10.7910/DVN/WWKXEU,doi,10.7910,/,Harvard Dataverse,2025-10-20,s3://10.7910/DVN/WWKXEU,dataset
dataset,12554400,,DVN/TJBZ7N,https://doi.org/10.7910/DVN/TJBZ7N,doi,10.7910,/,Harvard Dataverse,2025-10-21,s3://10.7910/DVN/TJBZ7N,dataset
dataset,12727767,,DVN/Q88QRI,https://doi.org/10.7910/DVN/Q88QRI,doi,10.7910,/,Harvard Dataverse,2025-10-23,s3://10.7910/DVN/Q88QRI,dataset
dataset,13097342,,DVN/ZYCWIN,https://doi.org/10.7910/DVN/ZYCWIN,doi,10.7910,/,Harvard Dataverse,2025-10-29,s3://10.7910/DVN/ZYCWIN,dataset
dataset,13098055,,DVN/J3WJMB,https://doi.org/10.7910/DVN/J3WJMB,doi,10.7910,/,Harvard Dataverse,2025-10-29,s3://10.7910/DVN/J3WJMB,dataset
dataset,13130409,,DVN/57CGX5,https://doi.org/10.7910/DVN/57CGX5,doi,10.7910,/,Harvard Dataverse,2025-11-07,s3://10.7910/DVN/57CGX5,dataset
dataset,13185001,,DVN/DZV05T,https://doi.org/10.7910/DVN/DZV05T,doi,10.7910,/,Harvard Dataverse,2025-11-26,s3://10.7910/DVN/DZV05T,dataset
dataset,13186737,,DVN/7MJOO0,https://doi.org/10.7910/DVN/7MJOO0,doi,10.7910,/,Harvard Dataverse,2025-12-01,s3://10.7910/DVN/7MJOO0,dataset
dataset,13191209,,DVN/OPGXR0,https://doi.org/10.7910/DVN/OPGXR0,doi,10.7910,/,Harvard Dataverse,2025-12-03,s3://10.7910/DVN/OPGXR0,dataset
dataset,13198113,,DVN/ZHMLKW,https://doi.org/10.7910/DVN/ZHMLKW,doi,10.7910,/,Harvard Dataverse,2025-12-01,s3://10.7910/DVN/ZHMLKW,dataset
dataset,13225186,,DVN/ETYV7G,https://doi.org/10.7910/DVN/ETYV7G,doi,10.7910,/,Harvard Dataverse,2025-12-10,s3://10.7910/DVN/ETYV7G,dataset
dataset,13251079,,DVN/RYHYCI,https://doi.org/10.7910/DVN/RYHYCI,doi,10.7910,/,Harvard Dataverse,2025-12-16,s3://10.7910/DVN/RYHYCI,dataset
dataset,13257065,,DVN/VXAACE,https://doi.org/10.7910/DVN/VXAACE,doi,10.7910,/,Harvard Dataverse,2025-12-18,s3://10.7910/DVN/VXAACE,dataset
dataset,13300861,,DVN/5LF2EU,https://doi.org/10.7910/DVN/5LF2EU,doi,10.7910,/,Harvard Dataverse,2025-12-31,s3://10.7910/DVN/5LF2EU,dataset
