type,id,title,identifier,persistentUrl,protocol,authority,separator,publisher,publicationDate,storageIdentifier,datasetType
dataset,4494496,,DVN/SZNZBV,https://doi.org/10.7910/DVN/SZNZBV,doi,10.7910,/,Harvard Dataverse,2021-04-09,s3://10.7910/DVN/SZNZBV,dataset
dataset,4494619,,DVN/IB9OSK,https://doi.org/10.7910/DVN/IB9OSK,doi,10.7910,/,Harvard Dataverse,2021-04-01,s3://10.7910/DVN/IB9OSK,dataset
dataset,4551044,,DVN/5ZAFIF,https://doi.org/10.7910/DVN/5ZAFIF,doi,10.7910,/,Harvard Dataverse,2021-04-13,s3://10.7910/DVN/5ZAFIF,dataset
dataset,4554343,,DVN/LYW91V,https://doi.org/10.7910/DVN/LYW91V,doi,10.7910,/,Harvard Dataverse,2021-04-24,s3://10.7910/DVN/LYW91V,dataset
dataset,4604314,,DVN/FIHGN0,https://doi.org/10.7910/DVN/FIHGN0,doi,10.7910,/,Harvard Dataverse,2021-04-30,s3://10.7910/DVN/FIHGN0,dataset
dataset,4607385,,DVN/MPPMA7,https://doi.org/10.7910/DVN/MPPMA7,doi,10.7910,/,Harvard Dataverse,2021-05-02,s3://10.7910/DVN/MPPMA7,dataset
dataset,4621562,,DVN/LGWQB5,https://doi.org/10.7910/DVN/LGWQB5,doi,10.7910,/,Harvard Dataverse,2021-05-05,s3://10.7910/DVN/LGWQB5,dataset
dataset,4625551,,DVN/GQOAJG,https://doi.org/10.7910/DVN/GQOAJG,doi,10.7910,/,Harvard Dataverse,2021-05-07,s3://10.7910/DVN/GQOAJG,dataset
dataset,4625566,,DVN/XFCGKU,https://doi.org/10.7910/DVN/XFCGKU,doi,10.7910,/,Harvard Dataverse,2022-01-31,s3://10.7910/DVN/XFCGKU,dataset
dataset,4655525,,DVN/BVQU65,https://doi.org/10.7910/DVN/BVQU65,doi,10.7910,/,Harvard Dataverse,2021-05-17,s3://10.7910/DVN/BVQU65,dataset
dataset,4655612,,DVN/SRYVKV,https://doi.org/10.7910/DVN/SRYVKV,doi,10.7910,/,Harvard Dataverse,2021-05-18,s3://10.7910/DVN/SRYVKV,dataset
dataset,4725022,,DVN/EYE5IF,https://doi.org/10.7910/DVN/EYE5IF,doi,10.7910,/,Harvard Dataverse,2021-06-29,s3://10.7910/DVN/EYE5IF,dataset
dataset,4806044,,DVN/PG2RCO,https://doi.org/10.7910/DVN/PG2RCO,doi,10.7910,/,Harvard Dataverse,2021-06-14,s3://10.7910/DVN/PG2RCO,dataset
dataset,4824654,,DVN/VSNQPI,https://doi.org/10.7910/DVN/VSNQPI,doi,10.7910,/,Harvard Dataverse,2021-06-25,s3://10.7910/DVN/VSNQPI,dataset
dataset,4880104,,DVN/6MFGLC,https://doi.org/10.7910/DVN/6MFGLC,doi,10.7910,/,Harvard Dataverse,2021-07-07,s3://10.7910/DVN/6MFGLC,dataset
dataset,4889188,,DVN/TAZPWZ,https://doi.org/10.7910/DVN/TAZPWZ,doi,10.7910,/,Harvard Dataverse,2021-07-13,s3://10.7910/DVN/TAZPWZ,dataset
dataset,4910363,,DVN/VCWAXV,https://doi.org/10.7910/DVN/VCWAXV,doi,10.7910,/,Harvard Dataverse,2021-07-22,s3://10.7910/DVN/VCWAXV,dataset
dataset,4923393,,DVN/IEPB4B,https://doi.org/10.7910/DVN/IEPB4B,doi,10.7910,/,Harvard Dataverse,2021-07-25,s3://10.7910/DVN/IEPB4B,dataset
dataset,4934589,,DVN/MO72A2,https://doi.org/10.7910/DVN/MO72A2,doi,10.7910,/,Harvard Dataverse,2021-07-28,s3://10.7910/DVN/MO72A2,dataset
dataset,4935048,,DVN/CMFPFR,https://doi.org/10.7910/DVN/CMFPFR,doi,10.7910,/,Harvard Dataverse,2021-07-29,s3://10.7910/DVN/CMFPFR,dataset
dataset,4956730,,DVN/ESGRRS,https://doi.org/10.7910/DVN/ESGRRS,doi,10.7910,/,Harvard Dataverse,2021-08-05,s3://10.7910/DVN/ESGRRS,dataset
dataset,5014148,,DVN/YBKP8C,https://doi.org/10.7910/DVN/YBKP8C,doi,10.7910,/,Harvard Dataverse,2021-08-26,s3://10.7910/DVN/YBKP8C,dataset
dataset,5021063,,DVN/RWFPHU,https://doi.org/10.7910/DVN/RWFPHU,doi,10.7910,/,Harvard Dataverse,2021-09-08,s3://10.7910/DVN/RWFPHU,dataset
dataset,5192566,,DVN/TD6YHR,https://doi.org/10.7910/DVN/TD6YHR,doi,10.7910,/,Harvard Dataverse,2021-09-21,s3://10.7910/DVN/TD6YHR,dataset
dataset,5251470,,DVN/R57MJ4,https://doi.org/10.7910/DVN/R57MJ4,doi,10.7910,/,Harvard Dataverse,2021-10-14,s3://10.7910/DVN/R57MJ4,dataset
dataset,5256505,,DVN/N6UCR3,https://doi.org/10.7910/DVN/N6UCR3,doi,10.7910,/,Harvard Dataverse,2022-02-14,s3://10.7910/DVN/N6UCR3,dataset
dataset,5257883,,DVN/QWYXTK,https://doi.org/10.7910/DVN/QWYXTK,doi,10.7910,/,Harvard Dataverse,2021-10-22,s3://10.7910/DVN/QWYXTK,dataset
dataset,5370475,,DVN/0ZSTDM,https://doi.org/10.7910/DVN/0ZSTDM,doi,10.7910,/,Harvard Dataverse,2021-11-01,s3://10.7910/DVN/0ZSTDM,dataset
dataset,5408553,,DVN/BPNCX4,https://doi.org/10.7910/DVN/BPNCX4,doi,10.7910,/,Harvard Dataverse,2021-11-11,s3://10.7910/DVN/BPNCX4,dataset
dataset,5425817,,DVN/7IW6JF,https://doi.org/10.7910/DVN/7IW6JF,doi,10.7910,/,Harvard Dataverse,2021-11-22,s3://10.7910/DVN/7IW6JF,dataset
dataset,5431986,,DVN/7IWKOV,https://doi.org/10.7910/DVN/7IWKOV,doi,10.7910,/,Harvard Dataverse,2021-11-26,s3://10.7910/DVN/7IWKOV,dataset
dataset,5598107,,DVN/IAD3SQ,https://doi.org/10.7910/DVN/IAD3SQ,doi,10.7910,/,Harvard Dataverse,2021-12-07,s3://10.7910/DVN/IAD3SQ,dataset
dataset,5614235,,DVN/43NTUY,https://doi.org/10.7910/DVN/43NTUY,doi,10.7910,/,Harvard Dataverse,2021-12-07,s3://10.7910/DVN/43NTUY,dataset
dataset,5655743,,DVN/ZQDC1D,https://doi.org/10.7910/DVN/ZQDC1D,doi,10.7910,/,Harvard Dataverse,2021-12-17,s3://10.7910/DVN/ZQDC1D,dataset
dataset,5657004,,DVN/TY8RB9,https://doi.org/10.7910/DVN/TY8RB9,doi,10.7910,/,Harvard Dataverse,2021-12-16,s3://10.7910/DVN/TY8RB9,dataset
dataset,5658307,,DVN/GCZG82,https://doi.org/10.7910/DVN/GCZG82,doi,10.7910,/,Harvard Dataverse,2021-12-16,s3://10.7910/DVN/GCZG82,dataset
dataset,5705143,,DVN/ZXYKLX,https://doi.org/10.7910/DVN/ZXYKLX,doi,10.7910,/,Harvard Dataverse,2021-12-29,s3://10.7910/DVN/ZXYKLX,dataset
dataset,5713510,,DVN/ITWSK2,https://doi.org/10.7910/DVN/ITWSK2,doi,10.7910,/,Harvard Dataverse,2022-01-06,s3://10.7910/DVN/ITWSK2,dataset
dataset,5743941,,DVN/TA4DUW,https://doi.org/10.7910/DVN/TA4DUW,doi,10.7910,/,Harvard Dataverse,2022-01-15,s3://10.7910/DVN/TA4DUW,dataset
dataset,5804913,,DVN/POV0O0,https://doi.org/10.7910/DVN/POV0O0,doi,10.7910,/,Harvard Dataverse,2022-02-08,s3://10.7910/DVN/POV0O0,dataset
dataset,5809435,,DVN/KBX2SL,https://doi.org/10.7910/DVN/KBX2SL,doi,10.7910,/,Harvard Dataverse,2022-02-03,s3://10.7910/DVN/KBX2SL,dataset
dataset,5810378,,DVN/BEC5IZ,https://doi.org/10.7910/DVN/BEC5IZ,doi,10.7910,/,Harvard Dataverse,2022-02-03,s3://10.7910/DVN/BEC5IZ,dataset
dataset,5810548,,DVN/01BU1N,https://doi.org/10.7910/DVN/01BU1N,doi,10.7910,/,Harvard Dataverse,2022-02-04,s3://10.7910/DVN/01BU1N,dataset
dataset,5840607,,DVN/YGSMIF,https://doi.org/10.7910/DVN/YGSMIF,doi,10.7910,/,Harvard Dataverse,2022-02-06,s3://10.7910/DVN/YGSMIF,dataset
dataset,6020160,,DVN/ZWLFWO,https://doi.org/10.7910/DVN/ZWLFWO,doi,10.7910,/,Harvard Dataverse,2022-02-15,s3://10.7910/DVN/ZWLFWO,dataset
dataset,6038581,,DVN/CY4D8P,https://doi.org/10.7910/DVN/CY4D8P,doi,10.7910,/,Harvard Dataverse,2022-02-21,s3://10.7910/DVN/CY4D8P,dataset
dataset,6042679,,DVN/KKOHWP,https://doi.org/10.7910/DVN/KKOHWP,doi,10.7910,/,Harvard Dataverse,2022-02-25,s3://10.7910/DVN/KKOHWP,dataset
dataset,6049989,,DVN/IISRW5,https://doi.org/10.7910/DVN/IISRW5,doi,10.7910,/,Harvard Dataverse,2022-03-01,s3://10.7910/DVN/IISRW5,dataset
dataset,6063830,,DVN/WXOYVM,https://doi.org/10.7910/DVN/WXOYVM,doi,10.7910,/,Harvard Dataverse,2022-03-04,s3://10.7910/DVN/WXOYVM,dataset
dataset,6081639,,DVN/TBBSFI,https://doi.org/10.7910/DVN/TBBSFI,doi,10.7910,/,Harvard Dataverse,2022-03-18,s3://10.7910/DVN/TBBSFI,dataset
dataset,6153853,,DVN/S1ULGB,https://doi.org/10.7910/DVN/S1ULGB,doi,10.7910,/,Harvard Dataverse,2022-03-25,s3://10.7910/DVN/S1ULGB,dataset
dataset,6157005,,DVN/KNYOWY,https://doi.org/10.7910/DVN/KNYOWY,doi,10.7910,/,Harvard Dataverse,2022-03-31,s3://10.7910/DVN/KNYOWY,dataset
dataset,6157906,,DVN/DIIYV3,https://doi.org/10.7910/DVN/DIIYV3,doi,10.7910,/,Harvard Dataverse,2022-04-04,s3://10.7910/DVN/DIIYV3,dataset
dataset,6163153,,DVN/KLRTHN,https://doi.org/10.7910/DVN/KLRTHN,doi,10.7910,/,Harvard Dataverse,2022-04-06,s3://10.7910/DVN/KLRTHN,dataset
dataset,6166125,,DVN/QEQDDG,https://doi.org/10.7910/DVN/QEQDDG,doi,10.7910,/,Harvard Dataverse,2022-04-09,s3://10.7910/DVN/QEQDDG,dataset
dataset,6286238,,DVN/NBS63L,https://doi.org/10.7910/DVN/NBS63L,doi,10.7910,/,Harvard Dataverse,2022-05-08,s3://10.7910/DVN/NBS63L,dataset
dataset,6311036,,DVN/VHWKQP,https://doi.org/10.7910/DVN/VHWKQP,doi,10.7910,/,Harvard Dataverse,2022-06-02,s3://10.7910/DVN/VHWKQP,dataset
dataset,6312357,,DVN/R2EO73,https://doi.org/10.7910/DVN/R2EO73,doi,10.7910,/,Harvard Dataverse,2022-05-31,s3://10.7910/DVN/R2EO73,dataset
dataset,6314651,,DVN/BFOY4A,https://doi.org/10.7910/DVN/BFOY4A,doi,10.7910,/,Harvard Dataverse,2022-07-21,s3://10.7910/DVN/BFOY4A,dataset
dataset,6322371,,DVN/4KU6NI,https://doi.org/10.7910/DVN/4KU6NI,doi,10.7910,/,Harvard Dataverse,2022-06-09,s3://10.7910/DVN/4KU6NI,dataset
dataset,6334385,,DVN/MLERXI,https://doi.org/10.7910/DVN/MLERXI,doi,10.7910,/,Harvard Dataverse,2022-06-15,s3://10.7910/DVN/MLERXI,dataset
dataset,6354322,,DVN/6ECD1D,https://doi.org/10.7910/DVN/6ECD1D,doi,10.7910,/,Harvard Dataverse,2022-07-07,s3://10.7910/DVN/6ECD1D,dataset
dataset,6361628,,DVN/MMMYGJ,https://doi.org/10.7910/DVN/MMMYGJ,doi,10.7910,/,Harvard Dataverse,2022-07-04,s3://10.7910/DVN/MMMYGJ,dataset
dataset,6363272,,DVN/POZ9IL,https://doi.org/10.7910/DVN/POZ9IL,doi,10.7910,/,Harvard Dataverse,2022-07-11,s3://10.7910/DVN/POZ9IL,dataset
dataset,6372349,,DVN/O1RCGV,https://doi.org/10.7910/DVN/O1RCGV,doi,10.7910,/,Harvard Dataverse,2022-07-11,s3://10.7910/DVN/O1RCGV,dataset
dataset,6388343,,DVN/8JVXOS,https://doi.org/10.7910/DVN/8JVXOS,doi,10.7910,/,Harvard Dataverse,2022-07-20,s3://10.7910/DVN/8JVXOS,dataset
dataset,6413572,,DVN/ENUFXJ,https://doi.org/10.7910/DVN/ENUFXJ,doi,10.7910,/,Harvard Dataverse,2022-08-08,s3://10.7910/DVN/ENUFXJ,dataset
dataset,6431307,,DVN/U5GT7X,https://doi.org/10.7910/DVN/U5GT7X,doi,10.7910,/,Harvard Dataverse,2022-08-25,s3://10.7910/DVN/U5GT7X,dataset
dataset,6455271,,DVN/RX2WBG,https://doi.org/10.7910/DVN/RX2WBG,doi,10.7910,/,Harvard Dataverse,2022-09-03,s3://10.7910/DVN/RX2WBG,dataset
dataset,6457901,,DVN/VCHMLD,https://doi.org/10.7910/DVN/VCHMLD,doi,10.7910,/,Harvard Dataverse,2022-09-06,s3://10.7910/DVN/VCHMLD,dataset
dataset,6479564,,DVN/F9RDNK,https://doi.org/10.7910/DVN/F9RDNK,doi,10.7910,/,Harvard Dataverse,2022-09-10,s3://10.7910/DVN/F9RDNK,dataset
dataset,6544129,,DVN/AINILA,https://doi.org/10.7910/DVN/AINILA,doi,10.7910,/,Harvard Dataverse,2022-09-20,s3://10.7910/DVN/AINILA,dataset
dataset,6546912,,DVN/ST2ONR,https://doi.org/10.7910/DVN/ST2ONR,doi,10.7910,/,Harvard Dataverse,2022-09-26,s3://10.7910/DVN/ST2ONR,dataset
dataset,6580524,,DVN/21ARWA,https://doi.org/10.7910/DVN/21ARWA,doi,10.7910,/,Harvard Dataverse,2022-10-24,s3://10.7910/DVN/21ARWA,dataset
dataset,6646527,,DVN/IW4FP8,https://doi.org/10.7910/DVN/IW4FP8,doi,10.7910,/,Harvard Dataverse,2022-11-11,s3://10.7910/DVN/IW4FP8,dataset
dataset,6688694,,DVN/RO5BLP,https://doi.org/10.7910/DVN/RO5BLP,doi,10.7910,/,Harvard Dataverse,2022-10-30,s3://10.7910/DVN/RO5BLP,dataset
dataset,6688902,,DVN/AKKDGC,https://doi.org/10.7910/DVN/AKKDGC,doi,10.7910,/,Harvard Dataverse,2022-10-31,s3://10.7910/DVN/AKKDGC,dataset
dataset,6692799,,DVN/XI7MWK,https://doi.org/10.7910/DVN/XI7MWK,doi,10.7910,/,Harvard Dataverse,2022-12-02,s3://10.7910/DVN/XI7MWK,dataset
dataset,6709014,,DVN/E2JO5N,https://doi.org/10.7910/DVN/E2JO5N,doi,10.7910,/,Harvard Dataverse,2022-11-15,s3://10.7910/DVN/E2JO5N,dataset
dataset,6767364,,DVN/ZHUACD,https://doi.org/10.7910/DVN/ZHUACD,doi,10.7910,/,Harvard Dataverse,2022-11-28,s3://10.7910/DVN/ZHUACD,dataset
dataset,6768151,,DVN/QMVU0Z,https://doi.org/10.7910/DVN/QMVU0Z,doi,10.7910,/,Harvard Dataverse,2022-12-10,s3://10.7910/DVN/QMVU0Z,dataset
dataset,6802155,,DVN/9WTUVR,https://doi.org/10.7910/DVN/9WTUVR,doi,10.7910,/,Harvard Dataverse,2022-12-13,s3://10.7910/DVN/9WTUVR,dataset
dataset,6829981,,DVN/JQKIFP,https://doi.org/10.7910/DVN/JQKIFP,doi,10.7910,/,Harvard Dataverse,2022-12-23,s3://10.7910/DVN/JQKIFP,dataset
dataset,6882673,,DVN/0WI68H,https://doi.org/10.7910/DVN/0WI68H,doi,10.7910,/,Harvard Dataverse,2023-01-10,s3://10.7910/DVN/0WI68H,dataset
dataset,6882780,,DVN/WG1QRH,https://doi.org/10.7910/DVN/WG1QRH,doi,10.7910,/,Harvard Dataverse,2023-01-11,s3://10.7910/DVN/WG1QRH,dataset
dataset,6894543,,DVN/QR0YYC,https://doi.org/10.7910/DVN/QR0YYC,doi,10.7910,/,Harvard Dataverse,2023-01-16,s3://10.7910/DVN/QR0YYC,dataset
dataset,6903070,,DVN/NNAVTE,https://doi.org/10.7910/DVN/NNAVTE,doi,10.7910,/,Harvard Dataverse,2023-01-23,s3://10.7910/DVN/NNAVTE,dataset
dataset,6907540,,DVN/KX94FG,https://doi.org/10.7910/DVN/KX94FG,doi,10.7910,/,Harvard Dataverse,2023-01-30,s3://10.7910/DVN/KX94FG,dataset
dataset,6935171,,DVN/MPWVJ7,https://doi.org/10.7910/DVN/MPWVJ7,doi,10.7910,/,Harvard Dataverse,2023-02-14,s3://10.7910/DVN/MPWVJ7,dataset
dataset,6970748,,DVN/M4YRVC,https://doi.org/10.7910/DVN/M4YRVC,doi,10.7910,/,Harvard Dataverse,2023-03-08,s3://10.7910/DVN/M4YRVC,dataset
dataset,7101670,,DVN/CT5K2E,https://doi.org/10.7910/DVN/CT5K2E,doi,10.7910,/,Harvard Dataverse,2023-05-12,s3://10.7910/DVN/CT5K2E,dataset
dataset,7107658,,DVN/PZM6HI,https://doi.org/10.7910/DVN/PZM6HI,doi,10.7910,/,Harvard Dataverse,2023-05-19,s3://10.7910/DVN/PZM6HI,dataset
dataset,7110670,,DVN/GHQKSW,https://doi.org/10.7910/DVN/GHQKSW,doi,10.7910,/,Harvard Dataverse,2023-05-21,s3://10.7910/DVN/GHQKSW,dataset
dataset,7113776,,DVN/ZO1OAX,https://doi.org/10.7910/DVN/ZO1OAX,doi,10.7910,/,Harvard Dataverse,2023-05-25,s3://10.7910/DVN/ZO1OAX,dataset
dataset,7119390,,DVN/H7BWDJ,https://doi.org/10.7910/DVN/H7BWDJ,doi,10.7910,/,Harvard Dataverse,2023-05-25,s3://10.7910/DVN/H7BWDJ,dataset
dataset,7119632,,DVN/53K0QC,https://doi.org/10.7910/DVN/53K0QC,doi,10.7910,/,Harvard Dataverse,2023-05-24,s3://10.7910/DVN/53K0QC,dataset
dataset,7120657,,DVN/WHE2BC,https://doi.org/10.7910/DVN/WHE2BC,doi,10.7910,/,Harvard Dataverse,2023-05-29,s3://10.7910/DVN/WHE2BC,dataset
dataset,7232178,,DVN/QL0KJN,https://doi.org/10.7910/DVN/QL0KJN,doi,10.7910,/,Harvard Dataverse,2023-07-06,s3://10.7910/DVN/QL0KJN,dataset
dataset,7245765,,DVN/T6MCAG,https://doi.org/10.7910/DVN/T6MCAG,doi,10.7910,/,Harvard Dataverse,2023-08-24,s3://10.7910/DVN/T6MCAG,dataset
dataset,7273428,,DVN/UXUENA,https://doi.org/10.7910/DVN/UXUENA,doi,10.7910,/,Harvard Dataverse,2023-08-01,s3://10.7910/DVN/UXUENA,dataset
dataset,7311688,,DVN/VSNSDR,https://doi.org/10.7910/DVN/VSNSDR,doi,10.7910,/,Harvard Dataverse,2023-08-16,s3://10.7910/DVN/VSNSDR,dataset
dataset,7367282,,DVN/PSOWOV,https://doi.org/10.7910/DVN/PSOWOV,doi,10.7910,/,Harvard Dataverse,2023-09-13,s3://10.7910/DVN/PSOWOV,dataset
dataset,7458933,,DVN/E6ND6G,https://doi.org/10.7910/DVN/E6ND6G,doi,10.7910,/,Harvard Dataverse,2023-10-13,s3://10.7910/DVN/E6ND6G,dataset
dataset,7526878,,DVN/HUMCVU,https://doi.org/10.7910/DVN/HUMCVU,doi,10.7910,/,Harvard Dataverse,2023-11-06,s3://10.7910/DVN/HUMCVU,dataset
dataset,7674998,,DVN/YZSKAP,https://doi.org/10.7910/DVN/YZSKAP,doi,10.7910,/,Harvard Dataverse,2023-12-14,s3://10.7910/DVN/YZSKAP,dataset
dataset,7675648,,DVN/XG3VJU,https://doi.org/10.7910/DVN/XG3VJU,doi,10.7910,/,Harvard Dataverse,2023-12-15,s3://10.7910/DVN/XG3VJU,dataset
dataset,7677400,,DVN/SYFSLI,https://doi.org/10.7910/DVN/SYFSLI,doi,10.7910,/,Harvard Dataverse,2023-12-20,s3://10.7910/DVN/SYFSLI,dataset
dataset,7878621,,DVN/93YDQM,https://doi.org/10.7910/DVN/93YDQM,doi,10.7910,/,Harvard Dataverse,2023-12-20,s3://10.7910/DVN/93YDQM,dataset
dataset,7884593,,DVN/TM6R4J,https://doi.org/10.7910/DVN/TM6R4J,doi,10.7910,/,Harvard Dataverse,2023-12-22,s3://10.7910/DVN/TM6R4J,dataset
dataset,8090947,,DVN/N5HRDP,https://doi.org/10.7910/DVN/N5HRDP,doi,10.7910,/,Harvard Dataverse,2024-01-07,s3://10.7910/DVN/N5HRDP,dataset
dataset,8145385,,DVN/CBYWG4,https://doi.org/10.7910/DVN/CBYWG4,doi,10.7910,/,Harvard Dataverse,2024-01-31,s3://10.7910/DVN/CBYWG4,dataset
dataset,8560662,,DVN/3KNHWH,https://doi.org/10.7910/DVN/3KNHWH,doi,10.7910,/,Harvard Dataverse,2024-02-22,s3://10.7910/DVN/3KNHWH,dataset
dataset,8562024,,DVN/DESIU2,https://doi.org/10.7910/DVN/DESIU2,doi,10.7910,/,Harvard Dataverse,2024-02-22,s3://10.7910/DVN/DESIU2,dataset
dataset,8939058,,DVN/HHDJUQ,https://doi.org/10.7910/DVN/HHDJUQ,doi,10.7910,/,Harvard Dataverse,2024-03-01,s3://10.7910/DVN/HHDJUQ,dataset
dataset,8943842,,DVN/2BA5OY,https://doi.org/10.7910/DVN/2BA5OY,doi,10.7910,/,Harvard Dataverse,2024-03-04,s3://10.7910/DVN/2BA5OY,dataset
dataset,8961288,,DVN/PJQ57U,https://doi.org/10.7910/DVN/PJQ57U,doi,10.7910,/,Harvard Dataverse,2024-03-13,s3://10.7910/DVN/PJQ57U,dataset
dataset,10034129,,DVN/08QUDG,https://doi.org/10.7910/DVN/08QUDG,doi,10.7910,/,Harvard Dataverse,2024-03-31,s3://10.7910/DVN/08QUDG,dataset
dataset,10119486,,DVN/YVMPNW,https://doi.org/10.7910/DVN/YVMPNW,doi,10.7910,/,Harvard Dataverse,2024-04-16,s3://10.7910/DVN/YVMPNW,dataset
dataset,10209878,,DVN/THQBDI,https://doi.org/10.7910/DVN/THQBDI,doi,10.7910,/,Harvard Dataverse,2024-05-16,s3://10.7910/DVN/THQBDI,dataset
dataset,10210015,,DVN/2MXKOT,https://doi.org/10.7910/DVN/2MXKOT,doi,10.7910,/,Harvard Dataverse,2024-05-17,s3://10.7910/DVN/2MXKOT,dataset
dataset,10212078,,DVN/JPCNDC,https://doi.org/10.7910/DVN/JPCNDC,doi,10.7910,/,Harvard Dataverse,2024-05-21,s3://10.7910/DVN/JPCNDC,dataset
dataset,10214636,,DVN/JAVSYJ,https://doi.org/10.7910/DVN/JAVSYJ,doi,10.7910,/,Harvard Dataverse,2024-05-21,s3://10.7910/DVN/JAVSYJ,dataset
dataset,10243060,,DVN/PPBS5T,https://doi.org/10.7910/DVN/PPBS5T,doi,10.7910,/,Harvard Dataverse,2024-05-29,s3://10.7910/DVN/PPBS5T,dataset
dataset,10244632,,DVN/QVMZMC,https://doi.org/10.7910/DVN/QVMZMC,doi,10.7910,/,Harvard Dataverse,2024-05-31,s3://10.7910/DVN/QVMZMC,dataset
dataset,10245671,,DVN/IVENBD,https://doi.org/10.7910/DVN/IVENBD,doi,10.7910,/,Harvard Dataverse,2024-05-30,s3://10.7910/DVN/IVENBD,dataset
dataset,10249250,,DVN/OYTSWX,https://doi.org/10.7910/DVN/OYTSWX,doi,10.7910,/,Harvard Dataverse,2024-06-01,s3://10.7910/DVN/OYTSWX,dataset
dataset,10251877,,DVN/NUUJKQ,https://doi.org/10.7910/DVN/NUUJKQ,doi,10.7910,/,Harvard Dataverse,2024-06-01,s3://10.7910/DVN/NUUJKQ,dataset
dataset,10255271,,DVN/XOWWHF,https://doi.org/10.7910/DVN/XOWWHF,doi,10.7910,/,Harvard Dataverse,2024-06-07,s3://10.7910/DVN/XOWWHF,dataset
dataset,10259014,,DVN/PGSVJP,https://doi.org/10.7910/DVN/PGSVJP,doi,10.7910,/,Harvard Dataverse,2024-06-06,s3://10.7910/DVN/PGSVJP,dataset
dataset,10269798,,DVN/UVVSIR,https://doi.org/10.7910/DVN/UVVSIR,doi,10.7910,/,Harvard Dataverse,2024-06-12,s3://10.7910/DVN/UVVSIR,dataset
dataset,10277130,,DVN/HZ0JZT,https://doi.org/10.7910/DVN/HZ0JZT,doi,10.7910,/,Harvard Dataverse,2024-06-17,s3://10.7910/DVN/HZ0JZT,dataset
dataset,10327570,,DVN/MLMGQL,https://doi.org/10.7910/DVN/MLMGQL,doi,10.7910,/,Harvard Dataverse,2024-06-27,s3://10.7910/DVN/MLMGQL,dataset
dataset,10341446,,DVN/WCJWVF,https://doi.org/10.7910/DVN/WCJWVF,doi,10.7910,/,Harvard Dataverse,2024-06-28,s3://10.7910/DVN/WCJWVF,dataset
dataset,10360992,,DVN/V3XVUR,https://doi.org/10.7910/DVN/V3XVUR,doi,10.7910,/,Harvard Dataverse,2024-07-02,s3://10.7910/DVN/V3XVUR,dataset
dataset,10368609,,DVN/PUYD5U,https://doi.org/10.7910/DVN/PUYD5U,doi,10.7910,/,Harvard Dataverse,2024-07-10,s3://10.7910/DVN/PUYD5U,dataset
dataset,10371393,,DVN/C40CHP,https://doi.org/10.7910/DVN/C40CHP,doi,10.7910,/,Harvard Dataverse,2024-07-11,s3://10.7910/DVN/C40CHP,dataset
dataset,10386550,,DVN/H8RIBF,https://doi.org/10.7910/DVN/H8RIBF,doi,10.7910,/,Harvard Dataverse,2024-07-15,s3://10.7910/DVN/H8RIBF,dataset
dataset,10393070,,DVN/D5YYHO,https://doi.org/10.7910/DVN/D5YYHO,doi,10.7910,/,Harvard Dataverse,2024-07-18,s3://10.7910/DVN/D5YYHO,dataset
dataset,10403736,,DVN/NCZKCH,https://doi.org/10.7910/DVN/NCZKCH,doi,10.7910,/,Harvard Dataverse,2024-07-24,s3://10.7910/DVN/NCZKCH,dataset
dataset,10403834,,DVN/QP50GA,https://doi.org/10.7910/DVN/QP50GA,doi,10.7910,/,Harvard Dataverse,2024-07-24,s3://10.7910/DVN/QP50GA,dataset
dataset,10431848,,DVN/EBSUNP,https://doi.org/10.7910/DVN/EBSUNP,doi,10.7910,/,Harvard Dataverse,2024-08-10,s3://10.7910/DVN/EBSUNP,dataset
dataset,10437267,,DVN/GWOSUS,https://doi.org/10.7910/DVN/GWOSUS,doi,10.7910,/,Harvard Dataverse,2024-11-05,s3://10.7910/DVN/GWOSUS,dataset
dataset,10451954,,DVN/1TYGV6,https://doi.org/10.7910/DVN/1TYGV6,doi,10.7910,/,Harvard Dataverse,2024-08-15,s3://10.7910/DVN/1TYGV6,dataset
dataset,10454193,,DVN/BNUUIL,https://doi.org/10.7910/DVN/BNUUIL,doi,10.7910,/,Harvard Dataverse,2024-10-09,s3://10.7910/DVN/BNUUIL,dataset
dataset,10481901,,DVN/GC32BJ,https://doi.org/10.7910/DVN/GC32BJ,doi,10.7910,/,Harvard Dataverse,2024-08-28,s3://10.7910/DVN/GC32BJ,dataset
dataset,10491567,,DVN/DONUS3,https://doi.org/10.7910/DVN/DONUS3,doi,10.7910,/,Harvard Dataverse,2024-09-03,s3://10.7910/DVN/DONUS3,dataset
dataset,10547959,,DVN/WEJEGG,https://doi.org/10.7910/DVN/WEJEGG,doi,10.7910,/,Harvard Dataverse,2024-09-24,s3://10.7910/DVN/WEJEGG,dataset
dataset,10550270,,DVN/QUVPD7,https://doi.org/10.7910/DVN/QUVPD7,doi,10.7910,/,Harvard Dataverse,2024-09-23,s3://10.7910/DVN/QUVPD7,dataset
dataset,10550994,,DVN/PAQ3NG,https://doi.org/10.7910/DVN/PAQ3NG,doi,10.7910,/,Harvard Dataverse,2024-09-25,s3://10.7910/DVN/PAQ3NG,dataset
dataset,10553732,,DVN/JKGPB7,https://doi.org/10.7910/DVN/JKGPB7,doi,10.7910,/,Harvard Dataverse,2024-09-28,s3://10.7910/DVN/JKGPB7,dataset
